Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2023-06-23	0.114598821508671	1.12767831383069	1.24227713533936	0.0399626357928501	0.0398492319076147	0.0564355698397637
2023-06-24	-0.254754978880256	0.684578878656141	0.429823899775884	0.0613643458289205	0.0613610160070291	0.0867799356097147
2023-06-25	-0.14081677326905	1.4466739792748	1.30585720600575	0.0428920772108919	0.0418265663830206	0.0599098651547334
2023-06-26	-0.879547143753335	2.38053160496245	1.50098446120912	0.0693802389547213	0.0678667290922476	0.0970541625850987
2023-06-27	-0.0648610469880832	2.25686558783703	2.19200454084895	0.0464489825420802	0.0458139697418774	0.0652413044221537
2023-06-28	-0.323229273531483	1.98002432146825	1.65679504793676	0.0468423569821797	0.0468441828316793	0.066246387620864
2023-06-29	0.521770987671642	1.36889514645056	1.8906661341222	0.058773000486794	0.0590179601566555	0.0832909671409407
2023-06-30	-1.28411341418578	3.76184343409765	2.47773001991188	0.0691920826910781	0.0706898413558171	0.0989171268185625
2023-07-01	-0.572843305292712	2.20709053788269	1.63424723258997	0.0513954631578522	0.0525163591643023	0.0734810289332161
2023-07-02	0.76291643584147	1.37588876481609	2.13880520065756	0.0526735293874343	0.053761372929606	0.0752647720876445
2023-07-03	0.251840802415678	1.17635749793216	1.42819830034783	0.0487121979896986	0.0478025545090042	0.0682492670332357
2023-07-04	-0.020278449885871	1.34908233297056	1.32880388308469	0.0553618340676888	0.0551469155751175	0.0781416340294177
2023-07-05	-2.85469248949123	5.9253724188265	3.07067992933527	0.119740143164482	0.121781181611089	0.170787464644346
2023-07-06	-0.240576707926956	2.65456914538706	2.41399243746011	0.124346580074405	0.12417039757676	0.175728084296652
2023-07-07	-1.83499812440471	4.636089918078	2.80109179367329	0.158620047553309	0.157545871502468	0.223564355641247
2023-07-08	1.29701867420434	1.90709994230939	3.20411861651373	0.284574758808758	0.276906549118141	0.397064264692229
2023-07-09	-0.636924375489354	4.01828719305425	3.38136281756489	0.297436917579171	0.293297007343977	0.417722221644877
2023-07-10	0.0983724460435207	5.03553629614853	5.13390874219205	0.254602936553208	0.254566462482261	0.360037135754424
2023-07-11	-2.64583441296779	6.93074816495042	4.28491375198263	0.143575815042356	0.140023262926955	0.200550564261953
2023-07-12	-1.95289139119095	6.20475312426857	4.25186173307762	0.145901878044055	0.150003603523229	0.209256873451594
2023-07-13	-0.45530071167637	2.98505904203136	2.52975833035499	0.103994908938056	0.103027739627535	0.146388716155972
2023-07-14	0.322289279827299	1.76602394497309	2.08831322480039	0.0550212296525084	0.0578944316100559	0.0798692739664353
2023-07-15	0.643968578661936	1.65659581419032	2.30056439285226	0.0642563243136813	0.0662094428037757	0.0922635655645902
2023-07-16	1.15802824530866	0.640281930052285	1.79831017536095	0.0518864093970169	0.0499317370746914	0.0720095677490912
