Pond	Sonde	Treatment	Time_seq	Date_time	Chlorophyll_RFU	Cond_uScm	BGAPC_RFU	ODO_mgL	pH	fDOM_RFU	SpCond_uScm	Temp_C
B3P4	Sonde12	NF	0.25625	2022-06-24T02:10:00Z	-0.18	36.5	-0.33	10.08	6.43	0.62	45.5	14.679
B3P4	Sonde12	NF	0.2576389	2022-06-24T02:12:00Z	-0.19	36.7	-0.34	10.06	6.43	0.63	45.6	14.687
B3P4	Sonde12	NF	0.2590278	2022-06-24T02:14:00Z	-0.15	36.2	-0.35	10.07	6.43	0.59	45.1	14.7
B3P4	Sonde12	NF	0.2604167	2022-06-24T02:16:00Z	-0.11	36.4	-0.26	10.07	6.42	0.64	45.4	14.698
B3P4	Sonde12	NF	0.2618056	2022-06-24T02:18:00Z	-0.09	36.7	-0.36	10.08	6.42	0.65	45.7	14.705
B3P4	Sonde12	NF	0.2631944	2022-06-24T02:20:00Z	-0.17	36.6	-0.3	10.07	6.43	0.61	45.6	14.697
B3P4	Sonde12	NF	0.2645833	2022-06-24T02:22:00Z	-0.17	36.1	-0.34	10.08	6.44	0.64	45	14.701
B3P4	Sonde12	NF	0.2659722	2022-06-24T02:24:00Z	-0.15	36.4	-0.31	10.08	6.43	0.62	45.3	14.696
B3P4	Sonde12	NF	0.2673611	2022-06-24T02:26:00Z	-0.16	36.7	-0.35	10.08	6.42	0.65	45.7	14.693
B3P4	Sonde12	NF	0.26875	2022-06-24T02:28:00Z	-0.1	36.7	-0.33	10.08	6.42	0.59	45.7	14.693
B3P4	Sonde12	NF	0.2701389	2022-06-24T02:30:00Z	-0.09	36.6	-0.28	10.09	6.43	0.6	45.6	14.694
B3P4	Sonde12	NF	0.2715278	2022-06-24T02:32:00Z	-0.04	36.6	-0.35	10.09	6.43	0.61	45.6	14.695
B3P4	Sonde12	NF	0.2729167	2022-06-24T02:34:00Z	-0.16	36.7	-0.26	10.08	6.42	0.64	45.7	14.69
B3P4	Sonde12	NF	0.2743056	2022-06-24T02:36:00Z	-0.1	36.7	-0.29	10.08	6.42	0.61	45.7	14.687
B3P4	Sonde12	NF	0.2756944	2022-06-24T02:38:00Z	-0.16	36.7	-0.36	10.07	6.43	0.65	45.8	14.685
B3P4	Sonde12	NF	0.2770833	2022-06-24T02:40:00Z	-0.01	36.6	-0.32	10.08	6.42	0.64	45.6	14.672
B3P4	Sonde12	NF	0.2784722	2022-06-24T02:42:00Z	-0.2	36.8	-0.38	10.09	6.43	0.63	45.9	14.666
B3P4	Sonde12	NF	0.2798611	2022-06-24T02:44:00Z	-0.18	36.7	-0.2	10.08	6.42	0.65	45.7	14.663
B3P4	Sonde12	NF	0.28125	2022-06-24T02:46:00Z	-0.13	36.8	-0.39	10.08	6.42	0.62	45.9	14.657
B3P4	Sonde12	NF	0.2826389	2022-06-24T02:48:00Z	-0.15	36.7	-0.38	10.09	6.43	0.62	45.7	14.66
B3P4	Sonde12	NF	0.2840278	2022-06-24T02:50:00Z	-0.09	36.5	-0.33	10.08	6.42	0.63	45.5	14.659
B3P4	Sonde12	NF	0.2854167	2022-06-24T02:52:00Z	-0.17	36.7	-0.28	10.08	6.43	0.62	45.7	14.66
B3P4	Sonde12	NF	0.2868056	2022-06-24T02:54:00Z	-0.1	36.3	-0.3	10.08	6.42	0.64	45.2	14.653
B3P4	Sonde12	NF	0.2881944	2022-06-24T02:56:00Z	-0.2	36.6	-0.37	10.08	6.42	0.65	45.6	14.65
B3P4	Sonde12	NF	0.2895833	2022-06-24T02:58:00Z	-0.17	36.6	-0.26	10.08	6.42	0.63	45.6	14.648
B3P4	Sonde12	NF	0.2909722	2022-06-24T03:00:00Z	-0.18	36.2	-0.32	10.07	6.42	0.64	45.1	14.649
B3P4	Sonde12	NF	0.2923611	2022-06-24T03:02:00Z	-0.13	36.4	-0.3	10.08	6.42	0.61	45.4	14.647
B3P4	Sonde12	NF	0.29375	2022-06-24T03:04:00Z	-0.11	36.6	-0.33	10.07	6.42	0.59	45.6	14.646
B3P4	Sonde12	NF	0.2951389	2022-06-24T03:06:00Z	-0.18	36.5	-0.37	10.08	6.42	0.64	45.5	14.644
B3P4	Sonde12	NF	0.2965278	2022-06-24T03:08:00Z	-0.14	36.6	-0.32	10.08	6.42	0.65	45.6	14.631
B3P4	Sonde12	NF	0.2979167	2022-06-24T03:10:00Z	-0.14	36.4	-0.34	10.08	6.42	0.62	45.4	14.627
B3P4	Sonde12	NF	0.2993056	2022-06-24T03:12:00Z	-0.03	36.5	-0.27	10.07	6.41	0.63	45.5	14.625
B3P4	Sonde12	NF	0.3006944	2022-06-24T03:14:00Z	-0.19	36.6	-0.24	10.08	6.41	0.63	45.6	14.621
B3P4	Sonde12	NF	0.3020833	2022-06-24T03:16:00Z	-0.2	36.6	-0.44	10.08	6.42	0.64	45.6	14.618
B3P4	Sonde12	NF	0.3034722	2022-06-24T03:18:00Z	-0.18	36.7	-0.41	10.08	6.42	0.61	45.8	14.612
B3P4	Sonde12	NF	0.3048611	2022-06-24T03:20:00Z	-0.15	36.6	-0.3	10.08	6.42	0.66	45.7	14.604
B3P4	Sonde12	NF	0.30625	2022-06-24T03:22:00Z	-0.14	36.5	-0.18	10.07	6.42	0.61	45.5	14.603
B3P4	Sonde12	NF	0.3076389	2022-06-24T03:24:00Z	-0.17	36.9	-0.35	10.08	6.43	0.66	46	14.607
B3P4	Sonde12	NF	0.3090278	2022-06-24T03:26:00Z	-0.13	36.6	-0.31	10.07	6.43	0.63	45.6	14.604
B3P4	Sonde12	NF	0.3104167	2022-06-24T03:28:00Z	-0.13	36.8	-0.24	10.07	6.42	0.62	45.9	14.601
B3P4	Sonde12	NF	0.3118056	2022-06-24T03:30:00Z	-0.12	36.7	-0.29	10.07	6.42	0.59	45.8	14.603
B3P4	Sonde12	NF	0.3131944	2022-06-24T03:32:00Z	-0.14	36.5	-0.29	10.08	6.42	0.6	45.6	14.601
B3P4	Sonde12	NF	0.3145833	2022-06-24T03:34:00Z	-0.12	36.1	-0.27	10.07	6.41	0.64	45	14.595
B3P4	Sonde12	NF	0.3159722	2022-06-24T03:36:00Z	-0.11	36.4	-0.33	10.08	6.42	0.66	45.4	14.593
B3P4	Sonde12	NF	0.3173611	2022-06-24T03:38:00Z	-0.16	36.4	-0.33	10.07	6.42	0.62	45.4	14.594
B3P4	Sonde12	NF	0.31875	2022-06-24T03:40:00Z	-0.16	36.7	-0.29	10.08	6.42	0.63	45.8	14.583
B3P4	Sonde12	NF	0.3201389	2022-06-24T03:42:00Z	-0.15	36.8	-0.31	10.07	6.42	0.63	45.9	14.581
B3P4	Sonde12	NF	0.3215278	2022-06-24T03:44:00Z	-0.14	36.6	-0.32	10.08	6.42	0.65	45.7	14.573
B3P4	Sonde12	NF	0.3229167	2022-06-24T03:46:00Z	-0.16	36.6	-0.33	10.07	6.42	0.64	45.7	14.571
B3P4	Sonde12	NF	0.3243056	2022-06-24T03:48:00Z	-0.14	36.3	-0.35	10.07	6.41	0.63	45.3	14.571
B3P4	Sonde12	NF	0.3256944	2022-06-24T03:50:00Z	-0.16	36.2	-0.33	10.09	6.42	0.64	45.2	14.565
B3P4	Sonde12	NF	0.3270833	2022-06-24T03:52:00Z	-0.17	36.5	-0.32	10.08	6.42	0.63	45.6	14.566
B3P4	Sonde12	NF	0.3284722	2022-06-24T03:54:00Z	-0.1	36.4	-0.33	10.07	6.42	0.64	45.5	14.562
B3P4	Sonde12	NF	0.3298611	2022-06-24T03:56:00Z	-0.16	36.5	-0.31	10.07	6.42	0.68	45.5	14.561
B3P4	Sonde12	NF	0.33125	2022-06-24T03:58:00Z	-0.14	36.4	-0.32	10.07	6.42	0.65	45.4	14.559
B3P4	Sonde12	NF	0.3326389	2022-06-24T04:00:00Z	-0.15	36.2	-0.35	10.07	6.42	0.64	45.3	14.56
B3P4	Sonde12	NF	0.3340278	2022-06-24T04:02:00Z	-0.13	36.2	-0.31	10.06	6.41	0.64	45.2	14.559
B3P4	Sonde12	NF	0.3354167	2022-06-24T04:04:00Z	-0.12	36.1	-0.34	10.04	6.41	0.64	45.1	14.555
B3P4	Sonde12	NF	0.3368056	2022-06-24T04:06:00Z	-0.17	36.2	-0.3	10.05	6.42	0.65	45.3	14.544
B3P4	Sonde12	NF	0.3381944	2022-06-24T04:08:00Z	-0.16	36.5	-0.33	10.04	6.41	0.64	45.6	14.543
B3P4	Sonde12	NF	0.3395833	2022-06-24T04:10:00Z	-0.17	36.4	-0.31	10.04	6.41	0.64	45.5	14.543
B3P4	Sonde12	NF	0.3409722	2022-06-24T04:12:00Z	-0.15	36.5	-0.35	10.05	6.41	0.69	45.6	14.541
B3P4	Sonde12	NF	0.3423611	2022-06-24T04:14:00Z	-0.14	36.6	-0.33	10.05	6.41	0.66	45.8	14.543
B3P4	Sonde12	NF	0.34375	2022-06-24T04:16:00Z	-0.17	36.5	-0.32	10.05	6.41	0.63	45.6	14.536
B3P4	Sonde12	NF	0.3451389	2022-06-24T04:18:00Z	-0.15	36.4	-0.31	10.05	6.41	0.66	45.5	14.537
B3P4	Sonde12	NF	0.3465278	2022-06-24T04:20:00Z	-0.08	36.3	-0.32	10.06	6.43	0.65	45.3	14.539
B3P4	Sonde12	NF	0.3479167	2022-06-24T04:22:00Z	-0.17	35.9	-0.33	10.06	6.42	0.61	44.9	14.524
B3P4	Sonde12	NF	0.3493056	2022-06-24T04:24:00Z	-0.16	35.8	-0.29	10.06	6.41	0.64	44.8	14.522
B3P4	Sonde12	NF	0.3506944	2022-06-24T04:26:00Z	-0.18	36.1	-0.32	10.06	6.42	0.63	45.2	14.52
B3P4	Sonde12	NF	0.3520833	2022-06-24T04:28:00Z	-0.12	36.4	-0.32	10.06	6.42	0.65	45.5	14.519
B3P4	Sonde12	NF	0.3534722	2022-06-24T04:30:00Z	-0.14	36.3	-0.31	10.06	6.41	0.66	45.4	14.519
B3P4	Sonde12	NF	0.3548611	2022-06-24T04:32:00Z	-0.1	36.4	-0.3	10.07	6.41	0.64	45.5	14.519
B3P4	Sonde12	NF	0.35625	2022-06-24T04:34:00Z	-0.11	36.5	-0.32	10.06	6.42	0.64	45.7	14.518
B3P4	Sonde12	NF	0.3576389	2022-06-24T04:36:00Z	-0.16	36.6	-0.33	10.06	6.43	0.63	45.7	14.519
B3P4	Sonde12	NF	0.3590278	2022-06-24T04:38:00Z	-0.14	36.4	-0.33	10.06	6.42	0.63	45.5	14.523
B3P4	Sonde12	NF	0.3604167	2022-06-24T04:40:00Z	-0.16	35.4	-0.35	10.06	6.41	0.65	44.3	14.522
B3P4	Sonde12	NF	0.3618056	2022-06-24T04:42:00Z	-0.13	35.5	-0.34	10.06	6.4	0.66	44.5	14.507
B3P4	Sonde12	NF	0.3631944	2022-06-24T04:44:00Z	-0.16	36.2	-0.34	10.06	6.41	0.66	45.2	14.504
B3P4	Sonde12	NF	0.3645833	2022-06-24T04:46:00Z	-0.14	36.3	-0.3	10.06	6.41	0.67	45.4	14.508
B3P4	Sonde12	NF	0.3659722	2022-06-24T04:48:00Z	-0.14	36.1	-0.35	10.07	6.41	0.68	45.2	14.506
B3P4	Sonde12	NF	0.3673611	2022-06-24T04:50:00Z	-0.14	36.6	-0.34	10.06	6.41	0.59	45.7	14.496
B3P4	Sonde12	NF	0.36875	2022-06-24T04:52:00Z	-0.15	36.7	-0.32	10.06	6.41	0.68	45.9	14.503
B3P4	Sonde12	NF	0.3701389	2022-06-24T04:54:00Z	-0.18	36.3	-0.34	10.05	6.41	0.65	45.4	14.487
B3P4	Sonde12	NF	0.3715278	2022-06-24T04:56:00Z	-0.14	36.3	-0.3	10.05	6.41	0.68	45.4	14.493
B3P4	Sonde12	NF	0.3729167	2022-06-24T04:58:00Z	-0.13	36.3	-0.34	10.05	6.41	0.66	45.5	14.493
B3P4	Sonde12	NF	0.3743056	2022-06-24T05:00:00Z	-0.16	36.6	-0.31	10.06	6.41	0.64	45.8	14.496
B3P4	Sonde12	NF	0.3756944	2022-06-24T05:02:00Z	-0.17	36.7	-0.31	10.06	6.42	0.64	45.8	14.498
B3P4	Sonde12	NF	0.3770833	2022-06-24T05:04:00Z	-0.14	36.5	-0.27	10.05	6.41	0.67	45.7	14.494
B3P4	Sonde12	NF	0.3784722	2022-06-24T05:06:00Z	-0.1	36.2	-0.32	10.06	6.41	0.67	45.3	14.493
B3P4	Sonde12	NF	0.3798611	2022-06-24T05:08:00Z	-0.14	36.1	-0.32	10.06	6.41	0.66	45.2	14.485
B3P4	Sonde12	NF	0.38125	2022-06-24T05:10:00Z	-0.11	36.2	-0.31	10.06	6.41	0.7	45.3	14.48
B3P4	Sonde12	NF	0.3826389	2022-06-24T05:12:00Z	-0.17	36.2	-0.33	10.06	6.43	0.65	45.3	14.476
B3P4	Sonde12	NF	0.3840278	2022-06-24T05:14:00Z	-0.16	36.3	-0.3	10.06	6.41	0.69	45.4	14.475
B3P4	Sonde12	NF	0.3854167	2022-06-24T05:16:00Z	-0.17	36.3	-0.31	10.06	6.42	0.65	45.4	14.461
B3P4	Sonde12	NF	0.3868056	2022-06-24T05:18:00Z	-0.15	36.3	-0.33	10.06	6.41	0.65	45.5	14.462
B3P4	Sonde12	NF	0.3881944	2022-06-24T05:20:00Z	-0.16	36.5	-0.31	10.06	6.41	0.66	45.7	14.463
B3P4	Sonde12	NF	0.3895833	2022-06-24T05:22:00Z	-0.13	36.4	-0.3	10.06	6.41	0.67	45.5	14.468
B3P4	Sonde12	NF	0.3909722	2022-06-24T05:24:00Z	-0.16	36.2	-0.3	10.06	6.41	0.68	45.3	14.464
B3P4	Sonde12	NF	0.3923611	2022-06-24T05:26:00Z	-0.17	36.2	-0.31	10.06	6.41	0.67	45.3	14.455
B3P4	Sonde12	NF	0.39375	2022-06-24T05:28:00Z	-0.19	36.4	-0.32	10.07	6.41	0.63	45.6	14.455
B3P4	Sonde12	NF	0.3951389	2022-06-24T05:30:00Z	-0.19	36.2	-0.35	10.06	6.41	0.69	45.3	14.448
B3P4	Sonde12	NF	0.3965278	2022-06-24T05:32:00Z	-0.14	36.3	-0.33	10.06	6.41	0.61	45.5	14.451
B3P4	Sonde12	NF	0.3979167	2022-06-24T05:34:00Z	-0.16	36.4	-0.3	10.05	6.41	0.66	45.6	14.453
B3P4	Sonde12	NF	0.3993056	2022-06-24T05:36:00Z	-0.22	36.1	-0.29	10.04	6.41	0.7	45.2	14.453
B3P4	Sonde12	NF	0.4006944	2022-06-24T05:38:00Z	-0.16	36.2	-0.3	10.04	6.41	0.66	45.3	14.451
B3P4	Sonde12	NF	0.4020833	2022-06-24T05:40:00Z	-0.17	35.9	-0.31	10.04	6.41	0.69	45	14.449
B3P4	Sonde12	NF	0.4034722	2022-06-24T05:42:00Z	-0.18	36.2	-0.31	10.04	6.4	0.64	45.3	14.451
B3P4	Sonde12	NF	0.4048611	2022-06-24T05:44:00Z	-0.17	36.2	-0.33	10.04	6.4	0.64	45.4	14.454
B3P4	Sonde12	NF	0.40625	2022-06-24T05:46:00Z	-0.14	36.2	-0.28	10.04	6.4	0.65	45.3	14.45
B3P4	Sonde12	NF	0.4076389	2022-06-24T05:48:00Z	-0.13	36.3	-0.34	10.04	6.4	0.69	45.4	14.454
B3P4	Sonde12	NF	0.4090278	2022-06-24T05:50:00Z	-0.1	36.4	-0.35	10.04	6.4	0.66	45.5	14.454
B3P4	Sonde12	NF	0.4104167	2022-06-24T05:52:00Z	-0.14	36	-0.31	10.03	6.4	0.7	45	14.45
B3P4	Sonde12	NF	0.4118056	2022-06-24T05:54:00Z	-0.13	36.1	-0.33	10.04	6.41	0.69	45.2	14.446
B3P4	Sonde12	NF	0.4131944	2022-06-24T05:56:00Z	-0.17	36.1	-0.3	10.05	6.4	0.68	45.3	14.437
B3P4	Sonde12	NF	0.4145833	2022-06-24T05:58:00Z	-0.16	36	-0.34	10.05	6.4	0.68	45.1	14.44
B3P4	Sonde12	NF	0.4159722	2022-06-24T06:00:00Z	-0.17	36.3	-0.33	10.05	6.41	0.65	45.5	14.444
B3P4	Sonde12	NF	0.4173611	2022-06-24T06:02:00Z	-0.14	36.3	-0.3	10.05	6.42	0.67	45.5	14.433
B3P4	Sonde12	NF	0.41875	2022-06-24T06:04:00Z	-0.18	36.5	-0.33	10.05	6.41	0.66	45.7	14.432
B3P4	Sonde12	NF	0.4201389	2022-06-24T06:06:00Z	-0.16	36	-0.35	10.05	6.41	0.7	45.2	14.422
B3P4	Sonde12	NF	0.4215278	2022-06-24T06:08:00Z	-0.16	35.9	-0.32	10.04	6.4	0.66	45	14.427
B3P4	Sonde12	NF	0.4229167	2022-06-24T06:10:00Z	-0.17	36	-0.33	10.05	6.42	0.72	45.1	14.419
B3P4	Sonde12	NF	0.4243056	2022-06-24T06:12:00Z	-0.16	35.8	-0.26	10.04	6.41	0.7	44.9	14.418
B3P4	Sonde12	NF	0.4256944	2022-06-24T06:14:00Z	-0.17	35.8	-0.31	10.03	6.41	0.69	44.9	14.42
B3P4	Sonde12	NF	0.4270833	2022-06-24T06:16:00Z	-0.15	35.9	-0.31	10.03	6.4	0.69	44.9	14.422
B3P4	Sonde12	NF	0.4284722	2022-06-24T06:18:00Z	-0.17	36.1	-0.33	10.03	6.41	0.71	45.2	14.426
B3P4	Sonde12	NF	0.4298611	2022-06-24T06:20:00Z	-0.17	36	-0.3	10.03	6.41	0.67	45.1	14.423
B3P4	Sonde12	NF	0.43125	2022-06-24T06:22:00Z	-0.14	35.9	-0.34	10.03	6.41	0.71	45	14.424
B3P4	Sonde12	NF	0.4326389	2022-06-24T06:24:00Z	-0.2	35.1	-0.34	10.03	6.41	0.72	44	14.419
B3P4	Sonde12	NF	0.4340278	2022-06-24T06:26:00Z	-0.17	35.6	-0.32	10.04	6.4	0.68	44.6	14.42
B3P4	Sonde12	NF	0.4354167	2022-06-24T06:28:00Z	-0.15	35.5	-0.32	10.03	6.4	0.7	44.5	14.419
B3P4	Sonde12	NF	0.4368056	2022-06-24T06:30:00Z	-0.17	35.5	-0.3	10.03	6.4	0.69	44.5	14.417
B3P4	Sonde12	NF	0.4381944	2022-06-24T06:32:00Z	-0.16	35.5	-0.32	10.03	6.4	0.67	44.5	14.419
B3P4	Sonde12	NF	0.4395833	2022-06-24T06:34:00Z	-0.18	35.5	-0.33	10.03	6.4	0.66	44.5	14.424
B3P4	Sonde12	NF	0.4409722	2022-06-24T06:36:00Z	-0.14	35.7	-0.34	10.03	6.4	0.7	44.8	14.414
B3P4	Sonde12	NF	0.4423611	2022-06-24T06:38:00Z	-0.1	35.6	-0.33	10.03	6.4	0.73	44.6	14.411
B3P4	Sonde12	NF	0.44375	2022-06-24T06:40:00Z	-0.15	35.3	-0.28	10.03	6.4	0.7	44.3	14.412
B3P4	Sonde12	NF	0.4451389	2022-06-24T06:42:00Z	-0.16	35.6	-0.3	10.03	6.4	0.66	44.7	14.41
B3P4	Sonde12	NF	0.4465278	2022-06-24T06:44:00Z	-0.17	35.6	-0.28	10.03	6.4	0.64	44.7	14.409
B3P4	Sonde12	NF	0.4479167	2022-06-24T06:46:00Z	-0.16	35.2	-0.33	10.04	6.4	0.69	44.2	14.408
B3P4	Sonde12	NF	0.4493056	2022-06-24T06:48:00Z	-0.15	35.7	-0.32	10.03	6.4	0.66	44.7	14.41
B3P4	Sonde12	NF	0.4506944	2022-06-24T06:50:00Z	-0.17	35.9	-0.31	10.03	6.4	0.7	45	14.408
B3P4	Sonde12	NF	0.4520833	2022-06-24T06:52:00Z	-0.14	35.7	-0.32	10.04	6.4	0.7	44.7	14.399
B3P4	Sonde12	NF	0.4534722	2022-06-24T06:54:00Z	-0.18	35.8	-0.31	10.04	6.4	0.65	44.9	14.403
B3P4	Sonde12	NF	0.4548611	2022-06-24T06:56:00Z	-0.15	36.2	-0.31	10.04	6.4	0.66	45.4	14.401
B3P4	Sonde12	NF	0.45625	2022-06-24T06:58:00Z	-0.15	36.2	-0.29	10.03	6.4	0.69	45.4	14.4
B3P4	Sonde12	NF	0.4576389	2022-06-24T07:00:00Z	-0.18	36.2	-0.32	10.03	6.4	0.63	45.3	14.399
B3P4	Sonde12	NF	0.4590278	2022-06-24T07:02:00Z	-0.17	36.1	-0.35	10.03	6.4	0.68	45.2	14.396
B3P4	Sonde12	NF	0.4604167	2022-06-24T07:04:00Z	-0.16	36	-0.33	10.03	6.4	0.68	45.2	14.393
B3P4	Sonde12	NF	0.4618056	2022-06-24T07:06:00Z	-0.16	36	-0.3	10.03	6.4	0.65	45.2	14.39
B3P4	Sonde12	NF	0.4631944	2022-06-24T07:08:00Z	-0.18	36	-0.32	10.04	6.4	0.67	45.2	14.387
B3P4	Sonde12	NF	0.4645833	2022-06-24T07:10:00Z	-0.16	35.9	-0.3	10.04	6.41	0.73	45.1	14.385
B3P4	Sonde12	NF	0.4659722	2022-06-24T07:12:00Z	-0.16	35.7	-0.31	10.03	6.4	0.7	44.8	14.384
B3P4	Sonde12	NF	0.4673611	2022-06-24T07:14:00Z	-0.18	35.6	-0.3	10.04	6.4	0.68	44.7	14.378
B3P4	Sonde12	NF	0.46875	2022-06-24T07:16:00Z	-0.19	36	-0.3	10.03	6.4	0.67	45.1	14.382
B3P4	Sonde12	NF	0.4701389	2022-06-24T07:18:00Z	-0.2	36	-0.33	10.04	6.4	0.69	45.2	14.379
B3P4	Sonde12	NF	0.4715278	2022-06-24T07:20:00Z	-0.2	35.7	-0.29	10.03	6.4	0.7	44.7	14.38
B3P4	Sonde12	NF	0.4729167	2022-06-24T07:22:00Z	-0.19	35.2	-0.29	10.03	6.4	0.66	44.2	14.367
B3P4	Sonde12	NF	0.4743056	2022-06-24T07:24:00Z	-0.21	35.4	-0.34	10.03	6.4	0.69	44.5	14.364
B3P4	Sonde12	NF	0.4756944	2022-06-24T07:26:00Z	-0.18	35.3	-0.33	10.04	6.39	0.71	44.3	14.366
B3P4	Sonde12	NF	0.4770833	2022-06-24T07:28:00Z	-0.17	35	-0.33	10.04	6.4	0.67	43.9	14.369
B3P4	Sonde12	NF	0.4784722	2022-06-24T07:30:00Z	-0.17	35	-0.33	10.04	6.4	0.7	43.9	14.374
B3P4	Sonde12	NF	0.4798611	2022-06-24T07:32:00Z	-0.2	34.8	-0.34	10.04	6.4	0.7	43.7	14.375
B3P4	Sonde12	NF	0.48125	2022-06-24T07:34:00Z	-0.17	35	-0.33	10.04	6.39	0.69	43.9	14.371
B3P4	Sonde12	NF	0.4826389	2022-06-24T07:36:00Z	-0.19	34.9	-0.29	10.03	6.4	0.72	43.8	14.373
B3P4	Sonde12	NF	0.4840278	2022-06-24T07:38:00Z	-0.17	34.7	-0.34	10.02	6.39	0.7	43.6	14.37
B3P4	Sonde12	NF	0.4854167	2022-06-24T07:40:00Z	-0.2	34.8	-0.31	10.03	6.39	0.73	43.7	14.367
B3P4	Sonde12	NF	0.4868056	2022-06-24T07:42:00Z	-0.17	34.8	-0.29	10.03	6.39	0.65	43.7	14.362
B3P4	Sonde12	NF	0.4881944	2022-06-24T07:44:00Z	-0.16	35.1	-0.3	10.01	6.39	0.7	44	14.363
B3P4	Sonde12	NF	0.4895833	2022-06-24T07:46:00Z	-0.18	35	-0.3	10.02	6.39	0.71	43.9	14.361
B3P4	Sonde12	NF	0.4909722	2022-06-24T07:48:00Z	-0.18	35.1	-0.34	10.01	6.39	0.7	44.1	14.36
B3P4	Sonde12	NF	0.4923611	2022-06-24T07:50:00Z	-0.18	34.9	-0.34	10.02	6.39	0.72	43.8	14.348
B3P4	Sonde12	NF	0.49375	2022-06-24T07:52:00Z	-0.2	34.5	-0.31	10.03	6.4	0.7	43.4	14.351
B3P4	Sonde12	NF	0.4951389	2022-06-24T07:54:00Z	-0.14	35	-0.36	10.02	6.39	0.66	43.9	14.353
B3P4	Sonde12	NF	0.4965278	2022-06-24T07:56:00Z	-0.17	35.1	-0.28	10.02	6.39	0.69	44.1	14.356
B3P4	Sonde12	NF	0.4979167	2022-06-24T07:58:00Z	-0.16	35.2	-0.3	10.02	6.4	0.69	44.1	14.353
B3P4	Sonde12	NF	0.4993056	2022-06-24T08:00:00Z	-0.2	35.6	-0.33	10.02	6.4	0.69	44.6	14.357
B3P4	Sonde12	NF	0.5006944	2022-06-24T08:02:00Z	-0.18	35.3	-0.32	10.02	6.39	0.68	44.3	14.351
B3P4	Sonde12	NF	0.5020833	2022-06-24T08:04:00Z	-0.16	35.4	-0.29	10.02	6.39	0.66	44.5	14.351
B3P4	Sonde12	NF	0.5034722	2022-06-24T08:06:00Z	-0.15	35.1	-0.3	10.02	6.39	0.72	44.1	14.353
B3P4	Sonde12	NF	0.5048611	2022-06-24T08:08:00Z	-0.2	34.7	-0.32	10.03	6.39	0.72	43.5	14.356
B3P4	Sonde12	NF	0.50625	2022-06-24T08:10:00Z	-0.18	35.1	-0.32	10.03	6.39	0.69	44	14.351
B3P4	Sonde12	NF	0.5076389	2022-06-24T08:12:00Z	-0.2	35	-0.34	10.03	6.39	0.7	43.9	14.347
B3P4	Sonde12	NF	0.5090278	2022-06-24T08:14:00Z	-0.2	35	-0.29	10.02	6.39	0.7	44	14.346
B3P4	Sonde12	NF	0.5104167	2022-06-24T08:16:00Z	-0.14	35.4	-0.33	10.03	6.39	0.72	44.5	14.343
B3P4	Sonde12	NF	0.5118056	2022-06-24T08:18:00Z	-0.18	35.1	-0.32	10.03	6.39	0.67	44	14.344
B3P4	Sonde12	NF	0.5131944	2022-06-24T08:20:00Z	-0.16	35	-0.29	10.03	6.39	0.69	43.9	14.335
B3P4	Sonde12	NF	0.5145833	2022-06-24T08:22:00Z	-0.2	34.9	-0.3	10.03	6.39	0.7	43.8	14.331
B3P4	Sonde12	NF	0.5159722	2022-06-24T08:24:00Z	-0.18	35	-0.34	10.03	6.39	0.66	44	14.338
B3P4	Sonde12	NF	0.5173611	2022-06-24T08:26:00Z	-0.17	35.2	-0.3	10.02	6.4	0.7	44.2	14.336
B3P4	Sonde12	NF	0.51875	2022-06-24T08:28:00Z	-0.2	35.6	-0.31	10.03	6.39	0.72	44.7	14.332
B3P4	Sonde12	NF	0.5201389	2022-06-24T08:30:00Z	-0.16	35.7	-0.34	10.03	6.4	0.73	44.8	14.332
B3P4	Sonde12	NF	0.5215278	2022-06-24T08:32:00Z	-0.15	35.7	-0.35	10.03	6.4	0.69	44.8	14.33
B3P4	Sonde12	NF	0.5229167	2022-06-24T08:34:00Z	-0.17	36	-0.32	10.03	6.4	0.71	45.2	14.336
B3P4	Sonde12	NF	0.5243056	2022-06-24T08:36:00Z	-0.17	36	-0.33	10.03	6.4	0.68	45.2	14.338
B3P4	Sonde12	NF	0.5256944	2022-06-24T08:38:00Z	-0.21	35.9	-0.32	10.04	6.4	0.7	45	14.332
B3P4	Sonde12	NF	0.5270833	2022-06-24T08:40:00Z	-0.19	36	-0.31	10.03	6.4	0.72	45.2	14.336
B3P4	Sonde12	NF	0.5284722	2022-06-24T08:42:00Z	-0.12	36.2	-0.29	10.03	6.39	0.68	45.4	14.342
B3P4	Sonde12	NF	0.5298611	2022-06-24T08:44:00Z	-0.21	36.4	-0.34	10.03	6.4	0.69	45.7	14.343
B3P4	Sonde12	NF	0.53125	2022-06-24T08:46:00Z	-0.16	36.2	-0.31	10.03	6.4	0.7	45.5	14.347
B3P4	Sonde12	NF	0.5326389	2022-06-24T08:48:00Z	-0.19	35.9	-0.3	10.03	6.4	0.68	45.1	14.345
B3P4	Sonde12	NF	0.5340278	2022-06-24T08:50:00Z	-0.14	35.9	-0.35	10.03	6.39	0.65	45.1	14.339
B3P4	Sonde12	NF	0.5354167	2022-06-24T08:52:00Z	-0.17	35.9	-0.34	10.03	6.39	0.71	45.1	14.339
B3P4	Sonde12	NF	0.5368056	2022-06-24T08:54:00Z	-0.19	36.1	-0.31	10.03	6.39	0.7	45.3	14.341
