KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2P3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;09/12/2021 23:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.04;0.14;1.42;-0.18;3.1;-0.113;4.11;1.37;4.7;93.0;93.0;11.30;-0.161;0.00;4.6;0.17;0.17;5.58;15.63;3;2878.50;0;NA;39.5;6.964;-0.113;4.39;0.0
;;;STANDARD DEVIATION:;0.27;0.36;0.85;1.17;8.9;0.292;3.61;1.20;13.2;0.5;0.5;0.18;0.415;0.01;13.0;0.30;0.30;1.52;4.26;8;6307.99;0;0.34;20.0;0.514;0.292;0.06;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
09/12/2021;14:21:21;0.0;VW-See;-0.08;0.04;1.04;-0.49;0.6;-0.177;2.48;0.83;0.9;92.8;92.8;11.34;-0.252;0.00;0.9;0.34;0.34;5.53;15.49;1;18564.22;0;6.25;18.9;6.750;-0.178;4.59;0.0
09/12/2021;14:21:22;0.0;VW-See;-0.08;0.07;1.06;-0.41;0.6;-0.177;2.48;0.83;0.9;92.9;92.9;11.35;-0.252;0.00;0.9;0.31;0.31;5.62;15.73;1;18569.53;0;6.25;18.9;6.753;-0.178;4.59;0.0
09/12/2021;14:21:23;0.0;VW-See;-0.04;0.13;1.17;-0.21;0.6;-0.177;2.33;0.78;0.9;92.8;92.8;11.34;-0.252;0.00;0.9;0.21;0.21;5.56;15.56;1;18526.72;0;6.25;18.9;6.756;-0.178;4.59;0.0
09/12/2021;14:21:24;0.0;VW-See;-0.07;0.07;1.09;-0.40;0.6;-0.177;2.34;0.78;0.9;92.8;92.8;11.34;-0.252;0.00;0.9;0.16;0.16;5.58;15.61;1;11816.26;0;6.25;18.9;6.755;-0.177;4.59;0.0
09/12/2021;14:21:25;0.0;VW-See;-0.05;0.03;1.14;-0.53;0.6;-0.176;2.50;0.83;0.9;92.9;92.9;11.34;-0.251;0.00;0.9;0.18;0.18;5.55;15.53;1;13703.85;0;6.25;18.9;6.759;-0.176;4.59;0.0
