Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32
KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B1P2_Sept 21, 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/22/2021 12:26:18 AM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.13;-0.04;1.71;-0.76;1.1;0.091;1.97;0.66;1.8;95.6;95.6;11.36;0.13;0;1.8;0.32;0.32;4.3;12.03;1;52.55;0;NA;6;7.932;0.091;5.79;0.3
;;;STANDARD DEVIATION:;0.44;0.34;1.38;1.12;4.6;0.06;2.97;0.99;7.2;1.4;1.4;0.53;0.086;0;7.1;0.67;0.67;3.68;10.32;5;75.31;0;0.3;17.6;1.657;0.064;0.09;1.7
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/21/2021;11:10:40;0;;-0.1;0.08;0.99;-0.38;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.56;0.166;0;-0.1;0.18;0.18;5.26;14.72;0;23.24;0;6.15;24.9;7.130;0.117;6.39;11.5
9/21/2021;11:10:42;0;;-0.1;0.07;0.99;-0.39;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.56;0.166;0;-0.1;0.18;0.18;5.25;14.7;0;23.2;0;6.15;24.8;7.149;0.117;6.39;11.5
9/21/2021;11:10:44;0;;-0.09;0.08;1.03;-0.38;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.55;0.167;0;-0.1;0.18;0.18;5.26;14.73;0;23.22;0;6.15;24.8;7.157;0.118;6.39;11.5
9/21/2021;11:10:46;0;;-0.06;0.07;1.11;-0.41;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.55;0.167;0;-0.1;0.15;0.15;5.26;14.73;0;23.21;0;6.15;24.7;7.140;0.117;6.39;11.5
9/21/2021;11:10:48;0;;-0.07;0.06;1.08;-0.44;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.55;0.167;0;-0.1;0.14;0.14;5.25;14.7;0;23.22;0;6.16;24.7;7.116;0.119;6.39;11.5
9/21/2021;11:10:50;0;;-0.07;0.07;1.08;-0.4;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.56;0.167;0;-0.1;0.14;0.14;5.23;14.65;0;23.18;0;6.16;24.6;7.089;0.118;6.39;11.5
9/21/2021;11:10:52;0;;-0.06;0.04;1.11;-0.5;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.57;0.167;0;-0.1;0.15;0.15;5.25;14.7;0;23.18;0;6.16;24.6;7.059;0.118;6.39;11.5
9/21/2021;11:10:54;0;;-0.06;0.04;1.13;-0.49;-0.1;0.117;-3.29;-1.1;-0.1;95.5;95.5;11.58;0.167;0;-0.1;0.14;0.14;5.25;14.71;0;23.19;0;6.16;24.5;7.047;0.118;6.39;11.5
9/21/2021;11:10:56;0;;-0.06;0.01;1.12;-0.6;-0.1;0.118;-3.29;-1.1;-0.1;95.5;95.5;11.58;0.167;0;-0.1;0.14;0.14;5.28;14.77;0;23.2;0;6.16;24.5;7.041;0.119;6.39;11.5
9/21/2021;11:10:58;0;;-0.03;0.01;1.2;-0.6;-0.1;0.118;-3.29;-1.1;-0.1;95.5;95.5;11.58;0.167;0;-0.1;0.13;0.13;5.26;14.74;0;23.22;0;6.16;24.4;7.034;0.118;6.39;11.5
9/21/2021;11:11:00;0;;-0.02;0.02;1.24;-0.58;-0.1;0.118;-3.29;-1.1;-0.1;95.5;95.5;11.59;0.167;0;-0.1;0.1;0.1;5.26;14.73;0;23.23;0;6.16;24.3;7.022;0.119;6.39;11.5
9/21/2021;11:11:02;0;;-0.01;0;1.26;-0.65;-0.1;0.118;-3.28;-1.09;-0.1;95.5;95.5;11.59;0.167;0;-0.1;0.1;0.1;5.26;14.73;0;23.23;0;6.16;24.2;7.012;0.119;5.94;0
9/21/2021;11:11:04;0;;0;0.03;1.3;-0.55;-0.1;0.118;-3.28;-1.09;-0.1;95.6;95.6;11.6;0.168;0;-0.1;0.1;0.1;5.27;14.74;0;23.26;0;6.16;24.2;6.974;0.119;5.94;0
9/21/2021;11:11:06;0;;-0.01;0.04;1.28;-0.52;-0.1;0.118;-3.28;-1.09;-0.1;95.6;95.6;11.62;0.168;0;-0.1;0.1;0.1;5.25;14.71;0;23.27;0;6.16;24.1;6.930;0.119;5.94;0
9/21/2021;11:11:08;0;;-0.04;0.04;1.19;-0.5;-0.1;0.118;-3.28;-1.09;-0.1;95.6;95.6;11.63;0.168;0;-0.1;0.09;0.09;5.22;14.61;0;23.28;0;6.17;24;6.892;0.118;5.94;0
9/21/2021;11:11:10;0;;-0.05;0.04;1.15;-0.5;-0.1;0.118;-3.28;-1.09;-0.1;95.6;95.6;11.64;0.168;0;-0.1;0.1;0.1;5.2;14.56;0;23.25;0;6.17;24;6.873;0.12;5.94;0
9/21/2021;11:11:12;0;;-0.06;0.04;1.13;-0.51;-0.1;0.118;-3.28;-1.09;-0.1;95.6;95.6;11.65;0.168;0;-0.1;0.1;0.1;5.2;14.57;0;23.24;0;6.17;23.9;6.880;0.118;5.93;0
9/21/2021;11:11:14;0;;-0.07;0.03;1.1;-0.55;-0.1;0.118;-3.28;-1.09;-0.1;95.7;95.7;11.65;0.168;0;-0.1;0.11;0.11;5.18;14.49;0;23.25;0;6.17;23.8;6.882;0.119;5.93;0
9/21/2021;11:11:16;0;;-0.08;0;1.05;-0.62;-0.1;0.118;-3.18;-1.06;-0.1;95.7;95.7;11.65;0.168;0;-0.1;0.11;0.11;5.17;14.49;0;23.28;0;6.17;23.7;6.896;0.118;5.93;0
9/21/2021;11:11:18;0;;-0.06;0;1.11;-0.63;-0.1;0.118;-2.74;-0.91;-0.1;95.7;95.7;11.64;0.168;0;-0.1;0.12;0.12;5.12;14.35;0;23.26;0;6.17;23.7;6.923;0.118;5.93;0
9/21/2021;11:11:20;0;;-0.03;0.03;1.23;-0.55;-0.1;0.118;-2.3;-0.77;-0.1;95.7;95.7;11.64;0.168;0;-0.1;0.1;0.1;5.08;14.21;0;23.25;0;6.17;23.6;6.930;0.118;5.93;0
9/21/2021;11:11:22;0;;-0.05;0.05;1.16;-0.48;-0.1;0.119;-1.73;-0.58;-0.1;95.7;95.7;11.63;0.169;0;-0.1;0.08;0.08;5.07;14.19;0;23.27;0;6.17;23.5;6.934;0.119;5.93;0
9/21/2021;11:11:24;0;;-0.06;0.04;1.13;-0.5;-0.1;0.119;-1.2;-0.4;-0.1;95.7;95.7;11.63;0.169;0;-0.1;0.09;0.09;5.09;14.24;0;23.27;0;6.18;23.4;6.929;0.119;5.93;0
9/21/2021;11:11:26;0;;-0.03;0.07;1.22;-0.4;-0.1;0.119;-0.64;-0.21;-0.1;95.6;95.6;11.63;0.169;0;-0.1;0.05;0.05;5.11;14.3;0;23.28;0;6.18;23.4;6.922;0.117;5.93;0
9/21/2021;11:11:28;0;;-0.01;0.09;1.27;-0.33;-0.1;0.118;-0.04;-0.01;-0.1;95.6;95.6;11.63;0.168;0;-0.1;0.04;0.04;5.12;14.34;0;23.31;0;6.15;25.2;6.928;0.117;5.93;0
9/21/2021;11:11:30;0;;-0.01;0.07;1.29;-0.41;-0.1;0.118;0.55;0.18;-0.1;95.6;95.6;11.63;0.168;0;-0.1;0.03;0.03;5.11;14.31;0;23.4;0;6.22;21;6.933;0.119;5.93;0
9/21/2021;11:11:32;0;;-0.01;0.06;1.26;-0.44;-0.1;0.118;1.15;0.38;-0.1;95.6;95.6;11.62;0.168;0;-0.1;0.02;0.02;5.14;14.39;0;23.5;0;6.21;21.6;6.947;0.119;5.92;0
9/21/2021;11:11:34;0;;-0.03;0.06;1.21;-0.43;-0.1;0.118;1.75;0.58;-0.1;95.6;95.6;11.61;0.168;0;-0.1;0.01;0.01;5.15;14.43;0;23.64;0;6.2;22;6.981;0.118;5.92;0
9/21/2021;11:11:36;0;;-0.04;0.03;1.17;-0.54;-0.1;0.118;2.03;0.68;-0.1;95.6;95.6;11.6;0.168;0;-0.1;0.02;0.02;5.14;14.4;0;23.71;0;6.2;22.1;7.013;0.119;5.92;0
9/21/2021;11:11:38;0;;-0.05;0.02;1.14;-0.57;-0.1;0.118;2.22;0.74;-0.1;95.5;95.5;11.59;0.168;0;-0.1;0.01;0.01;5.19;14.54;0;23.83;0;6.2;22.2;7.052;0.119;5.92;0
9/21/2021;11:11:40;0;;-0.07;0.01;1.1;-0.61;-0.1;0.119;2.32;0.77;-0.1;95.5;95.5;11.58;0.169;0;-0.1;0.04;0.04;5.15;14.42;0;23.98;0;6.19;22.3;7.085;0.119;5.93;0
9/21/2021;11:11:42;0;;-0.07;0.01;1.1;-0.59;-0.1;0.118;2.36;0.79;-0.1;95.5;95.5;11.56;0.168;0;-0.1;0.05;0.05;5.14;14.4;0;24.08;0;6.19;22.4;7.115;0.118;5.93;0
9/21/2021;11:11:44;0;;-0.05;0.01;1.15;-0.59;-0.1;0.119;2.37;0.79;-0.1;95.4;95.4;11.55;0.169;0;-0.1;0.07;0.07;5.16;14.44;0;24.09;0;6.19;22.4;7.138;0.119;5.93;0
9/21/2021;11:11:46;0;;-0.06;0.03;1.13;-0.53;-0.1;0.119;2.38;0.79;-0.1;95.3;95.3;11.53;0.169;0;-0.1;0.09;0.09;5.13;14.36;0;24.11;0;6.19;22.5;7.167;0.119;5.93;0
9/21/2021;11:11:48;0;;-0.06;0.02;1.11;-0.56;-0.1;0.119;2.38;0.79;-0.1;95.3;95.3;11.52;0.169;0;-0.1;0.09;0.09;5.14;14.39;0;24.11;0;6.19;22.5;7.193;0.12;5.93;0
9/21/2021;11:11:50;0;;-0.06;0.04;1.13;-0.52;-0.1;0.119;2.39;0.8;-0.1;95.2;95.2;11.5;0.169;0;-0.1;0.1;0.1;5.13;14.37;0;24.13;0;6.19;22.5;7.215;0.12;5.93;0
9/21/2021;11:11:52;0;;-0.07;0.05;1.08;-0.46;-0.1;0.119;2.39;0.8;-0.1;95.2;95.2;11.49;0.169;0;-0.1;0.09;0.09;5.09;14.26;0;24.14;0;6.19;22.6;7.234;0.119;5.92;0
9/21/2021;11:11:54;0;;-0.07;0.06;1.09;-0.45;-0.1;0.119;2.39;0.8;-0.1;95.1;95.1;11.48;0.169;0;-0.1;0.08;0.08;5.11;14.31;0;24.16;0;6.19;22.7;7.250;0.12;5.92;0
9/21/2021;11:11:56;0;;-0.07;0.05;1.1;-0.48;-0.1;0.119;2.4;0.8;-0.1;95.1;95.1;11.47;0.169;0;-0.1;0.08;0.08;5.09;14.26;0;24.15;0;6.19;22.7;7.265;0.119;5.92;0
9/21/2021;11:11:58;0;;-0.07;0.05;1.09;-0.47;-0.1;0.119;2.41;0.8;-0.1;95;95;11.46;0.169;0;-0.1;0.09;0.09;5.13;14.36;0;24.13;0;6.19;22.8;7.278;0.119;5.92;0
9/21/2021;11:12:00;0;;-0.07;0.06;1.1;-0.43;-0.1;0.119;2.42;0.81;-0.1;95;95;11.45;0.169;0;-0.1;0.07;0.07;5.13;14.37;0;24.11;0;6.19;22.9;7.294;0.119;5.92;0
9/21/2021;11:12:02;0;;-0.07;0.05;1.09;-0.48;-0.1;0.119;2.42;0.81;-0.1;94.9;94.9;11.44;0.169;0;-0.1;0.08;0.08;5.14;14.4;0;24.13;0;6.18;23;7.306;0.119;5.92;0
9/21/2021;11:12:04;0;;-0.05;0.04;1.16;-0.5;-0.1;0.119;2.43;0.81;-0.1;94.9;94.9;11.43;0.169;0;-0.1;0.08;0.08;5.15;14.43;0;24.1;0;6.18;23;7.317;0.118;5.92;0
9/21/2021;11:12:06;0;;-0.06;0.05;1.12;-0.48;-0.1;0.119;2.42;0.81;-0.1;94.9;94.9;11.43;0.169;0;-0.1;0.09;0.09;5.18;14.51;0;24.07;0;6.18;23.1;7.330;0.12;5.92;0
9/21/2021;11:12:08;0;;-0.04;0.05;1.18;-0.47;-0.1;0.119;2.43;0.81;-0.1;94.8;94.8;11.42;0.169;0;-0.1;0.06;0.06;5.21;14.59;0;23.97;0;6.18;23.2;7.341;0.12;5.92;0
9/21/2021;11:12:10;0;;-0.03;0.03;1.2;-0.53;-0.1;0.119;2.42;0.81;-0.1;94.8;94.8;11.41;0.169;0;-0.1;0.07;0.07;5.22;14.62;0;23.92;0;6.18;23.3;7.352;0.118;5.92;0
9/21/2021;11:12:12;0;;-0.06;0.05;1.1;-0.47;0;0.119;2.41;0.8;-0.1;94.8;94.8;11.41;0.17;0;-0.1;0.07;0.07;5.23;14.64;0;23.89;0;6.18;23.4;7.364;0.121;5.92;0
9/21/2021;11:12:14;0;;-0.08;0.05;1.07;-0.48;-0.1;0.119;2.4;0.8;-0.1;94.8;94.8;11.4;0.17;0;-0.1;0.07;0.07;5.24;14.68;0;23.88;0;6.18;23.4;7.373;0.118;5.92;0
9/21/2021;11:12:16;0;;-0.1;0.05;1;-0.46;-0.1;0.119;2.38;0.79;-0.1;94.8;94.8;11.4;0.17;0;-0.1;0.07;0.07;5.23;14.64;0;23.88;0;6.18;23.5;7.388;0.12;5.92;0
9/21/2021;11:12:18;0;;-0.12;0.07;0.93;-0.42;-0.1;0.119;2.37;0.79;-0.1;94.7;94.7;11.39;0.17;0;-0.1;0.06;0.06;5.26;14.74;0;23.87;0;6.17;23.6;7.397;0.12;5.92;0
9/21/2021;11:12:20;0;;-0.12;0.07;0.94;-0.39;-0.1;0.12;2.35;0.78;-0.1;94.7;94.7;11.39;0.17;0;-0.1;0.04;0.04;5.25;14.7;0;23.85;0;6.17;23.7;7.409;0.123;5.91;0
9/21/2021;11:12:22;0;;-0.14;0.06;0.87;-0.43;-0.1;0.12;2.34;0.78;-0.1;94.7;94.7;11.38;0.17;0;-0.1;0.02;0.02;5.24;14.67;0;23.87;0;6.17;23.8;7.421;0.122;5.91;0
9/21/2021;11:12:24;0;;-0.15;0.06;0.84;-0.43;-0.1;0.12;2.33;0.78;-0.1;94.7;94.7;11.37;0.171;0;-0.1;0;0;5.24;14.68;0;23.88;0;6.17;23.9;7.432;0.121;5.91;0
9/21/2021;11:12:26;0;;-0.14;0.06;0.86;-0.44;-0.1;0.12;2.32;0.77;-0.1;94.7;94.7;11.37;0.171;0;-0.1;0.01;0.01;5.21;14.58;0;23.92;0;6.17;23.9;7.442;0.121;5.91;0
9/21/2021;11:12:28;0;;-0.12;0.05;0.92;-0.48;-0.1;0.12;2.31;0.77;-0.1;94.7;94.7;11.36;0.171;0;-0.1;0.01;0.01;5.23;14.63;0;23.95;0;6.17;24;7.452;0.119;5.91;0
9/21/2021;11:12:30;0;;-0.13;0.04;0.89;-0.52;-0.1;0.12;2.3;0.77;-0.1;94.6;94.6;11.36;0.171;0;-0.1;0.01;0.01;5.23;14.65;0;23.96;0;6.17;24.1;7.462;0.119;5.92;0
9/21/2021;11:12:32;0;;-0.13;0.05;0.9;-0.48;-0.1;0.12;2.3;0.77;-0.1;94.6;94.6;11.36;0.171;0;-0.1;0.01;0.01;5.19;14.54;0;23.95;0;6.16;24.2;7.470;0.119;5.92;0
9/21/2021;11:12:34;0;;-0.12;0.04;0.94;-0.5;-0.1;0.12;2.29;0.76;-0.1;94.6;94.6;11.35;0.171;0;-0.1;-0.02;-0.02;5.2;14.55;0;23.99;0;6.16;24.2;7.478;0.118;5.92;0
9/21/2021;11:12:36;0;;-0.12;0.04;0.92;-0.52;-0.1;0.12;2.29;0.76;-0.1;94.6;94.6;11.35;0.171;0;-0.1;-0.03;-0.03;5.19;14.53;0;24.06;0;6.16;24.3;7.487;0.118;5.92;0
9/21/2021;11:12:38;0;;-0.11;0.02;0.95;-0.56;0;0.12;2.27;0.76;-0.1;94.6;94.6;11.35;0.171;0;-0.1;-0.03;-0.03;5.22;14.62;0;24.12;0;6.16;24.4;7.498;0.119;5.92;0
9/21/2021;11:12:40;0;;-0.11;0.04;0.95;-0.49;0;0.12;2.26;0.75;-0.1;94.6;94.6;11.34;0.171;0;-0.1;-0.01;-0.01;5.22;14.6;0;24.13;0;6.16;24.4;7.509;0.117;5.92;0
9/21/2021;11:12:42;0;;-0.12;0.05;0.93;-0.45;-0.1;0.12;2.25;0.75;-0.1;94.6;94.6;11.34;0.171;0;-0.1;0;0;5.2;14.56;0;24.15;0;6.16;24.5;7.520;0.117;5.92;0
9/21/2021;11:12:44;0;;-0.12;0.04;0.92;-0.5;-0.1;0.12;2.25;0.75;-0.1;94.6;94.6;11.33;0.17;0;-0.1;0;0;5.19;14.52;0;24.17;0;6.16;24.5;7.531;0.117;5.92;0
9/21/2021;11:12:46;0;;-0.1;0.04;0.98;-0.5;-0.1;0.119;2.24;0.75;-0.1;94.6;94.6;11.33;0.17;0;-0.1;-0.01;-0.01;5.21;14.59;0;24.19;0;6.16;24.6;7.543;0.116;5.92;0
9/21/2021;11:12:48;0;;-0.1;0.04;0.99;-0.52;-0.1;0.119;2.24;0.75;-0.1;94.6;94.6;11.32;0.17;0;-0.1;0.01;0.01;5.19;14.53;0;24.22;0;6.16;24.6;7.554;0.115;5.92;0
9/21/2021;11:12:50;0;;-0.11;0.05;0.96;-0.48;-0.1;0.119;2.24;0.75;-0.1;94.6;94.6;11.32;0.169;0;-0.1;-0.01;-0.01;5.22;14.62;0;24.22;0;6.16;24.6;7.564;0.115;5.92;0
9/21/2021;11:12:52;0;;-0.09;0.05;1.01;-0.47;-0.1;0.119;2.23;0.74;-0.1;94.5;94.5;11.32;0.169;0;-0.1;-0.01;-0.01;5.25;14.7;0;24.18;0;6.16;24.7;7.573;0.114;5.92;0
9/21/2021;11:12:54;0;;-0.1;0.05;1;-0.46;-0.1;0.119;2.23;0.74;-0.1;94.5;94.5;11.31;0.169;0;-0.1;-0.01;-0.01;5.27;14.75;0;24.2;0;6.16;24.7;7.583;0.116;5.92;0
9/21/2021;11:12:56;0;;-0.11;0.06;0.95;-0.44;-0.1;0.118;2.23;0.74;-0.1;94.5;94.5;11.31;0.168;0;-0.1;0;0;5.25;14.69;0;24.2;0;6.16;24.7;7.593;0.114;5.92;0
9/21/2021;11:12:58;0;;-0.11;0.05;0.96;-0.46;-0.1;0.118;2.23;0.74;-0.1;94.5;94.5;11.31;0.168;0;-0.1;0.01;0.01;5.26;14.74;0;24.22;0;6.16;24.8;7.603;0.117;5.92;0
9/21/2021;11:13:00;0;;-0.11;0.08;0.95;-0.36;-0.1;0.118;2.23;0.74;-0.1;94.5;94.5;11.3;0.167;0;-0.1;0.01;0.01;5.28;14.78;0;24.24;0;6.15;24.8;7.614;0.116;5.9;0
9/21/2021;11:13:02;0;;-0.13;0.07;0.91;-0.4;-0.1;0.117;2.21;0.74;-0.1;94.5;94.5;11.3;0.167;0;-0.1;0;0;5.31;14.87;0;24.26;0;6.15;24.8;7.626;0.114;5.9;0
9/21/2021;11:13:04;0;;-0.13;0.06;0.89;-0.45;0;0.117;2.22;0.74;-0.1;94.5;94.5;11.3;0.166;0;-0.1;-0.01;-0.01;5.31;14.86;0;24.27;0;6.15;24.8;7.639;0.115;5.9;0
9/21/2021;11:13:06;0;;-0.14;0.06;0.86;-0.43;0;0.117;2.21;0.74;-0.1;94.5;94.5;11.29;0.166;0;-0.1;-0.02;-0.02;5.29;14.81;0;24.27;0;6.15;24.8;7.650;0.116;5.9;0
9/21/2021;11:13:08;0;;-0.16;0.05;0.81;-0.47;0;0.116;2.21;0.74;-0.1;94.5;94.5;11.29;0.166;0;-0.1;-0.02;-0.02;5.29;14.8;0;24.32;0;6.15;24.8;7.661;0.117;5.9;0
9/21/2021;11:13:10;0;;-0.16;0.04;0.82;-0.49;0;0.116;2.19;0.73;-0.1;94.5;94.5;11.28;0.165;0;-0.1;-0.02;-0.02;5.29;14.8;0;24.37;0;6.15;24.8;7.671;0.117;5.9;0
9/21/2021;11:13:12;0;;-0.17;0.04;0.77;-0.49;0;0.116;2.19;0.73;-0.1;94.5;94.5;11.28;0.165;0;-0.1;-0.01;-0.01;5.26;14.72;0;24.4;0;6.15;24.8;7.679;0.115;5.9;0
9/21/2021;11:13:14;0;;-0.18;0.05;0.75;-0.47;0;0.116;2.19;0.73;-0.1;94.5;94.5;11.28;0.165;0;-0.1;-0.02;-0.02;5.27;14.76;0;24.44;0;6.15;24.8;7.688;0.118;5.9;0
9/21/2021;11:13:16;0;;-0.18;0.05;0.76;-0.48;0;0.116;2.17;0.72;-0.1;94.5;94.5;11.27;0.165;0;-0.1;-0.02;-0.02;5.25;14.71;0;24.46;0;6.15;24.8;7.698;0.117;5.9;0
9/21/2021;11:13:18;0;;-0.15;0.05;0.83;-0.46;0;0.116;2.17;0.72;-0.1;94.5;94.5;11.27;0.165;0;-0.1;-0.03;-0.03;5.25;14.71;0;24.5;0;6.15;24.9;7.707;0.118;5.9;0
9/21/2021;11:13:20;0;;-0.16;0.06;0.81;-0.44;0;0.116;2.18;0.73;-0.1;94.5;94.5;11.27;0.165;0;-0.1;-0.02;-0.02;5.23;14.66;0;24.52;0;6.15;24.8;7.716;0.119;5.9;0
9/21/2021;11:13:22;0;;-0.16;0.04;0.81;-0.49;-0.1;0.116;2.18;0.73;-0.1;94.5;94.5;11.27;0.165;0;-0.1;-0.01;-0.01;5.23;14.64;0;24.56;0;6.15;24.8;7.726;0.116;5.9;0
9/21/2021;11:13:24;0;;-0.14;0.05;0.86;-0.48;-0.1;0.116;2.17;0.72;-0.1;94.5;94.5;11.26;0.165;0;-0.1;-0.03;-0.03;5.24;14.68;0;24.58;0;6.15;24.8;7.737;0.118;5.9;0
9/21/2021;11:13:26;0;;-0.13;0.04;0.9;-0.5;0;0.116;2.19;0.73;-0.1;94.5;94.5;11.26;0.165;0;-0.1;-0.03;-0.03;5.28;14.78;0;24.6;0;6.15;24.8;7.746;0.116;5.9;0
9/21/2021;11:13:28;0;;-0.13;0.05;0.91;-0.47;0;0.116;2.19;0.73;-0.1;94.5;94.5;11.26;0.165;0;-0.1;-0.03;-0.03;5.29;14.8;0;24.62;0;6.16;24.8;7.753;0.117;5.9;0
9/21/2021;11:13:30;0;;-0.16;0.06;0.81;-0.43;0;0.116;2.21;0.74;-0.1;94.5;94.5;11.26;0.165;0;-0.1;-0.05;-0.05;5.29;14.81;0;24.63;0;6.16;24.8;7.761;0.119;5.9;0
9/21/2021;11:13:32;0;;-0.13;0.08;0.9;-0.38;0;0.116;2.2;0.73;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.05;-0.05;5.31;14.86;0;24.66;0;6.16;24.7;7.769;0.116;5.9;0
9/21/2021;11:13:34;0;;-0.14;0.08;0.88;-0.37;0;0.117;2.2;0.73;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.05;-0.05;5.32;14.91;0;24.69;0;6.16;24.7;7.776;0.117;5.9;0
9/21/2021;11:13:36;0;;-0.14;0.07;0.87;-0.42;0;0.117;2.21;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.05;-0.05;5.33;14.93;0;24.65;0;6.16;24.7;7.782;0.116;5.9;0
9/21/2021;11:13:38;0;;-0.15;0.08;0.83;-0.37;0;0.117;2.21;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.05;-0.05;5.29;14.8;0;24.63;0;6.16;24.6;7.788;0.116;5.9;0
9/21/2021;11:13:40;0;;-0.15;0.07;0.85;-0.4;0;0.117;2.22;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.03;-0.03;5.29;14.81;0;24.62;0;6.16;24.6;7.793;0.115;5.87;0
9/21/2021;11:13:42;0;;-0.14;0.08;0.87;-0.38;0;0.117;2.21;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.06;-0.06;5.29;14.82;0;24.64;0;6.16;24.5;7.799;0.117;5.87;0
9/21/2021;11:13:44;0;;-0.13;0.06;0.89;-0.43;-0.1;0.117;2.22;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.06;-0.06;5.29;14.82;0;24.66;0;6.16;24.5;7.803;0.114;5.87;0
9/21/2021;11:13:46;0;;-0.13;0.07;0.89;-0.39;0;0.116;2.22;0.74;-0.1;94.5;94.5;11.25;0.166;0;-0.1;-0.05;-0.05;5.31;14.86;0;24.65;0;6.16;24.4;7.808;0.114;5.87;0
9/21/2021;11:13:48;0;;-0.11;0.08;0.96;-0.36;0;0.116;2.22;0.74;-0.1;94.5;94.5;11.24;0.166;0;-0.1;-0.05;-0.05;5.32;14.9;0;24.64;0;6.16;24.4;7.813;0.114;5.87;0
9/21/2021;11:13:50;0;;-0.12;0.09;0.92;-0.35;0;0.116;2.2;0.73;-0.1;94.5;94.5;11.24;0.165;0;-0.1;-0.04;-0.04;5.33;14.93;0;24.69;0;6.16;24.3;7.819;0.114;5.91;0
9/21/2021;11:13:52;0;;-0.12;0.08;0.92;-0.37;0;0.116;2.2;0.73;-0.1;94.5;94.5;11.24;0.165;0;-0.1;-0.03;-0.03;5.29;14.81;0;24.73;0;6.16;24.2;7.826;0.114;5.91;0
9/21/2021;11:13:54;0;;-0.13;0.08;0.91;-0.38;0;0.116;2.21;0.74;-0.1;94.5;94.5;11.24;0.165;0;-0.1;-0.03;-0.03;5.28;14.8;0;24.75;0;6.17;24.2;7.833;0.115;5.91;0
9/21/2021;11:13:56;0;;-0.11;0.07;0.97;-0.41;0;0.116;2.21;0.74;-0.1;94.5;94.5;11.24;0.165;0;-0.1;-0.03;-0.03;5.35;14.98;0;24.74;0;6.17;24.1;7.840;0.115;5.91;0
9/21/2021;11:13:58;0;;-0.1;0.07;1;-0.42;0;0.115;2.21;0.74;-0.1;94.5;94.5;11.24;0.164;0;-0.1;-0.03;-0.03;5.41;15.15;0;24.75;0;6.17;24;7.848;0.112;5.91;0
9/21/2021;11:14:00;0;;-0.11;0.06;0.97;-0.45;0;0.115;2.2;0.73;-0.1;94.5;94.5;11.24;0.164;0;-0.1;-0.02;-0.02;5.41;15.14;0;24.77;0;6.17;23.9;7.857;0.114;5.91;0
9/21/2021;11:14:02;0;;-0.1;0.05;0.98;-0.46;0;0.115;2.2;0.73;-0.1;94.5;94.5;11.23;0.164;0;-0.1;-0.01;-0.01;5.41;15.15;0;24.82;0;6.17;23.8;7.865;0.113;5.91;0
9/21/2021;11:14:04;0;;-0.1;0.05;0.98;-0.47;0;0.115;2.19;0.73;-0.1;94.5;94.5;11.23;0.163;0;-0.1;-0.01;-0.01;5.35;14.98;0;24.83;0;6.17;23.7;7.875;0.113;5.91;0
