Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/21/2021;11:43:24;0;;0.08;0.04;1.56;-0.49;0.7;0.071;2.45;0.82;1.1;95.6;95.6;11.86;0.101;0;1.1;0.08;0.08;5.27;14.76;1;27.03;0;7.05;-28.5;6.158;0.072;5.79;0
9/21/2021;11:43:26;0;;0.09;0.04;1.59;-0.5;0.7;0.071;2.45;0.82;1.1;95.7;95.7;11.87;0.101;0;1.1;0.08;0.08;5.26;14.73;1;27.04;0;7.05;-28.5;6.162;0.073;5.79;0
9/21/2021;11:43:28;0;;0.12;0.05;1.67;-0.48;0.7;0.071;2.46;0.82;1.1;95.8;95.8;11.87;0.101;0;1.1;0.09;0.09;5.25;14.7;1;27.04;0;7.05;-28.5;6.167;0.073;5.79;0
9/21/2021;11:43:30;0;;0.13;0.05;1.7;-0.47;0.7;0.071;2.47;0.82;1.1;95.8;95.8;11.88;0.101;0;1.1;0.08;0.08;5.25;14.69;1;27.01;0;7.05;-28.6;6.172;0.073;5.78;0
9/21/2021;11:43:32;0;;0.14;0.05;1.75;-0.47;0.7;0.072;2.48;0.83;1.1;95.9;95.9;11.88;0.102;0;1.1;0.08;0.08;5.24;14.67;1;26.94;0;7.05;-28.4;6.176;0.073;5.78;0
9/21/2021;11:43:34;0;;0.13;0.05;1.7;-0.49;0.7;0.072;2.49;0.83;1.1;95.9;95.9;11.89;0.102;0;1.1;0.1;0.1;5.2;14.55;1;26.82;0;7.05;-28.2;6.178;0.072;5.78;0
9/21/2021;11:43:36;0;;0.14;0.04;1.74;-0.52;0.7;0.072;2.5;0.83;1.1;96;96;11.89;0.102;0;1.1;0.09;0.09;5.17;14.49;1;26.63;0;6.94;-21.9;6.178;0.072;5.78;0
9/21/2021;11:43:38;0;;0.15;0.04;1.76;-0.49;0.7;0.072;2.5;0.83;1.1;96;96;11.89;0.102;0;1.1;0.08;0.08;5.15;14.42;1;26.39;0;6.86;-17.3;6.175;0.073;5.78;0
9/21/2021;11:43:40;0;;0.16;0.04;1.79;-0.5;0.7;0.072;2.52;0.84;1.1;96;96;11.9;0.103;0;1.1;0.08;0.08;5.15;14.43;1;26.11;0;6.83;-15.6;6.164;0.073;5.78;0
9/21/2021;11:43:42;0;;0.14;0.03;1.74;-0.54;0.7;0.072;2.52;0.84;1.1;96;96;11.9;0.103;0;1.1;0.09;0.09;5.15;14.42;1;25.86;0;6.92;-20.4;6.152;0.074;5.78;0
9/21/2021;11:43:44;0;;0.14;0.04;1.75;-0.52;0.7;0.072;2.53;0.84;1.1;96;96;11.91;0.103;0;1.1;0.09;0.09;5.15;14.43;1;25.58;0;6.92;-20.6;6.142;0.072;5.78;0
9/21/2021;11:43:46;0;;0.13;0.05;1.71;-0.48;0.7;0.073;2.53;0.84;1.1;96;96;11.91;0.103;0;1.1;0.08;0.08;5.16;14.46;1;25.32;0;6.83;-15.6;6.134;0.074;5.78;0
9/21/2021;11:43:48;0;;0.13;0.06;1.71;-0.43;0.7;0.073;2.53;0.84;1.1;96;96;11.91;0.103;0;1.1;0.09;0.09;5.19;14.53;1;25.11;0;6.86;-17.2;6.125;0.074;5.78;0
9/21/2021;11:43:50;0;;0.13;0.06;1.7;-0.45;0.7;0.073;2.53;0.84;1.1;96;96;11.91;0.104;0;1.1;0.07;0.07;5.2;14.57;1;24.97;0;6.88;-18.6;6.120;0.074;5.78;0
9/21/2021;11:43:52;0;;0.12;0.06;1.7;-0.44;0.7;0.073;2.52;0.84;1.1;96;96;11.91;0.104;0;1.1;0.08;0.08;5.18;14.5;1;24.85;0;6.88;-18.5;6.118;0.075;5.78;0
9/21/2021;11:43:54;0;;0.14;0.05;1.75;-0.49;0.7;0.073;2.52;0.84;1.1;95.9;95.9;11.9;0.104;0;1.1;0.09;0.09;5.21;14.58;1;24.78;0;6.87;-17.7;6.116;0.075;5.78;0
9/21/2021;11:43:56;0;;0.13;0.05;1.72;-0.46;0.7;0.073;2.51;0.84;1.1;95.9;95.9;11.9;0.104;0;1.1;0.1;0.1;5.23;14.65;1;24.69;0;6.86;-17.3;6.111;0.076;5.78;0
9/21/2021;11:43:58;0;;0.12;0.03;1.68;-0.53;0.7;0.073;2.51;0.84;1.1;95.8;95.8;11.89;0.104;0;1.1;0.09;0.09;5.23;14.65;1;24.57;0;6.77;-11.8;6.102;0.074;5.78;0
9/21/2021;11:44:00;0;;0.12;0.04;1.68;-0.51;0.7;0.074;2.51;0.84;1.1;95.7;95.7;11.88;0.105;0;1.1;0.09;0.09;5.22;14.62;1;24.45;0;6.84;-15.8;6.093;0.075;5.79;0
9/21/2021;11:44:02;0;;0.12;0.03;1.68;-0.55;0.7;0.074;2.51;0.84;1.1;95.6;95.6;11.87;0.105;0;1.1;0.09;0.09;5.21;14.58;1;24.36;0;6.82;-15;6.083;0.074;5.79;0
9/21/2021;11:44:04;0;;0.1;0.04;1.62;-0.52;0.7;0.074;2.5;0.83;1.1;95.5;95.5;11.87;0.105;0;1.1;0.07;0.07;5.2;14.57;1;24.28;0;6.82;-14.7;6.072;0.075;5.79;0
9/21/2021;11:44:06;0;;0.11;0.03;1.65;-0.52;0.7;0.074;2.5;0.83;1.1;95.5;95.5;11.86;0.105;0;1.1;0.08;0.08;5.2;14.57;1;24.21;0;6.8;-13.8;6.060;0.074;5.79;0
9/21/2021;11:44:08;0;;0.13;0.03;1.72;-0.52;0.7;0.074;2.51;0.84;1.1;95.4;95.4;11.86;0.105;0;1.1;0.08;0.08;5.21;14.58;1;24.11;0;6.77;-11.9;6.050;0.074;5.79;0
9/21/2021;11:44:10;0;;0.15;0.02;1.78;-0.55;0.7;0.074;2.51;0.84;1.1;95.4;95.4;11.86;0.105;0;1.1;0.07;0.07;5.21;14.58;1;24.05;0;6.83;-15.6;6.042;0.074;5.78;0
9/21/2021;11:44:12;0;;0.15;0.03;1.78;-0.54;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.08;0.08;5.25;14.7;1;23.98;0;6.86;-16.9;6.035;0.074;5.78;0
9/21/2021;11:44:14;0;;0.18;0.03;1.87;-0.54;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.06;0.06;5.23;14.64;1;23.93;0;6.84;-16;6.030;0.075;5.78;0
9/21/2021;11:44:16;0;;0.17;0.03;1.85;-0.54;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.06;0.06;5.22;14.63;1;23.87;0;6.75;-10.9;6.024;0.075;5.78;0
9/21/2021;11:44:18;0;;0.17;0.03;1.84;-0.52;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.07;0.07;5.23;14.65;1;23.78;0;6.78;-12.2;6.022;0.075;5.78;0
9/21/2021;11:44:20;0;;0.15;0.04;1.78;-0.5;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.09;0.09;5.25;14.71;1;23.69;0;6.8;-13.4;6.019;0.074;5.78;0
9/21/2021;11:44:22;0;;0.16;0.03;1.81;-0.52;0.7;0.074;2.51;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.1;0.1;5.26;14.73;1;23.61;0;6.81;-14;6.014;0.074;5.78;0
9/21/2021;11:44:24;0;;0.16;0.05;1.79;-0.47;0.7;0.074;2.52;0.84;1.1;95.4;95.4;11.87;0.106;0;1.1;0.09;0.09;5.26;14.74;1;23.5;0;6.8;-13.5;6.003;0.074;5.78;0
9/21/2021;11:44:26;0;;0.13;0.06;1.71;-0.43;0.7;0.074;2.51;0.84;1.1;95.3;95.3;11.87;0.106;0;1.1;0.09;0.09;5.26;14.72;1;23.38;0;6.79;-13.2;5.990;0.074;5.78;0
9/21/2021;11:44:28;0;;0.14;0.06;1.74;-0.42;0.7;0.074;2.51;0.84;1.1;95.3;95.3;11.87;0.106;0;1.1;0.11;0.11;5.25;14.7;1;23.31;0;6.8;-13.5;5.975;0.074;5.78;0
9/21/2021;11:44:30;0;;0.12;0.06;1.67;-0.43;0.7;0.074;2.49;0.83;1.1;95.3;95.3;11.87;0.106;0;1.1;0.12;0.12;5.22;14.63;1;23.24;0;6.79;-12.8;5.962;0.074;5.79;0
9/21/2021;11:44:32;0;;0.1;0.08;1.63;-0.38;0.7;0.074;2.51;0.84;1.1;95.2;95.2;11.87;0.106;0;1.1;0.11;0.11;5.2;14.57;1;23.19;0;6.78;-12.7;5.947;0.074;5.79;0
9/21/2021;11:44:34;0;;0.11;0.08;1.65;-0.36;0.7;0.074;2.49;0.83;1.1;95.3;95.3;11.88;0.106;0;1.1;0.11;0.11;5.19;14.54;1;23.15;0;6.79;-12.7;5.936;0.075;5.79;0
9/21/2021;11:44:36;0;;0.11;0.07;1.65;-0.41;0.7;0.074;2.51;0.84;1.1;95.2;95.2;11.88;0.106;0;1.1;0.08;0.08;5.2;14.55;1;23.12;0;6.79;-13;5.927;0.074;5.79;0
9/21/2021;11:44:38;0;;0.11;0.06;1.66;-0.45;0.7;0.074;2.51;0.84;1.1;95.2;95.2;11.87;0.106;0;1.1;0.1;0.1;5.19;14.53;1;23.11;0;6.79;-13.1;5.920;0.075;5.79;0
9/21/2021;11:44:40;0;;0.11;0.06;1.65;-0.44;0.7;0.074;2.51;0.84;1.1;95.1;95.1;11.86;0.106;0;1.1;0.09;0.09;5.17;14.49;1;23.09;0;6.69;-7;5.911;0.075;5.78;0
9/21/2021;11:44:42;0;;0.12;0.05;1.69;-0.48;0.7;0.074;2.5;0.83;1.1;95;95;11.86;0.106;0;1.1;0.08;0.08;5.18;14.49;1;23.07;0;6.75;-10.9;5.900;0.074;5.78;0
9/21/2021;11:44:44;0;;0.13;0.03;1.72;-0.52;0.7;0.074;2.5;0.83;1.1;95;95;11.85;0.106;0;1.1;0.08;0.08;5.17;14.47;1;23.07;0;6.78;-12.5;5.888;0.075;5.78;0
9/21/2021;11:44:46;0;;0.13;0.03;1.72;-0.54;0.7;0.074;2.49;0.83;1.1;95;95;11.86;0.106;0;1.1;0.07;0.07;5.19;14.53;1;23.07;0;6.75;-10.8;5.880;0.075;5.78;0
9/21/2021;11:44:48;0;;0.15;0.03;1.78;-0.53;0.7;0.074;2.5;0.83;1.1;95;95;11.86;0.106;0;1.1;0.07;0.07;5.2;14.55;1;23.07;0;6.76;-11.3;5.873;0.075;5.78;0
9/21/2021;11:44:50;0;;0.13;0.04;1.72;-0.5;0.7;0.074;2.5;0.83;1.1;95.1;95.1;11.88;0.106;0;1.1;0.06;0.06;5.19;14.54;1;23.08;0;6.77;-12;5.871;0.074;5.78;0
9/21/2021;11:44:52;0;;0.12;0.03;1.67;-0.54;0.7;0.074;2.49;0.83;1.1;95.2;95.2;11.89;0.106;0;1.1;0.07;0.07;5.22;14.62;1;23.11;0;6.77;-11.9;5.870;0.074;5.78;0
9/21/2021;11:44:54;0;;0.11;0.04;1.65;-0.51;0.7;0.074;2.5;0.83;1.1;95.4;95.4;11.91;0.106;0;1.1;0.08;0.08;5.22;14.61;1;23.11;0;6.77;-11.9;5.873;0.074;5.78;0
9/21/2021;11:44:56;0;;0.09;0.04;1.58;-0.49;0.7;0.074;2.47;0.82;1.1;95.5;95.5;11.93;0.106;0;1.1;0.07;0.07;5.22;14.61;1;23.12;0;6.77;-11.9;5.878;0.074;5.78;0
9/21/2021;11:44:58;0;;0.07;0.04;1.54;-0.49;0.7;0.074;2.47;0.82;1.1;95.6;95.6;11.94;0.106;0;1.1;0.06;0.06;5.22;14.61;1;23.13;0;6.77;-11.7;5.879;0.075;5.78;0
9/21/2021;11:45:00;0;;0.08;0.05;1.56;-0.49;0.7;0.074;2.47;0.82;1.1;95.6;95.6;11.94;0.106;0;1.1;0.06;0.06;5.23;14.65;1;23.09;0;6.67;-5.8;5.875;0.074;5.78;0
9/21/2021;11:45:02;0;;0.07;0.05;1.53;-0.48;0.7;0.074;2.48;0.83;1.1;95.6;95.6;11.94;0.106;0;1.1;0.08;0.08;5.24;14.68;1;23.05;0;6.67;-6.1;5.867;0.075;5.78;0
9/21/2021;11:45:04;0;;0.07;0.04;1.54;-0.49;0.7;0.074;2.48;0.83;1.2;95.6;95.6;11.95;0.106;0;1.1;0.07;0.07;5.25;14.69;1;23.04;0;6.7;-8;5.860;0.075;5.78;0
9/21/2021;11:45:06;0;;0.08;0.04;1.57;-0.5;0.7;0.074;2.49;0.83;1.1;95.7;95.7;11.95;0.106;0;1.1;0.07;0.07;5.23;14.65;1;23.02;0;6.87;-17.5;5.858;0.075;5.78;0
9/21/2021;11:45:08;0;;0.08;0.04;1.55;-0.52;0.7;0.074;2.49;0.83;1.2;95.7;95.7;11.96;0.106;0;1.1;0.07;0.07;5.24;14.67;1;23.03;0;6.86;-16.9;5.860;0.074;5.78;0
9/21/2021;11:45:10;0;;0.08;0.03;1.55;-0.53;0.7;0.074;2.49;0.83;1.2;95.8;95.8;11.97;0.106;0;1.1;0.07;0.07;5.24;14.67;1;23.04;0;6.73;-9.5;5.862;0.076;5.78;0
9/21/2021;11:45:12;0;;0.09;0.04;1.58;-0.49;0.7;0.074;2.48;0.83;1.2;95.9;95.9;11.98;0.106;0;1.1;0.07;0.07;5.25;14.69;1;23.03;0;6.73;-9.7;5.865;0.074;5.78;0
9/21/2021;11:45:14;0;;0.11;0.06;1.66;-0.42;0.7;0.074;2.47;0.82;1.2;95.9;95.9;11.99;0.106;0;1.1;0.07;0.07;5.25;14.69;1;23.04;0;6.77;-11.6;5.872;0.074;5.78;0
9/21/2021;11:45:16;0;;0.11;0.06;1.65;-0.45;0.7;0.074;2.48;0.83;1.2;96;96;11.98;0.106;0;1.1;0.08;0.08;5.24;14.68;1;23.07;0;6.73;-9.7;5.872;0.074;5.78;0
9/21/2021;11:45:18;0;;0.12;0.05;1.7;-0.47;0.7;0.074;2.48;0.83;1.2;95.9;95.9;11.98;0.106;0;1.2;0.07;0.07;5.25;14.69;1;23.06;0;6.64;-4;5.869;0.074;5.78;0
9/21/2021;11:45:20;0;;0.12;0.05;1.67;-0.47;0.7;0.074;2.48;0.83;1.2;95.9;95.9;11.97;0.106;0;1.2;0.07;0.07;5.24;14.66;1;23.03;0;6.69;-6.9;5.860;0.074;5.78;0
9/21/2021;11:45:22;0;;0.1;0.05;1.62;-0.46;0.7;0.074;2.48;0.83;1.2;95.8;95.8;11.97;0.106;0;1.2;0.08;0.08;5.24;14.67;1;23.01;0;6.59;-1.5;5.849;0.075;5.78;0
9/21/2021;11:45:24;0;;0.09;0.04;1.58;-0.51;0.7;0.074;2.48;0.83;1.2;95.7;95.7;11.96;0.106;0;1.2;0.08;0.08;5.24;14.66;1;23;0;6.62;-3.1;5.838;0.075;5.78;0
9/21/2021;11:45:26;0;;0.07;0.03;1.54;-0.52;0.7;0.074;2.47;0.82;1.2;95.7;95.7;11.96;0.106;0;1.2;0.08;0.08;5.22;14.63;1;22.99;0;6.62;-3.2;5.827;0.074;5.78;0
9/21/2021;11:45:28;0;;0.06;0.03;1.51;-0.53;0.7;0.074;2.48;0.83;1.2;95.6;95.6;11.96;0.106;0;1.2;0.1;0.1;5.25;14.7;1;22.98;0;6.63;-3.3;5.814;0.075;5.78;0
9/21/2021;11:45:30;0;;0.06;0.03;1.5;-0.52;0.7;0.074;2.5;0.83;1.2;95.6;95.6;11.96;0.106;0;1.2;0.09;0.09;5.24;14.67;1;22.99;0;6.63;-3.7;5.808;0.075;5.77;0
9/21/2021;11:45:32;0;;0.09;0.03;1.59;-0.55;0.7;0.074;2.52;0.84;1.2;95.6;95.6;11.97;0.106;0;1.2;0.09;0.09;5.23;14.63;1;23.02;0;6.64;-4.3;5.806;0.075;5.77;0
9/21/2021;11:45:34;0;;0.08;0.04;1.57;-0.51;0.7;0.074;2.53;0.84;1.2;95.6;95.6;11.97;0.106;0;1.2;0.11;0.11;5.22;14.61;1;23.03;0;6.64;-3.9;5.801;0.075;5.77;0
9/21/2021;11:45:36;0;;0.09;0.05;1.59;-0.47;0.7;0.075;2.53;0.84;1.2;95.7;95.7;11.97;0.106;0;1.2;0.11;0.11;5.22;14.63;1;23.01;0;6.64;-4;5.796;0.074;5.77;0
9/21/2021;11:45:38;0;;0.09;0.05;1.58;-0.47;0.7;0.075;2.53;0.84;1.2;95.7;95.7;11.97;0.106;0;1.2;0.11;0.11;5.2;14.56;1;23.02;0;6.71;-8.1;5.790;0.074;5.77;0
9/21/2021;11:45:40;0;;0.11;0.05;1.64;-0.49;0.7;0.075;2.53;0.84;1.2;95.7;95.7;11.97;0.106;0;1.2;0.1;0.1;5.21;14.59;1;23.02;0;6.75;-10.5;5.786;0.075;5.78;0
9/21/2021;11:45:42;0;;0.09;0.05;1.58;-0.48;0.7;0.075;2.52;0.84;1.2;95.7;95.7;11.98;0.106;0;1.2;0.09;0.09;5.22;14.63;1;23.06;0;6.79;-13;5.786;0.074;5.78;0
9/21/2021;11:45:44;0;;0.08;0.03;1.54;-0.54;0.7;0.075;2.51;0.84;1.2;95.8;95.8;11.99;0.106;0;1.2;0.09;0.09;5.21;14.6;1;23.1;0;6.82;-14.6;5.787;0.076;5.78;0
9/21/2021;11:45:46;0;;0.09;0.04;1.58;-0.52;0.7;0.075;2.52;0.84;1.2;95.8;95.8;12;0.106;0;1.2;0.1;0.1;5.2;14.57;1;23.07;0;6.7;-7.8;5.787;0.074;5.78;0
9/21/2021;11:45:48;0;;0.1;0.02;1.61;-0.55;0.7;0.075;2.51;0.84;1.2;95.9;95.9;12.01;0.106;0;1.2;0.08;0.08;5.21;14.59;1;23.09;0;6.83;-15.5;5.789;0.074;5.78;0
9/21/2021;11:45:50;0;;0.08;0.04;1.55;-0.51;0.7;0.075;2.5;0.83;1.2;96;96;12.02;0.106;0;1.2;0.09;0.09;5.23;14.63;1;23.13;0;6.84;-16;5.794;0.075;5.78;0
9/21/2021;11:45:52;0;;0.1;0.04;1.61;-0.49;0.7;0.075;2.49;0.83;1.2;96.1;96.1;12.03;0.106;0;1.2;0.09;0.09;5.2;14.55;1;23.17;0;6.83;-15.1;5.803;0.075;5.78;0
9/21/2021;11:45:54;0;;0.1;0.05;1.62;-0.46;0.7;0.075;2.5;0.83;1.2;96.2;96.2;12.04;0.106;0;1.2;0.08;0.08;5.2;14.57;1;23.18;0;6.85;-16.3;5.813;0.075;5.78;0
9/21/2021;11:45:56;0;;0.11;0.06;1.66;-0.42;0.7;0.075;2.49;0.83;1.2;96.3;96.3;12.04;0.106;0;1.2;0.1;0.1;5.2;14.56;1;23.23;0;6.86;-17.4;5.824;0.074;5.78;0
9/21/2021;11:45:58;0;;0.12;0.06;1.67;-0.43;0.7;0.075;2.5;0.83;1.2;96.3;96.3;12.05;0.106;0;1.2;0.1;0.1;5.17;14.47;1;23.28;0;6.97;-23.6;5.836;0.074;5.78;0
9/21/2021;11:46:00;0;;0.12;0.06;1.67;-0.42;0.7;0.075;2.49;0.83;1.2;96.4;96.4;12.05;0.106;0;1.2;0.1;0.1;5.13;14.37;1;23.32;0;6.94;-21.8;5.851;0.075;5.78;0
9/21/2021;11:46:02;0;;0.12;0.06;1.68;-0.43;0.7;0.075;2.49;0.83;1.2;96.5;96.5;12.05;0.106;0;1.2;0.11;0.11;5.14;14.38;1;23.37;0;6.93;-21.3;5.864;0.075;5.78;0
9/21/2021;11:46:04;0;;0.11;0.04;1.64;-0.5;0.7;0.075;2.49;0.83;1.2;96.5;96.5;12.05;0.106;0;1.2;0.12;0.12;5.16;14.44;1;23.35;0;6.91;-20.3;5.874;0.075;5.78;0
9/21/2021;11:46:06;0;;0.09;0.05;1.6;-0.46;0.7;0.075;2.49;0.83;1.2;96.5;96.5;12.05;0.106;0;1.2;0.12;0.12;5.15;14.42;1;23.37;0;6.81;-14.2;5.881;0.075;5.78;0
9/21/2021;11:46:08;0;;0.09;0.05;1.58;-0.48;0.7;0.075;2.5;0.83;1.2;96.6;96.6;12.06;0.106;0;1.2;0.14;0.14;5.15;14.42;1;23.38;0;6.82;-15;5.885;0.075;5.78;0
9/21/2021;11:46:10;0;;0.08;0.03;1.57;-0.52;0.7;0.075;2.48;0.83;1.2;96.6;96.6;12.06;0.106;0;1.2;0.14;0.14;5.17;14.49;1;23.36;0;6.81;-14.4;5.887;0.073;5.77;0
9/21/2021;11:46:12;0;;0.08;0.04;1.56;-0.51;0.8;0.075;2.47;0.82;1.2;96.5;96.5;12.06;0.106;0;1.2;0.15;0.15;5.17;14.49;1;23.33;0;6.75;-10.6;5.883;0.075;5.77;0
9/21/2021;11:46:14;0;;0.09;0.04;1.58;-0.51;0.8;0.075;2.46;0.82;1.2;96.5;96.5;12.05;0.106;0;1.2;0.14;0.14;5.2;14.55;1;23.25;0;6.74;-10;5.878;0.075;5.77;0
9/21/2021;11:46:16;0;;0.11;0.05;1.66;-0.48;0.8;0.075;2.46;0.82;1.2;96.5;96.5;12.05;0.106;0;1.2;0.14;0.14;5.25;14.69;1;23.2;0;6.67;-6.1;5.870;0.075;5.77;0
9/21/2021;11:46:18;0;;0.1;0.03;1.62;-0.54;0.8;0.075;2.46;0.82;1.2;96.4;96.4;12.04;0.106;0;1.2;0.13;0.13;5.23;14.66;1;23.18;0;6.82;-14.7;5.864;0.074;5.77;0
9/21/2021;11:46:20;0;;0.1;0.03;1.63;-0.53;0.7;0.075;2.46;0.82;1.2;96.3;96.3;12.04;0.106;0;1.2;0.13;0.13;5.24;14.66;1;23.2;0;6.83;-15.3;5.862;0.074;5.77;0
9/21/2021;11:46:22;0;;0.1;0.03;1.62;-0.53;0.7;0.075;2.47;0.82;1.2;96.3;96.3;12.03;0.106;0;1.2;0.12;0.12;5.23;14.64;1;23.16;0;6.7;-7.5;5.863;0.074;5.77;0
9/21/2021;11:46:24;0;;0.1;0.03;1.61;-0.52;0.7;0.075;2.46;0.82;1.2;96.2;96.2;12.03;0.106;0;1.2;0.12;0.12;5.21;14.59;1;23.13;0;6.53;2.2;5.859;0.075;5.77;0
9/21/2021;11:46:26;0;;0.09;0.04;1.6;-0.51;0.7;0.075;2.46;0.82;1.2;96.2;96.2;12.02;0.106;0;1.2;0.13;0.13;5.19;14.54;1;23.1;0;6.56;0.8;5.856;0.074;5.77;0
9/21/2021;11:46:28;0;;0.08;0.04;1.57;-0.49;0.7;0.075;2.46;0.82;1.2;96.1;96.1;12.01;0.106;0;1.2;0.12;0.12;5.18;14.5;1;23.09;0;6.46;6.3;5.850;0.074;5.77;0
9/21/2021;11:46:30;0;;0.11;0.05;1.65;-0.46;0.7;0.075;2.47;0.82;1.2;96.1;96.1;12.01;0.106;0;1.2;0.11;0.11;5.16;14.44;1;23.06;0;6.57;-0.2;5.847;0.074;5.77;0
9/21/2021;11:46:32;0;;0.12;0.05;1.69;-0.46;0.7;0.075;2.47;0.82;1.2;96.1;96.1;12.01;0.106;0;1.2;0.11;0.11;5.18;14.49;1;23.08;0;6.59;-1.2;5.842;0.074;5.77;0
9/21/2021;11:46:34;0;;0.12;0.06;1.69;-0.43;0.7;0.075;2.48;0.83;1.2;96;96;12.01;0.106;0;1.2;0.11;0.11;5.2;14.55;1;23.03;0;6.58;-0.5;5.827;0.074;5.77;0
9/21/2021;11:46:36;0;;0.11;0.06;1.66;-0.43;0.7;0.075;2.47;0.82;1.2;96;96;12;0.106;0;1.2;0.11;0.11;5.2;14.55;1;23.04;0;6.59;-1.1;5.817;0.075;5.77;0
9/21/2021;11:46:38;0;;0.11;0.05;1.65;-0.46;0.7;0.075;2.48;0.83;1.2;96;96;12.01;0.106;0;1.2;0.12;0.12;5.22;14.61;1;23.05;0;6.69;-7.3;5.810;0.075;5.77;0
9/21/2021;11:46:40;0;;0.11;0.05;1.64;-0.49;0.7;0.075;2.48;0.83;1.2;96;96;12.01;0.106;0;1.2;0.13;0.13;5.22;14.63;1;23.08;0;6.72;-9;5.805;0.074;5.77;0
9/21/2021;11:46:42;0;;0.11;0.05;1.66;-0.47;0.7;0.075;2.48;0.83;1.2;96;96;12.02;0.106;0;1.2;0.12;0.12;5.22;14.63;1;23.1;0;6.74;-10.1;5.803;0.075;5.77;0
9/21/2021;11:46:44;0;;0.1;0.05;1.61;-0.47;0.7;0.075;2.48;0.83;1.2;96;96;12.02;0.106;0;1.2;0.11;0.11;5.23;14.66;1;23.12;0;6.68;-6.6;5.800;0.074;5.77;0
9/21/2021;11:46:46;0;;0.11;0.04;1.65;-0.52;0.7;0.075;2.49;0.83;1.2;96.1;96.1;12.02;0.106;0;1.2;0.1;0.1;5.22;14.61;1;23.1;0;6.69;-7.2;5.799;0.075;5.77;0
9/21/2021;11:46:48;0;;0.12;0.04;1.67;-0.5;0.7;0.075;2.49;0.83;1.2;96.1;96.1;12.03;0.106;0;1.2;0.1;0.1;5.22;14.61;1;23.11;0;6.69;-7.2;5.797;0.074;5.77;0
9/21/2021;11:46:50;0;;0.13;0.06;1.71;-0.42;0.7;0.075;2.49;0.83;1.2;96.2;96.2;12.03;0.106;0;1.2;0.1;0.1;5.2;14.57;1;23.13;0;6.7;-7.4;5.797;0.075;5.77;0
9/21/2021;11:46:52;0;;0.14;0.06;1.73;-0.44;0.7;0.075;2.51;0.84;1.2;96.2;96.2;12.04;0.106;0;1.2;0.1;0.1;5.2;14.57;1;23.13;0;6.71;-8.2;5.798;0.074;5.77;0
9/21/2021;11:46:54;0;;0.14;0.08;1.75;-0.36;0.8;0.075;2.5;0.83;1.2;96.2;96.2;12.04;0.106;0;1.2;0.1;0.1;5.21;14.57;1;23.13;0;6.81;-14.4;5.803;0.075;5.77;0
9/21/2021;11:46:56;0;;0.15;0.08;1.77;-0.38;0.8;0.075;2.51;0.84;1.2;96.3;96.3;12.05;0.106;0;1.2;0.09;0.09;5.24;14.66;1;23.15;0;6.83;-15.6;5.808;0.075;5.77;0
9/21/2021;11:46:58;0;;0.14;0.07;1.75;-0.4;0.8;0.075;2.51;0.84;1.2;96.4;96.4;12.06;0.106;0;1.2;0.08;0.08;5.23;14.64;1;23.17;0;6.82;-15.1;5.816;0.075;5.77;0
9/21/2021;11:47:00;0;;0.15;0.06;1.77;-0.44;0.8;0.075;2.51;0.84;1.2;96.4;96.4;12.06;0.106;0;1.2;0.07;0.07;5.24;14.68;1;23.2;0;6.81;-14.1;5.825;0.075;5.77;0
9/21/2021;11:47:02;0;;0.13;0.06;1.7;-0.44;0.8;0.075;2.52;0.84;1.2;96.5;96.5;12.07;0.106;0;1.2;0.09;0.09;5.22;14.6;1;23.22;0;6.8;-13.6;5.833;0.074;5.77;0
9/21/2021;11:47:04;0;;0.13;0.06;1.7;-0.45;0.8;0.075;2.53;0.84;1.2;96.5;96.5;12.07;0.106;0;1.2;0.11;0.11;5.23;14.64;1;23.23;0;6.81;-13.9;5.840;0.074;5.77;0
9/21/2021;11:47:06;0;;0.14;0.05;1.75;-0.48;0.8;0.075;2.52;0.84;1.2;96.6;96.6;12.07;0.106;0;1.2;0.13;0.13;5.26;14.72;1;23.23;0;6.8;-13.7;5.846;0.075;5.77;0
9/21/2021;11:47:08;0;;0.15;0.06;1.77;-0.44;0.8;0.075;2.5;0.83;1.2;96.6;96.6;12.07;0.106;0;1.2;0.12;0.12;5.27;14.77;1;23.23;0;6.8;-13.4;5.852;0.076;5.77;0
