9/18/2021;11:49:03;0.0;;-0.31;0.05;0.35;-0.47;40.5;0.383;9.64;3.21;63.2;94.4;94.4;11.54;0.544;0.03;62.1;-0.82;-0.82;4.65;13.03;40;0.84;0;7.58;-60.0;6.745;0.460;4.43;0.0
9/18/2021;11:49:05;0.0;;-0.29;0.05;0.39;-0.47;40.5;0.412;9.65;3.22;63.2;94.4;94.4;11.54;0.585;0.03;62.1;-0.81;-0.81;4.63;12.98;40;0.84;0;7.58;-59.9;6.746;0.466;4.41;0.0
9/18/2021;11:49:07;0.0;;-0.27;0.05;0.46;-0.47;40.5;0.438;9.65;3.22;63.2;94.4;94.4;11.54;0.623;0.03;62.1;-0.82;-0.82;4.62;12.94;40;0.83;0;7.58;-59.7;6.746;0.468;4.41;0.0
9/18/2021;11:49:09;0.0;;-0.26;0.06;0.49;-0.45;40.5;0.461;9.65;3.22;63.2;94.5;94.5;11.54;0.655;0.03;62.2;-0.83;-0.83;4.61;12.90;40;0.85;0;7.58;-59.6;6.747;0.471;4.41;0.0
9/18/2021;11:49:11;0.0;;-0.26;0.05;0.50;-0.46;40.5;0.468;9.66;3.22;63.2;94.5;94.5;11.54;0.665;0.03;62.2;-0.81;-0.81;4.63;12.97;40;0.84;0;7.58;-59.5;6.747;0.477;4.41;0.0
9/18/2021;11:49:13;0.0;;-0.27;0.05;0.45;-0.46;40.5;0.470;9.65;3.22;63.2;94.4;94.4;11.54;0.669;0.03;62.1;-0.81;-0.81;4.65;13.03;40;0.85;0;7.57;-59.4;6.746;0.477;4.41;0.0
9/18/2021;11:49:15;0.0;;-0.27;0.06;0.45;-0.45;40.5;0.471;9.66;3.22;63.2;94.5;94.5;11.54;0.669;0.03;62.1;-0.82;-0.82;4.67;13.07;40;0.87;0;7.57;-59.3;6.746;0.479;4.40;0.0
9/18/2021;11:49:17;0.0;;-0.26;0.06;0.50;-0.43;40.5;0.472;9.66;3.22;63.2;94.5;94.5;11.54;0.671;0.03;62.1;-0.83;-0.83;4.66;13.05;40;0.86;0;7.57;-59.2;6.746;0.473;4.40;0.0
9/18/2021;11:49:19;0.0;;-0.27;0.06;0.47;-0.44;40.5;0.471;9.67;3.22;63.2;94.5;94.5;11.54;0.669;0.03;62.2;-0.84;-0.84;4.64;12.99;40;0.85;0;7.57;-59.1;6.747;0.470;4.40;0.0
9/18/2021;11:49:21;0.0;;-0.28;0.06;0.44;-0.43;40.5;0.469;9.67;3.22;63.2;94.5;94.5;11.54;0.667;0.03;62.2;-0.84;-0.84;4.64;13.00;40;0.85;0;7.57;-59.0;6.747;0.478;4.40;0.0
9/18/2021;11:49:23;0.0;;-0.28;0.07;0.44;-0.41;40.5;0.468;9.67;3.22;63.2;94.5;94.5;11.54;0.665;0.03;62.2;-0.84;-0.84;4.66;13.05;40;0.84;0;7.57;-58.9;6.748;0.494;4.40;0.0
9/18/2021;11:49:25;0.0;;-0.28;0.07;0.44;-0.42;40.5;0.467;9.67;3.22;63.2;94.5;94.5;11.54;0.664;0.03;62.2;-0.85;-0.85;4.67;13.07;40;0.84;0;7.56;-58.9;6.748;0.498;4.40;0.0
9/18/2021;11:49:27;0.0;;-0.27;0.05;0.45;-0.46;40.5;0.467;9.67;3.22;63.2;94.5;94.5;11.54;0.664;0.03;62.1;-0.85;-0.85;4.68;13.10;40;0.83;0;7.56;-58.8;6.750;0.507;4.40;0.0
9/18/2021;11:49:29;0.0;;-0.29;0.04;0.41;-0.49;40.5;0.467;9.68;3.23;63.2;94.5;94.5;11.54;0.664;0.03;62.2;-0.86;-0.86;4.70;13.16;40;0.84;0;7.56;-58.6;6.750;0.512;4.40;0.0
9/18/2021;11:49:31;0.0;;-0.28;0.04;0.42;-0.52;40.5;0.470;9.68;3.23;63.2;94.5;94.5;11.54;0.669;0.03;62.2;-0.85;-0.85;4.69;13.12;40;0.84;0;7.56;-58.5;6.750;0.534;4.40;0.0
9/18/2021;11:49:33;0.0;;-0.27;0.04;0.45;-0.50;40.5;0.475;9.68;3.23;63.2;94.5;94.5;11.54;0.675;0.03;62.2;-0.85;-0.85;4.67;13.07;40;0.83;0;7.56;-58.4;6.750;0.501;4.40;0.0
9/18/2021;11:49:35;0.0;;-0.27;0.03;0.47;-0.54;40.5;0.481;9.68;3.23;63.2;94.5;94.5;11.54;0.683;0.03;62.2;-0.85;-0.85;4.66;13.05;40;0.85;0;7.56;-58.3;6.751;0.505;4.40;0.0
9/18/2021;11:49:37;0.0;;-0.29;0.04;0.39;-0.52;40.5;0.486;9.68;3.23;63.2;94.5;94.5;11.54;0.691;0.03;62.2;-0.83;-0.83;4.66;13.05;40;0.86;0;7.55;-58.2;6.752;0.527;4.40;0.0
9/18/2021;11:49:39;0.0;;-0.29;0.05;0.40;-0.48;40.5;0.490;9.69;3.23;63.2;94.5;94.5;11.55;0.696;0.03;62.2;-0.83;-0.83;4.67;13.08;40;0.86;0;7.55;-58.1;6.753;0.528;4.40;0.0
9/18/2021;11:49:41;0.0;;-0.28;0.05;0.43;-0.48;40.5;0.493;9.68;3.23;63.2;94.5;94.5;11.54;0.701;0.03;62.2;-0.81;-0.81;4.67;13.07;40;0.86;0;7.55;-58.0;6.755;0.530;4.40;0.0
9/18/2021;11:49:43;0.0;;-0.31;0.05;0.32;-0.46;40.5;0.497;9.69;3.23;63.2;94.5;94.5;11.54;0.706;0.03;62.2;-0.80;-0.80;4.68;13.11;40;0.86;0;7.55;-57.9;6.757;0.530;4.40;0.0
9/18/2021;11:49:45;0.0;;-0.32;0.06;0.31;-0.44;40.5;0.500;9.69;3.23;63.2;94.5;94.5;11.55;0.711;0.03;62.1;-0.80;-0.80;4.69;13.13;40;0.86;0;7.55;-57.8;6.759;0.525;4.39;0.0
9/18/2021;11:49:47;0.0;;-0.30;0.06;0.36;-0.42;40.5;0.503;9.71;3.24;63.2;94.5;94.5;11.54;0.716;0.03;62.1;-0.79;-0.79;4.67;13.07;40;0.87;0;7.55;-57.7;6.759;0.527;4.39;0.0
9/18/2021;11:49:49;0.0;;-0.31;0.07;0.35;-0.41;40.5;0.506;9.71;3.24;63.2;94.5;94.5;11.55;0.719;0.03;62.2;-0.82;-0.82;4.68;13.10;40;0.86;0;7.54;-57.6;6.759;0.527;4.39;0.0
9/18/2021;11:49:51;0.0;;-0.30;0.07;0.38;-0.41;40.5;0.508;9.72;3.24;63.2;94.5;94.5;11.55;0.723;0.03;62.2;-0.83;-0.83;4.69;13.14;40;0.86;0;7.54;-57.5;6.759;0.521;4.39;0.0
9/18/2021;11:49:53;0.0;;-0.29;0.06;0.40;-0.44;40.5;0.510;9.72;3.24;63.2;94.5;94.5;11.54;0.725;0.03;62.2;-0.82;-0.82;4.70;13.16;40;0.86;0;7.54;-57.4;6.756;0.513;4.39;0.0
9/18/2021;11:49:55;0.0;;-0.28;0.06;0.44;-0.44;40.5;0.512;9.73;3.24;63.2;94.5;94.5;11.55;0.728;0.03;62.2;-0.81;-0.81;4.70;13.17;40;0.86;0;7.54;-57.3;6.754;0.513;4.40;0.0
9/18/2021;11:49:57;0.0;;-0.28;0.06;0.44;-0.43;40.5;0.514;9.73;3.24;63.2;94.5;94.5;11.55;0.731;0.03;62.2;-0.82;-0.82;4.71;13.19;40;0.86;0;7.54;-57.2;6.753;0.507;4.40;0.0
9/18/2021;11:49:59;0.0;;-0.27;0.06;0.45;-0.44;40.5;0.516;9.73;3.24;63.2;94.5;94.5;11.55;0.733;0.03;62.2;-0.84;-0.84;4.71;13.18;40;0.86;0;7.54;-57.1;6.752;0.508;4.40;0.0
9/18/2021;11:50:01;0.0;;-0.27;0.06;0.47;-0.42;40.5;0.517;9.74;3.25;63.2;94.5;94.5;11.55;0.735;0.03;62.1;-0.86;-0.86;4.70;13.16;40;0.85;0;7.53;-57.0;6.752;0.509;4.40;0.0
9/18/2021;11:50:03;0.0;;-0.26;0.06;0.49;-0.42;40.5;0.518;9.74;3.25;63.2;94.5;94.5;11.55;0.736;0.03;62.1;-0.86;-0.86;4.69;13.14;40;0.85;0;7.53;-56.9;6.752;0.520;4.40;0.0
9/18/2021;11:50:05;0.0;;-0.26;0.07;0.49;-0.40;40.5;0.519;9.73;3.24;63.2;94.6;94.6;11.55;0.737;0.03;62.2;-0.86;-0.86;4.68;13.10;40;0.84;0;7.53;-56.8;6.753;0.522;4.41;0.0
9/18/2021;11:50:07;0.0;;-0.25;0.06;0.51;-0.44;40.5;0.519;9.73;3.24;63.2;94.6;94.6;11.55;0.738;0.03;62.2;-0.86;-0.86;4.70;13.17;40;0.85;0;7.53;-56.8;6.756;0.521;4.41;0.0
9/18/2021;11:50:09;0.0;;-0.25;0.07;0.54;-0.41;40.5;0.519;9.72;3.24;63.2;94.6;94.6;11.55;0.738;0.03;62.2;-0.86;-0.86;4.68;13.10;40;0.85;0;7.53;-56.7;6.758;0.523;4.41;0.0
9/18/2021;11:50:11;0.0;;-0.25;0.06;0.52;-0.42;40.5;0.520;9.72;3.24;63.2;94.6;94.6;11.55;0.739;0.03;62.2;-0.86;-0.86;4.67;13.07;40;0.87;0;7.53;-56.6;6.760;0.525;4.41;0.0
9/18/2021;11:50:13;0.0;;-0.26;0.06;0.50;-0.44;40.5;0.521;9.72;3.24;63.2;94.6;94.6;11.55;0.741;0.03;62.2;-0.87;-0.87;4.66;13.06;40;0.86;0;7.53;-56.5;6.761;0.524;4.41;0.0
9/18/2021;11:50:15;0.0;;-0.29;0.05;0.41;-0.46;40.5;0.521;9.72;3.24;63.2;94.6;94.6;11.55;0.741;0.03;62.2;-0.88;-0.88;4.63;12.97;40;0.87;0;7.52;-56.4;6.762;0.524;4.40;0.0
9/18/2021;11:50:17;0.0;;-0.29;0.06;0.40;-0.44;40.5;0.521;9.72;3.24;63.2;94.6;94.6;11.55;0.741;0.03;62.2;-0.87;-0.87;4.64;12.99;40;0.86;0;7.52;-56.4;6.763;0.525;4.40;0.0
9/18/2021;11:50:19;0.0;;-0.29;0.06;0.38;-0.43;40.5;0.521;9.72;3.24;63.2;94.6;94.6;11.55;0.740;0.03;62.2;-0.87;-0.87;4.64;12.98;40;0.86;0;7.52;-56.3;6.763;0.525;4.40;0.0
9/18/2021;11:50:21;0.0;;-0.28;0.06;0.43;-0.43;40.5;0.520;9.73;3.24;63.2;94.6;94.6;11.55;0.740;0.03;62.2;-0.86;-0.86;4.62;12.93;40;0.86;0;7.52;-56.2;6.763;0.525;4.40;0.0
9/18/2021;11:50:23;0.0;;-0.28;0.06;0.42;-0.44;40.5;0.520;9.74;3.25;63.2;94.6;94.6;11.55;0.739;0.03;62.2;-0.88;-0.88;4.63;12.97;40;0.86;0;7.52;-56.1;6.763;0.508;4.40;0.0
9/18/2021;11:50:25;0.0;;-0.27;0.06;0.45;-0.44;40.5;0.517;9.74;3.25;63.2;94.6;94.6;11.55;0.736;0.03;62.2;-0.87;-0.87;4.62;12.94;40;0.85;0;7.52;-56.0;6.764;0.476;4.38;0.0
9/18/2021;11:50:27;0.0;;-0.27;0.06;0.46;-0.43;40.5;0.515;9.74;3.25;63.2;94.6;94.6;11.55;0.733;0.03;62.2;-0.89;-0.89;4.63;12.96;40;0.86;0;7.52;-55.9;6.765;0.483;4.38;0.0
9/18/2021;11:50:29;0.0;;-0.27;0.06;0.48;-0.45;40.5;0.513;9.74;3.25;63.2;94.6;94.6;11.55;0.730;0.03;62.2;-0.88;-0.88;4.63;12.97;40;0.85;0;7.51;-55.8;6.767;0.484;4.38;0.0
9/18/2021;11:50:31;0.0;;-0.28;0.05;0.44;-0.47;40.5;0.512;9.75;3.25;63.2;94.6;94.6;11.55;0.728;0.03;62.2;-0.90;-0.90;4.63;12.96;40;0.85;0;7.51;-55.8;6.768;0.491;4.38;0.0
9/18/2021;11:50:33;0.0;;-0.31;0.05;0.33;-0.48;40.5;0.512;9.74;3.25;63.2;94.6;94.6;11.55;0.727;0.03;62.2;-0.89;-0.89;4.65;13.01;40;0.86;0;7.51;-55.7;6.770;0.510;4.38;0.0
9/18/2021;11:50:35;0.0;;-0.29;0.04;0.41;-0.49;40.5;0.511;9.74;3.25;63.2;94.6;94.6;11.55;0.727;0.03;62.2;-0.91;-0.91;4.67;13.07;40;0.87;0;7.51;-55.5;6.771;0.507;4.37;0.0
9/18/2021;11:50:37;0.0;;-0.31;0.04;0.35;-0.50;40.5;0.512;9.74;3.25;63.2;94.6;94.6;11.55;0.727;0.03;62.2;-0.91;-0.91;4.66;13.06;40;0.86;0;7.51;-55.4;6.772;0.507;4.37;0.0
9/18/2021;11:50:39;0.0;;-0.31;0.04;0.34;-0.51;40.5;0.512;9.74;3.25;63.2;94.6;94.6;11.55;0.728;0.03;62.2;-0.90;-0.90;4.69;13.14;40;0.87;0;7.51;-55.3;6.773;0.508;4.37;0.0
9/18/2021;11:50:41;0.0;;-0.31;0.04;0.33;-0.51;40.5;0.511;9.74;3.25;63.2;94.6;94.6;11.55;0.727;0.03;62.2;-0.89;-0.89;4.69;13.14;40;0.87;0;7.50;-55.2;6.774;0.512;4.37;0.0
9/18/2021;11:50:43;0.0;;-0.31;0.04;0.35;-0.50;40.5;0.511;9.74;3.25;63.2;94.6;94.6;11.55;0.727;0.03;62.2;-0.90;-0.90;4.69;13.12;40;0.87;0;7.50;-55.0;6.774;0.515;4.37;0.0
9/18/2021;11:50:45;0.0;;-0.30;0.04;0.37;-0.52;40.5;0.511;9.73;3.24;63.2;94.6;94.6;11.55;0.726;0.03;62.2;-0.88;-0.88;4.71;13.18;40;0.88;0;7.50;-54.8;6.775;0.535;4.38;0.0
9/18/2021;11:50:47;0.0;;-0.31;0.05;0.34;-0.47;40.5;0.514;9.74;3.25;63.2;94.6;94.6;11.55;0.731;0.03;62.2;-0.88;-0.88;4.69;13.14;40;0.87;0;7.49;-54.7;6.775;0.637;4.38;0.0
9/18/2021;11:50:49;0.0;;-0.31;0.06;0.35;-0.44;40.5;0.525;9.73;3.24;63.2;94.6;94.6;11.54;0.747;0.03;62.2;-0.88;-0.88;4.69;13.13;40;0.86;0;7.49;-54.6;6.774;0.783;4.38;0.0
9/18/2021;11:50:51;0.0;;-0.32;0.06;0.30;-0.43;40.5;0.543;9.73;3.24;63.2;94.6;94.6;11.54;0.772;0.03;62.2;-0.88;-0.88;4.69;13.14;40;0.86;0;7.49;-54.4;6.772;0.926;4.38;0.0
9/18/2021;11:50:53;0.0;;-0.28;0.06;0.42;-0.43;40.5;0.567;9.73;3.24;63.2;94.5;94.5;11.54;0.807;0.03;62.2;-0.87;-0.87;4.68;13.11;40;0.85;0;7.49;-54.3;6.767;1.031;4.38;0.0
9/18/2021;11:50:55;0.0;;-0.29;0.06;0.41;-0.42;40.5;0.598;9.74;3.25;63.2;94.5;94.5;11.54;0.851;0.03;62.2;-0.86;-0.86;4.66;13.05;40;0.85;0;7.49;-54.2;6.760;1.099;4.38;0.0
9/18/2021;11:50:57;0.0;;-0.30;0.06;0.36;-0.42;40.5;0.628;9.74;3.25;63.2;94.5;94.5;11.54;0.894;0.03;62.2;-0.87;-0.87;4.66;13.06;40;0.84;0;7.48;-54.1;6.753;1.116;4.38;0.0
9/18/2021;11:50:59;0.0;;-0.29;0.06;0.41;-0.45;40.5;0.663;9.75;3.25;63.2;94.5;94.5;11.54;0.943;0.03;62.2;-0.86;-0.86;4.66;13.05;40;0.85;0;7.48;-53.9;6.745;1.198;4.38;0.0
9/18/2021;11:51:01;0.0;;-0.26;0.06;0.49;-0.45;40.5;0.702;9.75;3.25;63.2;94.5;94.5;11.54;0.999;0.03;62.2;-0.87;-0.87;4.68;13.11;40;0.85;0;7.48;-53.8;6.736;1.347;4.38;0.0
9/18/2021;11:51:03;0.0;;-0.27;0.06;0.47;-0.43;40.5;1.543;9.76;3.25;63.2;94.5;94.5;11.54;2.195;0.03;62.2;-0.88;-0.88;4.67;13.09;40;0.85;0;7.48;-53.7;6.728;1.517;4.38;0.0
9/18/2021;11:51:05;0.0;;-0.25;0.07;0.53;-0.39;40.5;1.575;9.79;3.26;63.2;94.4;94.4;11.54;2.240;0.03;62.2;-0.90;-0.90;4.68;13.09;40;0.86;0;7.48;-53.6;6.723;1.598;4.37;0.0
9/18/2021;11:51:07;0.0;;-0.22;0.06;0.61;-0.45;40.5;1.683;9.81;3.27;63.2;94.4;94.4;11.54;2.394;0.03;62.2;-0.90;-0.90;4.70;13.16;40;0.87;0;7.48;-53.6;6.717;1.752;4.37;0.0
9/18/2021;11:51:09;0.0;;-0.21;0.06;0.64;-0.44;40.5;1.754;9.83;3.28;63.2;94.4;94.4;11.54;2.494;0.03;62.2;-0.89;-0.89;4.69;13.13;40;0.88;0;7.47;-53.6;6.710;1.858;4.37;0.0
9/18/2021;11:51:11;0.0;;-0.21;0.05;0.64;-0.46;40.4;1.808;9.85;3.28;63.2;94.4;94.4;11.54;2.571;0.03;62.2;-0.91;-0.91;4.69;13.15;40;0.88;0;7.47;-53.5;6.703;1.942;4.37;0.0
9/18/2021;11:51:13;0.0;;-0.22;0.06;0.60;-0.43;40.4;1.844;9.87;3.29;63.2;94.4;94.4;11.54;2.622;0.03;62.2;-0.90;-0.90;4.72;13.21;40;0.88;0;7.47;-53.4;6.697;1.958;4.37;0.0
9/18/2021;11:51:15;0.0;;-0.23;0.06;0.58;-0.43;40.4;1.845;9.87;3.29;63.2;94.4;94.4;11.55;2.624;0.03;62.2;-0.89;-0.89;4.73;13.23;40;0.89;0;7.47;-53.3;6.692;1.804;4.37;0.0
9/18/2021;11:51:17;0.0;;-0.26;0.06;0.48;-0.43;40.4;1.810;9.87;3.29;63.2;94.4;94.4;11.55;2.574;0.03;62.2;-0.89;-0.89;4.74;13.27;40;0.95;0;7.47;-53.3;6.687;1.605;4.37;0.0
9/18/2021;11:51:19;0.0;;-0.27;0.08;0.45;-0.37;40.4;1.772;9.88;3.29;63.2;94.4;94.4;11.55;2.520;0.03;62.1;-0.90;-0.90;4.73;13.25;40;0.96;0;7.47;-53.2;6.684;1.483;4.37;0.0
9/18/2021;11:51:21;0.0;;-0.28;0.08;0.42;-0.37;40.4;1.725;9.88;3.29;63.1;94.4;94.4;11.55;2.452;0.03;62.1;-0.88;-0.88;4.70;13.15;40;0.95;0;7.47;-53.2;6.683;1.375;4.37;0.0
9/18/2021;11:51:23;0.0;;-0.26;0.08;0.50;-0.36;40.4;1.684;9.88;3.29;63.1;94.4;94.4;11.55;2.394;0.03;62.1;-0.86;-0.86;4.71;13.20;40;0.94;0;7.47;-53.1;6.687;1.317;4.37;0.0
9/18/2021;11:51:25;0.0;;-0.25;0.07;0.52;-0.40;40.4;1.642;9.86;3.29;63.2;94.5;94.5;11.56;2.335;0.03;62.1;-0.85;-0.85;4.68;13.12;40;0.93;0;7.47;-53.1;6.692;1.265;4.38;0.0
9/18/2021;11:51:27;0.0;;-0.27;0.08;0.47;-0.37;40.4;1.607;9.84;3.28;63.2;94.5;94.5;11.56;2.286;0.03;62.1;-0.87;-0.87;4.70;13.15;40;0.93;0;7.47;-53.0;6.697;1.227;4.38;0.0
9/18/2021;11:51:29;0.0;;-0.27;0.07;0.47;-0.40;40.4;1.568;9.83;3.28;63.2;94.5;94.5;11.56;2.230;0.03;62.1;-0.88;-0.88;4.70;13.15;40;0.94;0;7.47;-53.0;6.704;1.092;4.38;0.0
9/18/2021;11:51:31;0.0;;-0.28;0.07;0.44;-0.42;40.4;1.525;9.82;3.27;63.2;94.5;94.5;11.56;2.168;0.03;62.1;-0.86;-0.86;4.67;13.09;40;0.87;0;7.46;-52.9;6.713;0.891;4.38;0.0
9/18/2021;11:51:33;0.0;;-0.29;0.07;0.41;-0.41;40.5;0.594;9.81;3.27;63.2;94.6;94.6;11.56;0.844;0.03;62.2;-0.88;-0.88;4.67;13.08;40;0.87;0;7.46;-52.9;6.724;0.639;4.38;0.0
9/18/2021;11:51:35;0.0;;-0.29;0.06;0.39;-0.42;40.5;0.395;9.81;3.27;63.2;94.6;94.6;11.56;0.562;0.03;62.2;-0.89;-0.89;4.66;13.06;40;0.87;0;7.46;-52.8;6.734;0.248;4.37;0.0
