KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/13/2021 11:29:32 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;-0.02;-0.01;1.24;-0.67;3.7;0.022;2.19;0.73;5.9;93.4;93.4;11.89;0.031;0;5.8;0.14;0.14;4.19;11.73;4;31.47;0;NA;75.2;5.15;0.022;4.49;0
;;;STANDARD DEVIATION:;0.15;0.37;0.46;1.21;8.7;0.456;2.55;0.85;13.7;1.9;1.9;0.33;0.648;0.01;13.5;0.33;0.33;3.41;9.55;9;43.55;0;2.49;146.5;0.758;0.456;0.11;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/13/2021;11:19:59;0;VW-See;0.04;0.09;1.44;-0.34;-0.1;-0.075;2.19;0.73;-0.2;85;85;11.15;-0.107;0;-0.2;0.32;0.32;5.19;14.54;0;31.61;0;8.01;-84.9;3.968;-0.075;4.83;0
9/13/2021;11:20:00;0;VW-See;0.01;0.05;1.34;-0.46;-0.1;-0.075;2.16;0.72;-0.2;85;85;11.15;-0.106;0;-0.2;0.31;0.31;5.1;14.29;0;31.61;0;8.02;-85.2;3.965;-0.075;4.83;0
9/13/2021;11:20:01;0;VW-See;-0.05;0.05;1.14;-0.46;-0.1;-0.075;2.13;0.71;-0.2;85;85;11.15;-0.107;0;-0.2;0.41;0.41;5.18;14.52;0;31.7;0;8.04;-86.2;3.96;-0.075;4.83;0
9/13/2021;11:20:02;0;VW-See;0.02;0.05;1.36;-0.46;-0.1;-0.074;2.22;0.74;-0.2;85;85;11.16;-0.106;0;-0.2;0.56;0.56;5.33;14.92;0;31.7;0;8.04;-86.3;3.955;-0.074;4.83;0
9/13/2021;11:20:03;0;VW-See;0.06;0.04;1.49;-0.51;-0.1;-0.075;2.16;0.72;-0.2;85;85;11.16;-0.106;0;-0.2;0.46;0.46;5.38;15.06;0;31.71;0;8.05;-86.8;3.961;-0.075;4.75;0
9/13/2021;11:20:04;0;VW-See;0;0.05;1.32;-0.49;-0.1;-0.075;2.15;0.72;-0.1;85;85;11.16;-0.106;0;-0.1;0.33;0.33;5.2;14.55;0;31.64;0;8.14;-92.1;3.956;-0.074;4.75;0
9/13/2021;11:20:05;0;VW-See;-0.02;0.04;1.23;-0.51;-0.1;-0.075;2.31;0.77;-0.1;85;85;11.15;-0.106;0;-0.1;0.31;0.31;5.17;14.48;0;31.53;0;8.65;-122.4;3.955;-0.075;4.75;0
9/13/2021;11:20:06;0;VW-See;0.03;0.28;1.39;0.28;-0.1;-0.076;2.46;0.82;-0.2;85;85;11.15;-0.108;0;-0.2;0.3;0.3;5.03;14.08;0;31.44;0;6.45;7;3.964;-0.075;4.75;0
9/13/2021;11:20:07;0;VW-See;0.11;0.21;1.65;0.05;-0.1;-0.075;2.08;0.69;-0.1;85;85;11.16;-0.107;0;-0.1;0.33;0.33;3.6;10.08;0;30.9;0;6.02;32;3.98;-0.074;4.75;0
9/13/2021;11:20:08;0;VW-See;0.02;-0.03;1.37;-0.74;-0.1;-0.074;-3.08;-1.03;-0.1;85;85;11.15;-0.106;0;-0.1;0.47;0.47;4.06;11.38;0;31.47;0;6.43;7.7;4.042;-0.074;4.75;0
9/13/2021;11:20:09;0;VW-See;-0.02;0.01;1.26;-0.61;-0.1;-0.074;-3.24;-1.08;-0.1;85;85;11.13;-0.105;0;-0.1;0.38;0.38;5.56;15.56;0;30.74;0;6.44;7.4;4.056;-0.073;4.75;0
9/13/2021;11:20:10;0;VW-See;0.05;0.05;1.46;-0.49;-0.1;-0.073;-3.24;-1.08;-0.1;84.9;84.9;11.11;-0.104;0;-0.1;0.26;0.26;5.53;15.48;0;31.15;0;5.73;49;4.081;-0.073;4.75;0
9/13/2021;11:20:11;0;VW-See;0.04;0.06;1.42;-0.45;-0.1;-0.073;-3.24;-1.08;-0.1;84.9;84.9;11.1;-0.104;0;-0.1;0.26;0.26;5.52;15.46;0;31.12;0;6.16;23.7;4.206;-0.073;4.75;0
9/13/2021;11:20:12;0;VW-See;-0.03;0.07;1.22;-0.42;-0.1;-0.073;-3.24;-1.08;-0.1;84.8;84.8;11.08;-0.104;0;-0.1;0.31;0.31;5.25;14.71;0;31.02;0;6.17;23.2;4.276;-0.073;4.75;0
9/13/2021;11:20:13;0;VW-See;-0.07;0.08;1.09;-0.38;-0.1;-0.073;-2.1;-0.7;-0.1;84.7;84.7;11.03;-0.104;0;-0.1;0.43;0.43;5.09;14.26;0;31.16;0;6.25;18.7;4.384;-0.074;4.78;0
9/13/2021;11:20:14;0;VW-See;0.02;0.04;1.37;-0.52;-0.1;-0.073;-0.56;-0.19;-0.1;84.6;84.6;10.98;-0.104;0;-0.1;0.43;0.43;5.1;14.28;0;31.09;0;4.48;122.4;4.451;-0.072;4.78;0
9/13/2021;11:20:15;0;VW-See;0.2;0.04;1.94;-0.49;-0.1;-0.072;0.93;0.31;-0.1;84.4;84.4;10.94;-0.103;0;-0.1;0.38;0.38;5.19;14.54;0;31.21;0;14.24;-450.5;4.472;-0.073;4.78;0
9/13/2021;11:20:16;0;VW-See;0.15;-0.02;1.77;-0.69;-0.1;-0.073;0.6;0.2;-0.1;84.4;84.4;10.92;-0.103;0;-0.1;0.38;0.38;5.38;15.07;0;31.39;0;9.51;-172.8;4.48;-0.073;4.78;0
9/13/2021;11:20:17;0;VW-See;0.06;0.02;1.49;-0.55;-0.1;-0.074;1.46;0.49;-0.1;84.3;84.3;10.92;-0.105;0;-0.1;0.39;0.39;5.48;15.33;0;31.34;0;14.23;-450.3;4.477;-0.075;4.78;0
9/13/2021;11:20:18;0;VW-See;0.12;0.12;1.69;-0.25;-0.1;-0.074;2.02;0.67;-0.1;84.3;84.3;10.92;-0.105;0;-0.1;0.35;0.35;5.32;14.9;0;31.39;0;16.89;-606.4;4.455;-0.073;4.78;0
9/13/2021;11:20:19;0;VW-See;0.05;0.15;1.47;-0.15;-0.1;-0.073;2.21;0.74;-0.1;84.3;84.3;10.92;-0.104;0;-0.1;0.25;0.25;5.21;14.58;0;31.32;0;16.89;-606.4;4.44;-0.072;4.78;0
9/13/2021;11:20:20;0;VW-See;-0.03;0.14;1.22;-0.16;-0.1;-0.073;2.25;0.75;-0.1;84.3;84.3;10.93;-0.104;0;-0.1;0.08;0.08;5.35;14.97;0;31.12;0;16.89;-606.4;4.438;-0.072;4.78;0
9/13/2021;11:20:21;0;VW-See;0.04;0.18;1.42;-0.04;-0.1;-0.074;2.32;0.77;-0.1;84.4;84.4;10.93;-0.105;0;-0.1;0.21;0.21;5.45;15.26;0;31.26;0;16.89;-606.4;4.433;-0.074;4.78;0
9/13/2021;11:20:22;0;VW-See;-0.08;-0.21;1.04;-1.31;-0.1;-0.074;0.51;0.17;-0.1;84.4;84.4;10.94;-0.105;0;-0.1;0.1;0.1;3.04;8.52;0;31.13;0;-3.81;609.4;4.433;-0.073;4.78;0
9/13/2021;11:20:23;0;VW-See;-0.62;-0.86;-0.62;-3.44;-0.1;-0.072;-3.24;-1.08;-0.1;84.4;84.4;10.94;-0.103;0;-0.1;-0.98;-0.98;-2.91;-8.14;0;30.32;0;-3.81;609.6;4.477;-0.072;4.75;0
9/13/2021;11:20:24;0;VW-See;-0.48;-1.06;-0.21;-4.1;-0.1;-0.072;-3.24;-1.08;-0.1;84.4;84.4;10.93;-0.103;0;-0.1;-0.73;-0.73;-6.47;-18.13;0;65.36;0;2.7;227.3;6.99;-0.073;4.75;0
9/13/2021;11:20:25;0;VW-See;0.12;-0.8;1.67;-3.26;-0.1;-0.073;-3.25;-1.08;-0.1;83.9;83.9;10.37;-0.104;0;-0.1;0.44;0.44;-5.15;-14.42;0;2126.13;0;16.82;-606.4;8.017;-0.074;4.75;0
9/13/2021;11:20:26;0;VW-See;-0.08;-0.61;1.05;-2.64;-0.1;-0.073;-3.27;-1.09;-0.1;81.8;81.8;9.68;-0.104;0;-0.1;0.29;0.29;-1.98;-5.55;0;57.22;0;16.76;-606.4;9.679;-0.073;4.75;0
9/13/2021;11:20:27;0;VW-See;-0.53;-0.87;-0.35;-3.49;-0.1;-0.072;-3.31;-1.1;-0.1;80.5;80.5;9.15;-0.103;0;-0.1;-0.55;-0.55;-3.31;-9.26;0;30.3;0;16.71;-606.4;8.263;-0.073;4.75;0
9/13/2021;11:20:28;0;VW-See;-0.29;-1.07;0.41;-4.11;-0.1;-0.072;-3.32;-1.11;-0.1;81.6;81.6;9.58;-0.103;0;-0.1;-0.49;-0.49;-6.47;-18.12;0;30.37;0;16.75;-606.4;8.019;-0.073;4.75;0
9/13/2021;11:20:29;0;VW-See;0.15;-0.5;1.79;-2.26;-0.1;-0.072;-3.3;-1.1;-0.1;84;84;9.94;-0.103;0;-0.1;0.28;0.28;-1.56;-4.35;0;30.49;0;16.76;-606.4;7.585;-0.072;4.75;0
9/13/2021;11:20:30;0;VW-See;-0.02;0.1;1.26;-0.3;-0.1;-0.072;-2.24;-0.75;-0.1;84.6;84.6;10.13;-0.103;0;-0.1;0.43;0.43;4.4;12.31;0;29.98;0;16.78;-606.4;6.872;-0.072;4.75;0
9/13/2021;11:20:31;0;VW-See;-0.01;0.05;1.27;-0.47;-0.1;-0.072;2.28;0.76;-0.1;84.5;84.5;10.29;-0.103;0;-0.1;0.43;0.43;5.44;15.22;0;30.84;0;-3.72;610.2;6.54;-0.071;4.75;0
9/13/2021;11:20:32;0;VW-See;0.11;0.04;1.66;-0.51;-0.1;-0.072;2.32;0.77;-0.1;84.8;84.8;10.36;-0.103;0;-0.1;0.42;0.42;5.39;15.1;0;31.65;0;-3.73;610.2;6.252;-0.072;4.75;0
9/13/2021;11:20:33;0;VW-See;0.21;-0.01;1.96;-0.65;-0.1;-0.073;2.08;0.69;-0.1;85;85;10.48;-0.103;0;-0.1;0.31;0.31;5.2;14.57;0;31.76;0;-3.75;610.2;6.165;-0.073;4.71;0
9/13/2021;11:20:34;0;VW-See;0.15;-0.08;1.78;-0.9;-0.1;-0.073;1.31;0.44;-0.1;85.8;85.8;10.66;-0.104;0;-0.1;0.29;0.29;5.22;14.63;0;31.32;0;-3.75;610.2;5.905;-0.073;4.71;0
9/13/2021;11:20:35;0;VW-See;0.18;0.03;1.87;-0.53;-0.1;-0.072;-0.97;-0.32;-0.1;86.2;86.2;10.73;-0.102;0;-0.1;0.35;0.35;5.5;15.39;0;31.07;0;-3.76;610.2;5.766;-0.072;4.71;0
