KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/17/2021 12:31:07 AM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.00;0.06;1.32;-0.44;9.4;0.331;3.31;1.10;14.6;96.3;96.3;11.98;0.471;0.01;14.3;0.18;0.18;5.33;14.92;9;38.44;0;NA;-11.5;6.043;0.331;4.10;0.0
;;;STANDARD DEVIATION:;0.32;0.12;1.00;0.41;24.2;0.456;3.12;1.04;37.5;1.2;1.2;0.24;0.648;0.02;36.9;0.45;0.45;1.09;3.05;24;65.79;0;0.64;37.6;0.479;0.456;0.09;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/16/2021;12:59:32;0.0;VW-See;1.48;0.10;5.94;-0.32;0.0;0.219;1.54;0.51;0.0;95.2;95.2;12.12;0.311;0.00;0.0;1.56;1.56;6.51;18.23;0;326.70;0;5.50;62.9;5.126;0.220;4.34;0.0
9/16/2021;12:59:33;0.0;VW-See;1.40;0.07;5.69;-0.39;0.0;0.219;1.58;0.53;-0.1;95.2;95.2;12.12;0.311;0.00;-0.1;1.45;1.45;6.44;18.02;0;326.01;0;5.50;62.8;5.134;0.219;4.34;0.0
9/16/2021;12:59:34;0.0;VW-See;1.45;0.08;5.85;-0.36;0.0;0.219;1.54;0.51;-0.1;95.2;95.2;12.12;0.311;0.00;-0.1;1.41;1.41;6.57;18.41;0;325.44;0;5.50;62.7;5.151;0.219;4.34;0.0
9/16/2021;12:59:35;0.0;VW-See;1.48;0.08;5.95;-0.37;0.0;0.219;1.54;0.51;0.0;95.2;95.2;12.12;0.312;0.00;0.0;1.38;1.38;6.57;18.39;0;325.18;0;5.51;62.5;5.160;0.219;4.34;0.0
9/16/2021;12:59:36;0.0;VW-See;1.45;0.09;5.83;-0.33;0.0;0.220;1.52;0.51;0.0;95.3;95.3;12.12;0.312;0.00;0.0;1.40;1.40;6.52;18.25;0;324.88;0;5.51;62.4;5.162;0.220;4.34;0.0
9/16/2021;12:59:37;0.0;VW-See;1.45;0.14;5.85;-0.17;0.0;0.219;1.48;0.49;0.0;95.3;95.3;12.12;0.312;0.00;0.0;1.38;1.38;6.54;18.30;0;323.93;0;5.51;62.5;5.158;0.219;4.34;0.0
9/16/2021;12:59:38;0.0;VW-See;1.38;0.07;5.62;-0.39;0.0;0.219;1.50;0.50;0.0;95.2;95.2;12.11;0.312;0.00;0.0;1.32;1.32;6.56;18.36;0;322.76;0;5.51;62.5;5.145;0.219;4.34;0.0
9/16/2021;12:59:39;0.0;VW-See;1.31;0.06;5.40;-0.42;0.0;0.219;1.59;0.53;0.0;95.2;95.2;12.11;0.311;0.00;0.0;1.37;1.37;6.46;18.08;0;321.52;0;5.50;62.6;5.136;0.219;4.34;0.0
9/16/2021;12:59:40;0.0;VW-See;1.30;0.11;5.39;-0.28;0.0;0.219;1.65;0.55;0.0;95.2;95.2;12.12;0.312;0.00;0.0;1.35;1.35;6.29;17.62;0;320.15;0;5.50;62.6;5.130;0.220;4.30;0.0
9/16/2021;12:59:41;0.0;VW-See;1.34;0.10;5.50;-0.32;0.0;0.219;1.71;0.57;0.0;95.3;95.3;12.13;0.311;0.00;0.0;1.33;1.33;6.21;17.40;0;318.83;0;5.51;62.5;5.126;0.218;4.30;0.0
9/16/2021;12:59:42;0.0;VW-See;1.41;0.12;5.73;-0.23;0.0;0.219;1.61;0.54;-0.1;95.3;95.3;12.13;0.311;0.00;-0.1;1.38;1.38;6.36;17.80;0;317.66;0;5.51;62.4;5.124;0.219;4.30;0.0
9/16/2021;12:59:43;0.0;VW-See;1.51;0.14;6.04;-0.16;0.0;0.219;1.62;0.54;-0.1;95.3;95.3;12.14;0.311;0.00;-0.1;1.39;1.39;6.59;18.45;0;316.43;0;5.51;62.4;5.127;0.218;4.30;0.0
9/16/2021;12:59:44;0.0;VW-See;1.45;0.10;5.85;-0.31;0.0;0.218;1.62;0.54;-0.1;95.4;95.4;12.14;0.311;0.00;-0.1;1.35;1.35;6.64;18.58;0;315.80;0;5.51;62.3;5.128;0.219;4.30;0.0
9/16/2021;12:59:45;0.0;VW-See;1.34;0.09;5.51;-0.34;0.0;0.218;1.63;0.54;0.0;95.4;95.4;12.14;0.311;0.00;0.0;1.23;1.23;6.49;18.16;0;314.24;0;5.52;62.0;5.129;0.218;4.30;0.0
9/16/2021;12:59:46;0.0;VW-See;1.31;0.11;5.40;-0.28;0.0;0.219;1.55;0.52;0.0;95.4;95.4;12.15;0.311;0.00;0.0;1.08;1.08;6.41;17.95;0;313.59;0;5.52;62.0;5.131;0.219;4.30;0.0
9/16/2021;12:59:47;0.0;VW-See;1.29;0.13;5.35;-0.22;0.0;0.219;1.52;0.51;-0.1;95.5;95.5;12.15;0.311;0.00;-0.1;1.12;1.12;6.43;18.00;0;313.11;0;5.52;61.9;5.135;0.218;4.30;0.0
9/16/2021;12:59:48;0.0;VW-See;1.25;0.10;5.23;-0.31;0.0;0.219;1.57;0.52;-0.1;95.5;95.5;12.16;0.311;0.00;-0.1;1.20;1.20;6.35;17.79;0;312.54;0;5.52;61.7;5.139;0.219;4.30;0.0
9/16/2021;12:59:49;0.0;VW-See;1.31;0.06;5.40;-0.45;0.0;0.219;1.60;0.53;0.0;95.6;95.6;12.16;0.311;0.00;0.0;1.23;1.23;6.39;17.90;0;311.84;0;5.52;61.5;5.159;0.219;4.30;0.0
9/16/2021;12:59:50;0.0;VW-See;1.40;0.04;5.70;-0.51;0.0;0.218;1.66;0.55;0.0;95.6;95.6;12.16;0.310;0.00;0.0;1.33;1.33;6.39;17.89;0;311.21;0;5.52;61.5;5.193;0.219;4.28;0.0
