KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERL 186, Sept 18, 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/18/2021 11:36:28 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.67;0.08;3.40;-0.38;4.1;0.015;3.25;1.08;6.3;88.4;88.4;10.37;0.021;0.00;6.2;0.26;0.26;5.42;15.17;4;112.47;0;NA;1.6;8.551;0.015;4.04;0.1
;;;STANDARD DEVIATION:;1.82;0.04;5.69;0.14;14.5;0.109;10.43;3.48;22.1;11.1;11.1;1.49;0.155;0.01;21.8;0.33;0.33;2.68;7.51;14;93.55;0;0.33;19.6;1.065;0.117;0.16;1.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/18/2021;16:40:01;0.0;;-0.10;0.10;1.00;-0.32;72.3;0.045;5.15;1.72;108.9;94.1;94.1;11.12;0.064;0.05;107.0;-0.04;-0.04;5.29;14.82;70;0.89;0;7.35;-46.5;8.038;0.466;4.03;0.0
9/18/2021;16:40:03;0.0;;-0.12;0.10;0.94;-0.32;72.3;0.070;6.45;2.15;109.0;94.2;94.2;11.16;0.099;0.05;107.2;-0.15;-0.15;5.25;14.69;70;0.86;0;7.35;-46.5;7.948;0.440;4.03;0.0
9/18/2021;16:40:05;0.0;;-0.16;0.10;0.79;-0.29;72.2;0.090;7.67;2.56;109.2;94.4;94.4;11.21;0.128;0.05;107.4;-0.28;-0.28;5.17;14.49;70;0.85;0;7.36;-46.7;7.861;0.390;4.03;0.0
9/18/2021;16:40:07;0.0;;-0.18;0.12;0.75;-0.23;72.2;0.112;8.91;2.97;109.5;94.7;94.7;11.26;0.159;0.05;107.6;-0.40;-0.40;5.12;14.35;70;0.86;0;7.36;-47.0;7.773;0.396;4.04;0.0
9/18/2021;16:40:09;0.0;;-0.19;0.13;0.72;-0.21;72.2;0.131;10.14;3.38;109.8;95.1;95.1;11.33;0.186;0.05;107.9;-0.52;-0.52;5.10;14.29;70;0.84;0;7.37;-47.2;7.685;0.380;4.04;0.0
9/18/2021;16:40:11;0.0;;-0.17;0.13;0.77;-0.22;72.2;0.151;11.38;3.79;109.9;95.7;95.7;11.43;0.215;0.05;108.0;-0.63;-0.63;5.03;14.07;70;0.83;0;7.37;-47.4;7.654;0.385;4.04;0.0
9/18/2021;16:40:13;0.0;;-0.16;0.13;0.80;-0.20;72.2;0.173;12.62;4.21;109.9;96.2;96.2;11.49;0.246;0.05;108.0;-0.74;-0.74;4.98;13.95;70;0.84;0;7.37;-47.6;7.649;0.430;4.04;0.0
9/18/2021;16:40:15;0.0;;-0.16;0.12;0.79;-0.25;72.2;0.195;13.87;4.62;109.9;96.7;96.7;11.55;0.277;0.05;108.0;-0.83;-0.83;4.92;13.78;70;0.82;0;7.38;-47.8;7.650;0.394;4.04;0.0
9/18/2021;16:40:17;0.0;;-0.18;0.11;0.75;-0.26;72.2;0.215;14.25;4.75;109.9;97.1;97.1;11.60;0.305;0.05;108.0;-0.84;-0.84;4.94;13.82;70;0.82;0;7.38;-48.1;7.645;0.397;4.04;0.0
9/18/2021;16:40:19;0.0;;-0.16;0.12;0.80;-0.24;72.2;0.236;14.24;4.75;109.9;97.4;97.4;11.64;0.336;0.05;108.0;-0.84;-0.84;4.96;13.88;70;0.82;0;7.38;-48.2;7.643;0.382;4.04;0.0
9/18/2021;16:40:21;0.0;;-0.16;0.13;0.81;-0.22;72.2;0.256;14.24;4.75;109.9;97.7;97.7;11.67;0.365;0.05;108.0;-0.86;-0.86;4.91;13.75;70;0.81;0;7.39;-48.4;7.641;0.422;4.04;0.0
9/18/2021;16:40:23;0.0;;-0.16;0.11;0.80;-0.27;72.2;0.281;14.25;4.75;109.9;97.9;97.9;11.70;0.400;0.05;108.0;-0.87;-0.87;4.93;13.81;70;0.81;0;7.39;-48.7;7.639;0.461;4.04;0.0
9/18/2021;16:40:25;0.0;;-0.17;0.11;0.78;-0.26;72.2;0.305;14.25;4.75;109.8;98.1;98.1;11.72;0.434;0.05;108.0;-0.86;-0.86;4.93;13.79;70;0.83;0;7.40;-49.1;7.637;0.473;4.04;0.0
9/18/2021;16:40:27;0.0;;-0.15;0.11;0.84;-0.26;72.2;0.327;14.25;4.75;109.8;98.2;98.2;11.74;0.465;0.05;108.0;-0.86;-0.86;4.94;13.84;70;0.82;0;7.41;-49.5;7.636;0.443;4.01;0.0
9/18/2021;16:40:29;0.0;;-0.14;0.12;0.87;-0.25;72.2;0.353;14.26;4.75;109.8;98.4;98.4;11.75;0.502;0.05;108.0;-0.87;-0.87;4.92;13.78;70;0.83;0;7.41;-49.9;7.634;0.466;4.01;0.0
9/18/2021;16:40:31;0.0;;-0.16;0.13;0.80;-0.23;72.2;0.378;14.28;4.76;109.8;98.5;98.5;11.77;0.538;0.05;108.0;-0.89;-0.89;4.92;13.78;70;0.83;0;7.42;-50.3;7.632;0.525;4.01;0.0
9/18/2021;16:40:33;0.0;;-0.19;0.12;0.72;-0.25;72.2;0.406;14.29;4.76;109.8;98.6;98.6;11.79;0.578;0.05;108.0;-0.89;-0.89;4.94;13.83;70;0.83;0;7.43;-50.7;7.630;0.493;4.01;0.0
9/18/2021;16:40:35;0.0;;-0.19;0.12;0.71;-0.24;72.1;0.428;14.30;4.77;109.8;98.7;98.7;11.80;0.609;0.05;108.0;-0.88;-0.88;4.94;13.83;70;0.84;0;7.43;-51.1;7.630;0.465;4.01;0.0
9/18/2021;16:40:37;0.0;;-0.20;0.12;0.68;-0.24;72.1;0.435;14.30;4.77;109.8;98.8;98.8;11.81;0.619;0.05;108.0;-0.88;-0.88;4.92;13.78;70;0.83;0;7.44;-51.5;7.629;0.466;4.00;0.0
9/18/2021;16:40:39;0.0;;-0.22;0.11;0.62;-0.26;72.1;0.436;14.31;4.77;109.8;98.9;98.9;11.82;0.620;0.05;108.0;-0.89;-0.89;4.93;13.79;70;0.84;0;7.45;-51.9;7.630;0.473;4.00;0.0
9/18/2021;16:40:41;0.0;;-0.22;0.09;0.62;-0.33;72.1;0.438;14.32;4.77;109.8;99.0;99.0;11.83;0.623;0.05;108.0;-0.88;-0.88;4.93;13.80;70;0.84;0;7.45;-52.3;7.630;0.508;4.00;0.0
9/18/2021;16:40:43;0.0;;-0.23;0.10;0.58;-0.32;72.1;0.443;14.31;4.77;109.8;99.1;99.1;11.84;0.630;0.05;108.0;-0.88;-0.88;4.93;13.80;70;0.84;0;7.46;-52.7;7.630;0.497;4.00;0.0
9/18/2021;16:40:45;0.0;;-0.23;0.11;0.60;-0.27;72.2;0.449;14.33;4.78;109.8;99.1;99.1;11.85;0.638;0.05;108.0;-0.88;-0.88;4.93;13.79;70;0.84;0;7.47;-53.1;7.630;0.501;4.00;0.0
9/18/2021;16:40:47;0.0;;-0.24;0.12;0.56;-0.25;72.2;0.454;14.32;4.77;109.8;99.2;99.2;11.85;0.646;0.05;108.0;-0.89;-0.89;4.95;13.87;70;0.84;0;7.47;-53.4;7.629;0.492;4.01;0.0
9/18/2021;16:40:49;0.0;;-0.23;0.11;0.58;-0.27;72.2;0.460;14.33;4.78;109.8;99.2;99.2;11.86;0.655;0.05;108.0;-0.88;-0.88;4.96;13.89;70;0.84;0;7.48;-53.8;7.628;0.494;4.01;0.0
9/18/2021;16:40:51;0.0;;-0.23;0.12;0.58;-0.25;72.1;0.465;14.34;4.78;109.8;99.3;99.3;11.86;0.662;0.05;108.0;-0.88;-0.88;4.93;13.81;70;0.83;0;7.48;-54.1;7.627;0.531;4.01;0.0
9/18/2021;16:40:53;0.0;;-0.22;0.12;0.61;-0.25;72.1;0.472;14.34;4.78;109.8;99.3;99.3;11.87;0.672;0.05;108.0;-0.89;-0.89;4.92;13.77;70;0.83;0;7.49;-54.5;7.626;0.528;4.01;0.0
9/18/2021;16:40:55;0.0;;-0.22;0.11;0.61;-0.26;72.1;0.479;14.33;4.78;109.8;99.3;99.3;11.87;0.681;0.05;108.0;-0.89;-0.89;4.91;13.76;70;0.82;0;7.49;-54.8;7.625;0.514;4.01;0.0
9/18/2021;16:40:57;0.0;;-0.23;0.12;0.60;-0.24;72.2;0.484;14.35;4.78;109.8;99.4;99.4;11.88;0.688;0.05;108.0;-0.89;-0.89;4.92;13.78;70;0.80;0;7.50;-55.1;7.624;0.463;4.01;0.0
9/18/2021;16:40:59;0.0;;-0.23;0.12;0.58;-0.25;72.1;0.487;14.34;4.78;109.8;99.4;99.4;11.88;0.693;0.05;108.0;-0.88;-0.88;4.91;13.75;70;0.81;0;7.50;-55.4;7.624;0.475;4.01;0.0
9/18/2021;16:41:01;0.0;;-0.24;0.11;0.56;-0.26;72.1;0.489;14.34;4.78;109.8;99.4;99.4;11.88;0.696;0.05;108.0;-0.90;-0.90;4.92;13.78;70;0.82;0;7.51;-55.7;7.624;0.485;4.01;0.0
9/18/2021;16:41:03;0.0;;-0.25;0.10;0.51;-0.32;72.1;0.490;14.33;4.78;109.8;99.5;99.5;11.89;0.697;0.05;108.0;-0.90;-0.90;4.93;13.79;70;0.81;0;7.51;-55.9;7.624;0.501;4.01;0.0
9/18/2021;16:41:05;0.0;;-0.27;0.11;0.48;-0.29;72.1;0.493;14.32;4.77;109.8;99.5;99.5;11.89;0.701;0.05;108.0;-0.89;-0.89;4.93;13.80;70;0.81;0;7.52;-56.2;7.623;0.504;4.01;0.0
