Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2022-06-23	0.552983982679871	-0.828770911748079	-0.275786929068208	0.0127215456334923	0.0127605039334466	0.0180185511054727
2022-06-24	0.149119736176042	-0.109831767965698	0.0392879682103447	0.0076995942497256	0.00761362781728161	0.0108282537904545
2022-06-25	0.426507929420943	-0.668932652137537	-0.242424722716594	0.00628984929683214	0.00652464000850452	0.00906273310968813
2022-06-26	0.46028036717616	-0.49213740889184	-0.0318570417156802	0.00786212030901086	0.00787352904580861	0.0111267872896247
2022-06-27	0.253551889817484	-0.329012015153875	-0.075460125336391	0.00813305544344568	0.00851221128620956	0.0117730340960703
2022-06-28	0.257305807426038	-0.472478184889096	-0.215172377463058	0.0126909041730806	0.012839758700047	0.0180532116867261
2022-06-29	0.370324983901362	-0.395332930922495	-0.0250079470211324	0.0065508834696127	0.00662927078268916	0.00931994127356289
2022-06-30	0.207201762866309	-0.194694029581088	0.0125077332852209	0.00953948084930371	0.00979181547604112	0.0136704551932652
2022-07-01	0.159087003031906	-0.311911006098156	-0.15282400306625	0.0128310412060952	0.0130035981919137	0.01826825619399
2022-07-02	0.461516865826305	-0.367015182503221	0.0945016833230841	0.0292357961403289	0.0294528618090611	0.0414994318599968
