Date (MM/DD/YYYY);Time (HH:MM:SS);Temp °C;ODO mg/L;Chlorophyll RFU;Chlorophyll ug/L;Cond µS/cm;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;TDS mg/L;pH;pH mV;Battery V;Cable Pwr V
9/17/2021;18:55:52;7.200;11.38;0.19;1.40;79.1;32.96;10.76;121.9;94.2;95.5;0.06;119.9;-0.81;-0.81;78,00;7.02;-16.6;5.65;0.0
9/17/2021;18:57:52;7.199;11.38;0.24;1.58;79.1;32.94;10.75;121.9;94.2;95.5;0.06;119.9;-0.74;-0.74;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:59:52;7.204;11.38;0.25;1.60;79.1;32.92;10.75;121.9;94.3;95.5;0.06;119.9;-0.80;-0.80;78,00;7.02;-16.8;5.65;0.0
9/17/2021;19:01:52;7.205;11.38;0.20;1.42;79.1;32.76;10.69;121.9;94.2;95.5;0.06;119.9;-0.82;-0.82;78,00;7.03;-17.1;5.65;0.0
9/17/2021;19:03:52;7.206;11.38;0.26;1.65;79.1;32.82;10.71;121.9;94.3;95.5;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.9;5.65;0.0
9/17/2021;19:05:52;7.205;11.37;0.15;1.26;79.1;32.99;10.77;121.9;94.2;95.5;0.06;119.9;-0.81;-0.81;78,00;7.02;-17.0;5.65;0.0
9/17/2021;19:07:52;7.203;11.38;0.19;1.38;79.1;32.96;10.76;121.9;94.3;95.5;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.8;5.65;0.0
9/17/2021;19:09:52;7.209;11.38;0.18;1.37;79.2;33.07;10.80;121.9;94.2;95.5;0.06;119.9;-0.88;-0.88;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:11:52;7.209;11.37;0.71;3.20;79.2;32.93;10.75;121.9;94.2;95.5;0.06;119.9;-0.59;-0.59;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:13:52;7.214;11.38;0.18;1.36;79.2;32.92;10.75;121.9;94.3;95.6;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:15:52;7.217;11.38;0.16;1.29;79.2;32.99;10.77;121.9;94.3;95.5;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:17:52;7.218;11.38;0.24;1.56;79.2;32.82;10.71;121.9;94.3;95.6;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:19:52;7.221;11.38;0.21;1.47;79.2;32.93;10.75;121.9;94.3;95.6;0.06;119.9;-0.77;-0.77;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:21:52;7.223;11.39;0.21;1.48;79.2;32.83;10.72;121.9;94.3;95.6;0.06;119.9;-0.70;-0.70;78,00;7.02;-16.7;5.65;0.0
9/17/2021;19:23:52;7.228;11.39;0.30;1.77;79.2;32.86;10.73;121.9;94.4;95.6;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:25:52;7.232;11.39;0.22;1.51;79.2;32.85;10.72;121.9;94.4;95.6;0.06;119.9;-0.72;-0.72;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:27:52;7.229;11.39;0.47;2.36;79.2;32.94;10.75;121.9;94.4;95.7;0.06;119.9;-0.81;-0.81;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:29:52;7.237;11.39;0.24;1.55;79.2;32.91;10.75;121.9;94.4;95.7;0.06;119.9;-0.91;-0.91;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:31:52;7.235;11.38;0.26;1.63;79.2;33.04;10.79;121.9;94.3;95.6;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:33:52;7.241;11.39;0.35;1.94;79.2;32.80;10.71;121.9;94.4;95.7;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:35:52;7.237;11.39;0.25;1.62;79.2;32.89;10.74;121.9;94.4;95.6;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:37:52;7.240;11.38;0.24;1.55;79.2;32.84;10.72;121.9;94.3;95.6;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:39:52;7.235;11.39;0.28;1.71;79.2;32.92;10.75;121.9;94.4;95.6;0.06;119.9;-0.77;-0.77;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:41:52;7.236;11.39;0.26;1.65;79.2;32.82;10.71;121.9;94.4;95.7;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:43:52;7.234;11.39;0.29;1.76;79.2;32.75;10.69;121.9;94.4;95.7;0.06;119.9;-0.85;-0.85;78,00;7.01;-16.3;5.65;0.0
9/17/2021;19:45:52;7.229;11.39;0.23;1.53;79.2;32.78;10.70;121.9;94.4;95.6;0.06;119.9;-0.76;-0.76;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:47:52;7.220;11.38;0.25;1.59;79.2;32.89;10.74;121.9;94.3;95.6;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:49:52;7.217;11.38;0.25;1.62;79.2;32.88;10.73;121.9;94.3;95.5;0.06;119.9;-0.89;-0.89;78,00;7.01;-16.3;5.65;0.0
9/17/2021;19:51:52;7.218;11.37;0.15;1.25;79.2;32.80;10.71;121.9;94.2;95.5;0.06;119.9;-0.86;-0.86;78,00;7.01;-16.4;5.65;0.0
9/17/2021;19:53:52;7.217;11.38;0.36;1.98;79.2;32.79;10.70;121.9;94.3;95.5;0.06;119.9;-0.81;-0.81;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:55:52;7.212;11.39;0.27;1.66;79.2;32.90;10.74;122.0;94.3;95.6;0.06;119.9;-0.80;-0.80;78,00;7.02;-16.6;5.65;0.0
9/17/2021;19:57:52;7.211;11.39;0.27;1.68;79.2;32.86;10.73;121.9;94.3;95.6;0.06;119.9;-0.76;-0.76;78,00;7.02;-16.5;5.65;0.0
9/17/2021;19:59:52;7.210;11.38;0.21;1.47;79.2;32.87;10.73;121.9;94.3;95.5;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.5;5.65;0.0
9/17/2021;20:01:52;7.209;11.39;0.14;1.24;79.2;32.83;10.72;121.9;94.3;95.6;0.06;119.9;-0.85;-0.85;78,00;7.01;-16.3;5.65;0.0
9/17/2021;20:03:52;7.207;11.39;0.37;2.03;79.2;32.82;10.72;122.0;94.3;95.6;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.3;5.65;0.0
9/17/2021;20:05:52;7.210;11.39;0.22;1.51;79.2;32.81;10.71;121.9;94.4;95.6;0.06;119.9;-0.83;-0.83;78,00;7.01;-16.5;5.65;0.0
9/17/2021;20:07:52;7.212;11.39;0.28;1.73;79.2;32.84;10.72;122.0;94.4;95.6;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.7;5.65;0.0
9/17/2021;20:09:52;7.212;11.39;0.29;1.74;79.2;32.83;10.72;121.9;94.4;95.6;0.06;119.9;-0.84;-0.84;78,00;7.02;-16.8;5.65;0.0
9/17/2021;20:11:52;7.208;11.39;0.27;1.69;79.2;32.76;10.70;121.9;94.3;95.6;0.06;119.9;-0.74;-0.74;78,00;7.02;-16.8;5.65;0.0
9/17/2021;20:13:52;7.210;11.39;0.18;1.35;79.2;32.91;10.75;121.9;94.4;95.6;0.06;119.9;-0.77;-0.77;78,00;7.02;-16.8;5.65;0.0
9/17/2021;20:15:52;7.214;11.40;0.31;1.83;79.2;32.89;10.74;121.9;94.4;95.7;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.6;5.65;0.0
9/17/2021;20:17:52;7.210;11.39;0.20;1.42;79.2;32.89;10.74;121.9;94.4;95.6;0.06;119.9;-0.86;-0.86;78,00;7.01;-16.5;5.65;0.0
9/17/2021;20:19:52;7.207;11.39;0.25;1.59;79.2;32.97;10.76;122.0;94.3;95.6;0.06;119.9;-0.80;-0.80;78,00;7.02;-16.5;5.65;0.0
9/17/2021;20:21:52;7.208;11.39;0.33;1.87;79.2;32.66;10.66;121.9;94.4;95.6;0.06;119.9;-0.76;-0.76;78,00;7.02;-16.5;5.65;0.0
9/17/2021;20:23:52;7.211;11.39;0.29;1.73;79.2;32.90;10.74;121.9;94.3;95.6;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.4;5.65;0.0
9/17/2021;20:25:52;7.207;11.39;0.17;1.32;79.2;32.86;10.73;121.9;94.3;95.6;0.06;119.9;-0.81;-0.81;78,00;7.01;-16.4;5.65;0.0
9/17/2021;20:27:52;7.205;11.39;0.15;1.27;79.2;32.85;10.72;122.0;94.3;95.6;0.06;119.9;-0.77;-0.77;78,00;7.02;-16.5;5.65;0.0
9/17/2021;20:29:52;7.205;11.38;0.19;1.38;79.2;32.81;10.71;122.0;94.3;95.5;0.06;119.9;-0.65;-0.65;78,00;7.01;-16.4;5.65;0.0
9/17/2021;20:31:52;7.205;11.39;0.11;1.12;79.2;32.83;10.72;121.9;94.3;95.6;0.06;119.9;-0.79;-0.79;78,00;7.01;-16.4;5.65;0.0
9/17/2021;20:33:52;7.201;11.39;0.15;1.27;79.2;32.88;10.73;122.0;94.3;95.6;0.06;119.9;-0.85;-0.85;78,00;7.01;-16.3;5.65;0.0
9/17/2021;20:35:52;7.201;11.39;0.15;1.24;79.2;32.90;10.74;121.9;94.3;95.6;0.06;119.9;-0.91;-0.91;78,00;7.01;-16.3;5.64;0.0
9/17/2021;20:37:52;7.202;11.38;0.16;1.30;79.2;32.71;10.68;121.9;94.3;95.5;0.06;119.9;-0.83;-0.83;78,00;7.01;-16.3;5.65;0.0
9/17/2021;20:39:52;7.197;11.38;0.28;1.70;79.2;32.82;10.71;122.0;94.2;95.5;0.06;119.9;-0.74;-0.74;78,00;7.01;-16.2;5.65;0.0
9/17/2021;20:41:52;7.197;11.38;0.28;1.72;79.2;32.96;10.76;122.0;94.3;95.5;0.06;119.9;-0.81;-0.81;78,00;7.01;-16.2;5.65;0.0
9/17/2021;20:43:52;7.194;11.38;0.42;2.21;79.1;32.81;10.71;122.0;94.3;95.5;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.0;5.64;0.0
9/17/2021;20:45:52;7.197;11.39;0.17;1.32;79.2;32.81;10.71;122.0;94.3;95.5;0.06;119.9;-0.84;-0.84;78,00;7.02;-16.7;5.65;0.0
9/17/2021;20:47:52;7.201;11.39;0.27;1.67;79.2;32.86;10.73;122.0;94.3;95.5;0.06;119.9;-0.70;-0.70;78,00;7.03;-17.3;5.65;0.0
9/17/2021;20:49:52;7.203;11.39;0.18;1.38;79.2;32.87;10.73;122.0;94.3;95.6;0.06;120.0;-0.85;-0.85;78,00;7.03;-17.4;5.65;0.0
9/17/2021;20:51:52;7.211;11.39;0.23;1.53;79.2;32.82;10.72;122.0;94.4;95.6;0.06;120.0;-0.79;-0.79;78,00;7.03;-17.6;5.64;0.0
9/17/2021;20:53:52;7.214;11.40;0.26;1.62;79.2;32.94;10.75;122.0;94.4;95.7;0.06;119.9;-0.81;-0.81;78,00;7.03;-17.5;5.64;0.0
9/17/2021;20:55:52;7.219;11.40;0.35;1.94;79.2;32.84;10.72;122.0;94.4;95.7;0.06;119.9;-0.78;-0.78;78,00;7.02;-17.0;5.64;0.0
9/17/2021;20:57:52;7.214;11.40;0.21;1.45;79.2;32.89;10.74;122.0;94.5;95.7;0.06;120.0;-0.82;-0.82;78,00;7.02;-16.9;5.65;0.0
9/17/2021;20:59:52;7.216;11.40;0.30;1.78;79.2;32.89;10.74;122.0;94.4;95.7;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.8;5.64;0.0
9/17/2021;21:01:52;7.219;11.40;0.23;1.53;79.2;32.81;10.71;122.0;94.4;95.7;0.06;119.9;-0.76;-0.76;78,00;7.02;-16.8;5.64;0.0
9/17/2021;21:03:52;7.221;11.40;0.29;1.74;79.2;32.88;10.73;121.9;94.5;95.7;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:05:52;7.220;11.40;0.24;1.57;79.2;32.77;10.70;121.9;94.4;95.7;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.7;5.65;0.0
9/17/2021;21:07:52;7.216;11.40;0.25;1.61;79.2;32.91;10.74;121.9;94.4;95.7;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.6;5.64;0.0
9/17/2021;21:09:52;7.216;11.40;0.32;1.87;79.2;32.77;10.70;121.9;94.4;95.7;0.06;119.9;-0.69;-0.69;78,00;7.02;-16.6;5.65;0.0
9/17/2021;21:11:52;7.215;11.40;0.21;1.46;79.2;32.85;10.72;121.9;94.4;95.7;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.8;5.64;0.0
9/17/2021;21:13:52;7.217;11.39;0.35;1.96;79.2;32.89;10.74;121.9;94.4;95.7;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:15:52;7.219;11.40;0.53;2.58;79.2;32.91;10.74;121.9;94.4;95.7;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:17:52;7.214;11.40;0.13;1.19;79.2;32.84;10.72;121.9;94.4;95.7;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.6;5.65;0.0
9/17/2021;21:19:52;7.213;11.40;0.19;1.39;79.2;32.83;10.72;121.9;94.5;95.7;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.6;5.64;0.0
9/17/2021;21:21:52;7.207;11.40;0.23;1.54;79.2;32.92;10.75;121.9;94.4;95.7;0.06;119.9;-0.85;-0.85;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:23:52;7.204;11.40;0.29;1.75;79.2;32.95;10.76;121.9;94.4;95.7;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:25:52;7.206;11.40;0.24;1.57;79.1;32.95;10.76;121.9;94.4;95.7;0.06;119.9;-0.77;-0.77;78,00;7.02;-16.6;5.63;0.0
9/17/2021;21:27:52;7.203;11.40;0.24;1.57;79.2;32.84;10.72;121.9;94.5;95.7;0.06;119.9;-0.91;-0.91;78,00;7.02;-16.7;5.64;0.0
9/17/2021;21:29:52;7.204;11.40;0.49;2.44;79.1;32.90;10.74;121.9;94.4;95.7;0.06;119.9;-0.81;-0.81;78,00;7.02;-16.6;5.63;0.0
9/17/2021;21:31:52;7.205;11.39;0.20;1.43;79.2;32.97;10.76;121.9;94.4;95.6;0.06;119.9;-0.72;-0.72;78,00;7.03;-17.4;5.64;0.0
9/17/2021;21:33:52;7.205;11.40;0.21;1.46;79.2;32.91;10.74;121.9;94.4;95.7;0.06;119.9;-0.71;-0.71;78,00;7.03;-17.4;5.64;0.0
9/17/2021;21:35:52;7.205;11.40;0.18;1.36;79.2;32.83;10.72;122.0;94.4;95.7;0.06;119.9;-0.77;-0.77;78,00;7.03;-17.1;5.63;0.0
9/17/2021;21:37:52;7.205;11.40;0.19;1.40;79.2;32.81;10.71;122.0;94.4;95.6;0.06;119.9;-0.80;-0.80;78,00;7.02;-16.9;5.64;0.0
9/17/2021;21:39:52;7.205;11.40;0.31;1.82;79.2;32.98;10.77;122.0;94.4;95.7;0.06;119.9;-0.77;-0.77;78,00;7.03;-17.1;5.64;0.0
9/17/2021;21:41:52;7.209;11.40;0.21;1.47;79.2;32.85;10.72;122.0;94.4;95.7;0.06;119.9;-0.80;-0.80;78,00;7.03;-17.3;5.63;0.0
9/17/2021;21:43:52;7.205;11.40;0.26;1.64;79.2;32.86;10.73;122.0;94.4;95.7;0.06;120.0;-0.92;-0.92;78,00;7.03;-17.2;5.64;0.0
9/17/2021;21:45:52;7.202;11.40;0.22;1.50;79.2;32.93;10.75;122.0;94.4;95.6;0.06;120.0;-0.80;-0.80;78,00;7.03;-17.1;5.62;0.0
9/17/2021;21:47:52;7.202;11.39;0.25;1.60;79.2;32.82;10.71;122.0;94.4;95.6;0.06;120.0;-0.72;-0.72;78,00;7.02;-17.0;5.63;0.0
9/17/2021;21:49:52;7.196;11.40;0.32;1.85;79.2;32.93;10.75;122.0;94.4;95.7;0.06;120.0;-0.74;-0.74;78,00;7.02;-17.0;5.63;0.0
9/17/2021;21:51:52;7.195;11.40;0.36;1.98;79.2;32.93;10.75;122.0;94.4;95.6;0.06;120.0;-0.81;-0.81;78,00;7.02;-16.8;5.63;0.0
9/17/2021;21:53:52;7.190;11.40;0.20;1.44;79.1;32.99;10.77;122.0;94.4;95.6;0.06;120.0;-0.85;-0.85;78,00;7.02;-16.8;5.62;0.0
9/17/2021;21:55:52;7.185;11.40;0.19;1.40;79.1;32.92;10.75;122.0;94.4;95.6;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.7;5.63;0.0
9/17/2021;21:57:52;7.179;11.40;0.28;1.71;79.1;32.96;10.76;122.0;94.3;95.6;0.06;120.0;-0.83;-0.83;78,00;7.02;-16.5;5.63;0.0
9/17/2021;21:59:52;7.175;11.40;0.28;1.72;79.1;32.93;10.75;122.0;94.3;95.6;0.06;119.9;-0.73;-0.73;78,00;7.02;-16.5;5.63;0.0
9/17/2021;22:01:52;7.173;11.38;0.19;1.41;79.1;32.87;10.73;122.0;94.2;95.5;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.5;5.63;0.0
9/17/2021;22:03:52;7.173;11.39;0.18;1.37;79.1;32.98;10.77;122.0;94.3;95.5;0.06;120.0;-0.76;-0.76;78,00;7.02;-16.6;5.63;0.0
9/17/2021;22:05:52;7.171;11.40;0.19;1.39;79.1;32.96;10.76;122.0;94.3;95.6;0.06;119.9;-0.88;-0.88;78,00;7.02;-16.6;5.62;0.0
9/17/2021;22:07:52;7.167;11.40;0.29;1.74;79.1;32.92;10.75;122.0;94.3;95.6;0.06;120.0;-0.87;-0.87;78,00;7.02;-16.6;5.63;0.0
9/17/2021;22:09:52;7.168;11.39;0.24;1.56;79.1;32.93;10.75;122.0;94.3;95.5;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.6;5.62;0.0
9/17/2021;22:11:52;7.161;11.39;0.37;2.04;79.1;33.03;10.78;122.0;94.2;95.5;0.06;120.0;-0.67;-0.67;78,00;7.02;-16.5;5.62;0.0
9/17/2021;22:13:52;7.151;11.38;0.47;2.37;79.1;32.98;10.77;122.0;94.1;95.4;0.06;120.0;-0.78;-0.78;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:15:52;7.146;11.39;0.36;1.99;79.1;33.00;10.77;122.0;94.2;95.4;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.4;5.63;0.0
9/17/2021;22:17:52;7.143;11.38;0.43;2.22;79.0;33.01;10.78;122.0;94.1;95.4;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.5;5.62;0.0
9/17/2021;22:19:52;7.138;11.38;0.23;1.52;79.0;33.05;10.79;122.0;94.1;95.4;0.06;120.0;-0.83;-0.83;78,00;7.01;-16.4;5.63;0.0
9/17/2021;22:21:52;7.140;11.38;0.19;1.39;79.0;33.06;10.79;122.0;94.1;95.4;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:23:52;7.134;11.38;0.27;1.68;79.0;33.04;10.79;122.0;94.0;95.3;0.06;120.0;-0.81;-0.81;78,00;7.01;-16.3;5.62;0.0
9/17/2021;22:25:52;7.128;11.38;0.20;1.43;79.0;33.03;10.78;122.0;94.1;95.3;0.06;120.0;-0.82;-0.82;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:27:52;7.131;11.38;0.23;1.55;79.0;33.11;10.81;122.0;94.1;95.3;0.06;120.0;-0.76;-0.76;78,00;7.02;-16.5;5.63;0.0
9/17/2021;22:29:52;7.133;11.39;0.54;2.63;79.0;33.07;10.80;122.0;94.1;95.4;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.3;5.62;0.0
9/17/2021;22:31:52;7.131;11.38;0.26;1.65;79.0;33.19;10.84;122.0;94.1;95.3;0.06;120.0;-0.77;-0.77;78,00;7.02;-16.9;5.62;0.0
9/17/2021;22:33:52;7.112;11.38;0.26;1.63;79.0;33.04;10.79;122.0;94.1;95.3;0.06;120.0;-0.76;-0.76;78,00;7.02;-16.5;5.62;0.0
9/17/2021;22:35:52;7.124;11.38;0.33;1.88;79.0;32.99;10.77;122.0;94.1;95.4;0.06;120.0;-0.91;-0.91;78,00;7.01;-16.3;5.62;0.0
9/17/2021;22:37:52;7.127;11.38;0.26;1.65;79.0;33.03;10.78;122.0;94.1;95.3;0.06;120.0;-0.72;-0.72;78,00;7.01;-16.3;5.62;0.0
9/17/2021;22:39:52;7.127;11.38;0.51;2.49;79.0;33.20;10.84;122.0;94.1;95.3;0.06;120.0;-0.81;-0.81;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:41:52;7.129;11.39;0.18;1.35;79.0;33.10;10.81;122.0;94.1;95.4;0.06;120.0;-0.75;-0.75;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:43:52;7.131;11.39;0.37;2.03;79.0;32.98;10.77;122.0;94.1;95.4;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.3;5.62;0.0
9/17/2021;22:45:52;7.130;11.38;0.27;1.69;79.0;33.04;10.79;122.0;94.1;95.3;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.4;5.62;0.0
9/17/2021;22:47:52;7.121;11.38;0.26;1.63;79.0;33.05;10.79;122.0;94.0;95.3;0.06;120.0;-0.86;-0.86;78,00;7.02;-16.7;5.62;0.0
9/17/2021;22:49:52;7.119;11.38;0.23;1.55;79.0;33.03;10.78;122.0;94.1;95.3;0.06;120.0;-0.75;-0.75;78,00;7.02;-16.6;5.61;0.0
9/17/2021;22:51:52;7.120;11.38;0.31;1.82;79.0;33.07;10.80;122.0;94.1;95.3;0.06;120.0;-0.78;-0.78;78,00;7.01;-16.5;5.62;0.0
9/17/2021;22:53:52;7.121;11.37;0.21;1.47;79.0;33.08;10.80;122.0;94.0;95.2;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.3;5.61;0.0
9/17/2021;22:55:52;7.118;11.36;0.18;1.35;79.0;33.08;10.80;122.0;93.9;95.2;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.2;5.61;0.0
9/17/2021;22:57:52;7.109;11.37;0.19;1.41;79.0;33.12;10.81;122.0;94.0;95.2;0.06;120.0;-0.82;-0.82;78,00;7.01;-16.2;5.61;0.0
9/17/2021;22:59:52;7.110;11.38;0.25;1.59;79.0;33.10;10.81;122.0;94.0;95.3;0.06;120.0;-0.75;-0.75;78,00;7.01;-16.3;5.62;0.0
9/17/2021;23:01:52;7.111;11.38;0.26;1.63;79.0;33.24;10.86;122.0;94.0;95.2;0.06;120.0;-0.76;-0.76;78,00;7.02;-16.6;5.62;0.0
9/17/2021;23:03:52;7.110;11.37;0.18;1.37;79.0;33.10;10.81;122.0;93.9;95.2;0.06;120.0;-0.80;-0.80;78,00;7.02;-16.5;5.62;0.0
9/17/2021;23:05:52;7.098;11.37;0.26;1.62;79.0;33.03;10.79;122.0;93.9;95.2;0.06;120.0;-0.87;-0.87;78,00;7.01;-16.4;5.61;0.0
9/17/2021;23:07:52;7.100;11.38;0.24;1.57;79.0;33.18;10.84;122.0;94.0;95.2;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.4;5.61;0.0
9/17/2021;23:09:52;7.094;11.37;0.33;1.87;79.0;33.08;10.80;122.0;93.9;95.2;0.06;120.0;-0.78;-0.78;78,00;7.01;-16.3;5.61;0.0
9/17/2021;23:11:52;7.093;11.38;0.35;1.94;78.9;33.09;10.80;122.0;94.0;95.2;0.06;120.0;-0.76;-0.76;78,00;7.02;-16.5;5.61;0.0
9/17/2021;23:13:52;7.093;11.37;0.28;1.70;78.9;33.05;10.79;122.0;93.9;95.1;0.06;120.0;-0.79;-0.79;78,00;7.02;-16.6;5.61;0.0
9/17/2021;23:15:52;7.088;11.38;0.20;1.42;78.9;33.06;10.79;122.0;94.0;95.2;0.06;120.0;-0.85;-0.85;78,00;7.02;-16.6;5.61;0.0
9/17/2021;23:17:52;7.100;11.38;0.24;1.59;79.0;33.05;10.79;122.0;94.0;95.2;0.06;120.0;-0.80;-0.80;78,00;7.02;-16.5;5.61;0.0
9/17/2021;23:19:52;7.103;11.38;0.22;1.50;79.0;33.17;10.83;122.0;94.0;95.3;0.06;120.0;-0.89;-0.89;78,00;7.02;-16.5;5.61;0.0
9/17/2021;23:21:52;7.113;11.38;0.23;1.55;79.0;32.89;10.74;122.0;94.1;95.3;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.3;5.61;0.0
9/17/2021;23:23:52;7.118;11.38;0.25;1.60;79.0;33.08;10.80;122.0;94.0;95.3;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.2;5.62;0.0
9/17/2021;23:25:52;7.116;11.38;0.28;1.70;79.0;33.12;10.81;122.0;94.0;95.3;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.3;5.61;0.0
9/17/2021;23:27:52;7.115;11.37;0.36;2.00;79.0;32.95;10.76;122.0;94.0;95.2;0.06;120.0;-0.76;-0.76;78,00;7.01;-16.0;5.61;0.0
9/17/2021;23:29:52;7.116;11.38;0.26;1.64;79.0;33.01;10.78;122.0;94.0;95.3;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.0;5.61;0.0
9/17/2021;23:31:52;7.120;11.37;0.14;1.23;79.0;33.18;10.83;122.0;94.0;95.3;0.06;120.0;-0.76;-0.76;78,00;7.01;-16.1;5.61;0.0
9/17/2021;23:33:52;7.117;11.37;0.20;1.43;79.0;33.03;10.78;122.0;94.0;95.2;0.06;120.0;-0.75;-0.75;78,00;7.02;-16.6;5.60;0.0
9/17/2021;23:35:52;7.118;11.38;0.20;1.42;79.0;33.17;10.83;122.0;94.0;95.3;0.06;120.0;-0.87;-0.87;78,00;7.02;-16.8;5.61;0.0
9/17/2021;23:37:52;7.121;11.37;0.22;1.51;79.0;33.08;10.80;122.0;94.0;95.3;0.06;120.0;-0.75;-0.75;78,00;7.02;-16.6;5.61;0.0
9/17/2021;23:39:52;7.123;11.37;0.16;1.28;79.0;32.97;10.76;122.0;94.0;95.2;0.06;120.0;-0.82;-0.82;78,00;7.02;-16.7;5.61;0.0
9/17/2021;23:41:52;7.123;11.38;0.15;1.26;79.0;33.07;10.80;122.0;94.0;95.3;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.3;5.61;0.0
9/17/2021;23:43:52;7.125;11.37;0.22;1.49;79.0;33.00;10.77;122.0;94.0;95.2;0.06;120.0;-0.73;-0.73;78,00;7.01;-16.2;5.61;0.0
9/17/2021;23:45:52;7.124;11.38;0.18;1.37;79.0;33.04;10.79;122.0;94.0;95.3;0.06;120.0;-0.85;-0.85;78,00;7.01;-16.1;5.61;0.0
9/17/2021;23:47:52;7.122;11.37;0.23;1.53;79.0;32.99;10.77;122.0;94.0;95.3;0.06;120.0;-0.85;-0.85;78,00;7.00;-15.9;5.61;0.0
9/17/2021;23:49:52;7.124;11.37;0.28;1.70;79.0;33.01;10.78;122.0;94.0;95.2;0.06;119.9;-0.76;-0.76;78,00;7.00;-15.8;5.60;0.0
9/17/2021;23:51:52;7.126;11.37;0.44;2.28;79.0;32.99;10.77;122.0;94.0;95.2;0.06;120.0;-0.85;-0.85;78,00;7.01;-16.4;5.61;0.0
9/17/2021;23:53:52;7.125;11.37;0.32;1.86;79.0;33.08;10.80;122.0;94.0;95.2;0.06;120.0;-0.71;-0.71;78,00;7.01;-15.9;5.60;0.0
