Date (MM/DD/YYYY);Time (HH:MM:SS);Temp °C;ODO mg/L;Chlorophyll RFU;Chlorophyll ug/L;Cond µS/cm;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;TDS mg/L;pH;pH mV;Battery V;Cable Pwr V
9/17/2021;13:55:52;7.056;11.31;0.23;1.53;78.9;33.11;10.81;122.0;93.3;94.6;0.06;120.0;-0.78;-0.78;78,00;7.02;-16.5;5.69;0.0
9/17/2021;13:57:52;7.049;11.31;0.14;1.21;78.9;32.92;10.75;122.1;93.3;94.5;0.06;120.1;-0.84;-0.84;78,00;7.02;-16.8;5.69;0.0
9/17/2021;13:59:52;7.045;11.30;0.13;1.21;78.9;32.97;10.76;122.1;93.2;94.5;0.06;120.1;-0.76;-0.76;78,00;7.01;-16.3;5.69;0.0
9/17/2021;14:01:52;7.042;11.31;0.12;1.14;78.9;32.91;10.75;122.1;93.3;94.5;0.06;120.1;-0.85;-0.85;78,00;7.02;-16.7;5.69;0.0
9/17/2021;14:03:52;7.035;11.31;0.16;1.31;78.9;32.96;10.76;122.1;93.2;94.5;0.06;120.1;-0.87;-0.87;78,00;7.02;-16.7;5.69;0.0
9/17/2021;14:05:52;7.038;11.31;0.16;1.28;78.9;33.02;10.78;122.0;93.3;94.5;0.06;120.0;-0.82;-0.82;78,00;7.01;-16.3;5.69;0.0
9/17/2021;14:07:52;7.041;11.31;0.11;1.14;78.9;32.99;10.77;122.0;93.3;94.5;0.06;120.0;-0.90;-0.90;78,00;7.00;-15.7;5.69;0.0
9/17/2021;14:09:52;7.044;11.30;0.16;1.29;78.9;32.97;10.76;122.0;93.2;94.5;0.06;120.0;-0.87;-0.87;78,00;7.01;-16.0;5.69;0.0
9/17/2021;14:11:52;7.045;11.30;0.20;1.42;78.9;33.07;10.80;122.0;93.2;94.5;0.06;120.0;-0.83;-0.83;78,00;7.01;-15.9;5.69;0.0
9/17/2021;14:13:52;7.047;11.31;0.22;1.51;78.9;32.99;10.77;122.1;93.3;94.5;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.0;5.69;0.0
9/17/2021;14:15:52;7.048;11.31;0.10;1.08;78.9;32.98;10.77;122.1;93.3;94.5;0.06;120.1;-0.81;-0.81;78,00;7.01;-16.2;5.69;0.0
9/17/2021;14:17:52;7.047;11.31;0.18;1.38;78.9;32.95;10.76;122.1;93.3;94.5;0.06;120.1;-0.75;-0.75;78,00;7.01;-16.2;5.69;0.0
9/17/2021;14:19:52;7.048;11.31;0.11;1.12;78.9;32.95;10.76;122.0;93.3;94.6;0.06;120.0;-0.80;-0.80;78,00;7.00;-15.7;5.69;0.0
9/17/2021;14:21:52;7.050;11.31;0.19;1.40;78.9;32.96;10.76;122.1;93.3;94.5;0.06;120.1;-0.82;-0.82;78,00;7.00;-15.7;5.69;0.0
9/17/2021;14:23:52;7.051;11.31;0.08;1.02;78.9;32.90;10.74;122.1;93.3;94.6;0.06;120.1;-0.87;-0.87;78,00;7.01;-16.1;5.69;0.0
9/17/2021;14:25:52;7.052;11.31;0.13;1.19;78.9;33.01;10.78;122.1;93.3;94.5;0.06;120.1;-0.84;-0.84;78,00;7.01;-16.1;5.69;0.0
9/17/2021;14:27:52;7.052;11.30;0.13;1.18;78.9;33.03;10.78;122.1;93.2;94.5;0.06;120.1;-0.85;-0.85;78,00;7.01;-16.0;5.69;0.0
9/17/2021;14:29:52;7.052;11.31;0.05;0.90;78.9;32.89;10.74;122.1;93.3;94.5;0.06;120.1;-0.77;-0.77;78,00;7.01;-15.9;5.69;0.0
9/17/2021;14:31:52;7.052;11.30;0.09;1.05;78.9;32.97;10.76;122.1;93.2;94.5;0.06;120.1;-0.84;-0.84;78,00;7.00;-15.8;5.69;0.0
9/17/2021;14:33:52;7.053;11.31;0.11;1.13;78.9;32.90;10.74;122.1;93.3;94.5;0.06;120.1;-0.86;-0.86;78,00;7.00;-15.7;5.69;0.0
9/17/2021;14:35:52;7.050;11.31;0.55;2.64;78.9;33.03;10.78;122.1;93.3;94.6;0.06;120.1;-0.57;-0.57;78,00;7.01;-16.2;5.69;0.0
9/17/2021;14:37:52;7.054;11.31;0.11;1.14;78.9;32.85;10.73;122.1;93.3;94.5;0.06;120.1;-0.82;-0.82;78,00;7.01;-16.4;5.68;0.0
9/17/2021;14:39:52;7.056;11.31;0.19;1.39;78.9;32.92;10.75;122.1;93.3;94.6;0.06;120.1;-0.76;-0.76;78,00;7.02;-16.9;5.69;0.0
9/17/2021;14:41:52;7.052;11.31;0.14;1.23;79.0;33.01;10.78;122.1;93.3;94.6;0.06;120.1;-0.86;-0.86;78,00;7.03;-17.4;5.68;0.0
9/17/2021;14:43:52;7.054;11.31;0.12;1.15;78.9;32.98;10.77;122.1;93.3;94.6;0.06;120.1;-0.88;-0.88;78,00;7.02;-17.0;5.69;0.0
9/17/2021;14:45:52;7.053;11.31;0.14;1.21;78.9;32.91;10.74;122.1;93.3;94.6;0.06;120.1;-0.82;-0.82;78,00;7.03;-17.1;5.68;0.0
9/17/2021;14:47:52;7.054;11.31;0.12;1.15;78.9;33.08;10.80;122.1;93.3;94.6;0.06;120.1;-0.82;-0.82;78,00;7.03;-17.3;5.69;0.0
9/17/2021;14:49:52;7.044;11.31;0.11;1.11;78.9;32.97;10.76;122.1;93.3;94.6;0.06;120.1;-0.79;-0.79;78,00;7.02;-16.8;5.68;0.0
9/17/2021;14:51:52;7.052;11.31;0.11;1.13;78.9;32.98;10.77;122.1;93.3;94.6;0.06;120.1;-0.91;-0.91;78,00;7.01;-16.2;5.69;0.0
9/17/2021;14:53:52;7.056;11.31;-0.02;0.68;78.9;33.03;10.78;122.1;93.3;94.6;0.06;120.1;-0.83;-0.83;78,00;7.01;-16.3;5.68;0.0
9/17/2021;14:55:52;7.050;11.32;0.12;1.14;78.9;33.15;10.82;122.1;93.4;94.6;0.06;120.1;-0.83;-0.83;78,00;7.01;-16.0;5.68;0.0
9/17/2021;14:57:52;7.058;11.31;0.16;1.29;78.9;32.97;10.76;122.0;93.3;94.6;0.06;120.0;-0.87;-0.87;78,00;7.01;-15.9;5.68;0.0
9/17/2021;14:59:52;7.082;11.31;0.06;0.96;78.9;32.93;10.75;122.0;93.4;94.6;0.06;120.0;-0.84;-0.84;78,00;7.01;-15.9;5.68;0.0
9/17/2021;15:01:52;7.124;11.32;0.12;1.14;79.0;32.78;10.70;122.0;93.6;94.8;0.06;119.9;-0.86;-0.86;78,00;7.01;-16.0;5.68;0.0
9/17/2021;15:03:52;7.098;11.31;0.07;0.98;79.0;32.98;10.77;122.0;93.5;94.7;0.06;120.0;-0.85;-0.85;78,00;7.01;-16.0;5.68;0.0
9/17/2021;15:05:52;7.072;11.32;0.12;1.16;78.9;33.00;10.77;122.1;93.4;94.7;0.06;120.1;-0.88;-0.88;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:07:52;7.084;11.33;0.14;1.24;78.9;32.73;10.69;122.0;93.5;94.8;0.06;120.0;-0.87;-0.87;78,00;7.00;-15.8;5.68;0.0
9/17/2021;15:09:52;7.087;11.33;0.22;1.50;78.9;32.91;10.74;122.0;93.5;94.8;0.06;120.0;-0.87;-0.87;78,00;7.00;-15.6;5.68;0.0
9/17/2021;15:11:52;7.113;11.33;0.16;1.30;79.0;32.76;10.69;121.9;93.6;94.9;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:13:52;7.129;11.32;0.12;1.14;79.0;32.81;10.71;122.0;93.6;94.9;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.0;5.68;0.0
9/17/2021;15:15:52;7.122;11.32;0.10;1.10;79.0;32.99;10.77;122.0;93.6;94.8;0.06;120.0;-0.88;-0.88;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:17:52;7.121;11.33;0.11;1.11;79.0;32.85;10.72;122.0;93.6;94.9;0.06;120.0;-0.84;-0.84;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:19:52;7.137;11.33;0.09;1.03;79.0;32.81;10.71;122.0;93.7;94.9;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:21:52;7.146;11.32;0.07;0.97;79.1;32.81;10.71;122.0;93.6;94.9;0.06;120.0;-0.75;-0.75;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:23:52;7.144;11.32;0.06;0.95;79.1;32.80;10.71;122.0;93.6;94.9;0.06;120.0;-0.81;-0.81;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:25:52;7.144;11.33;0.13;1.20;79.1;32.75;10.69;122.0;93.7;94.9;0.06;120.0;-0.90;-0.90;78,00;7.01;-16.0;5.68;0.0
9/17/2021;15:27:52;7.147;11.33;0.08;1.03;79.1;32.75;10.69;122.0;93.7;95.0;0.06;120.0;-0.85;-0.85;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:29:52;7.163;11.33;0.02;0.82;79.1;32.77;10.70;122.0;93.8;95.0;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:31:52;7.160;11.33;0.12;1.14;79.1;32.88;10.73;122.0;93.8;95.0;0.06;120.0;-0.84;-0.84;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:33:52;7.156;11.33;0.07;0.97;79.1;32.77;10.70;122.0;93.8;95.0;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:35:52;7.158;11.34;0.30;1.77;79.1;32.62;10.65;122.0;93.8;95.0;0.06;119.9;-0.77;-0.77;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:37:52;7.172;11.34;0.09;1.04;79.1;32.84;10.72;121.9;93.8;95.1;0.06;119.9;-0.87;-0.87;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:39:52;7.174;11.35;0.03;0.85;79.1;32.83;10.72;122.0;93.9;95.2;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.1;5.68;0.0
9/17/2021;15:41:52;7.173;11.35;0.09;1.05;79.1;32.84;10.72;122.0;93.9;95.1;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:43:52;7.162;11.36;0.15;1.26;79.1;32.82;10.71;122.0;94.0;95.2;0.06;120.0;-0.82;-0.82;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:45:52;7.167;11.36;0.15;1.27;79.1;32.90;10.74;122.0;94.0;95.2;0.06;120.0;-0.91;-0.91;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:47:52;7.165;11.36;0.11;1.12;79.1;32.84;10.72;122.0;94.0;95.2;0.06;119.9;-0.93;-0.93;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:49:52;7.171;11.36;0.15;1.25;79.1;32.79;10.70;121.9;94.0;95.2;0.06;119.9;-0.81;-0.81;78,00;7.01;-16.2;5.67;0.0
9/17/2021;15:51:52;7.167;11.36;0.21;1.48;79.1;32.85;10.72;121.9;94.0;95.2;0.06;119.9;-0.79;-0.79;78,00;7.01;-16.2;5.68;0.0
9/17/2021;15:53:52;7.160;11.35;0.23;1.52;79.1;32.91;10.74;122.0;93.9;95.2;0.06;120.0;-0.86;-0.86;78,00;7.01;-16.4;5.68;0.0
9/17/2021;15:55:52;7.161;11.36;0.08;1.02;79.1;32.82;10.71;122.0;93.9;95.2;0.06;120.0;-0.86;-0.86;78,00;7.01;-16.3;5.68;0.0
9/17/2021;15:57:52;7.154;11.36;0.11;1.13;79.1;32.81;10.71;122.0;94.0;95.2;0.06;120.0;-0.83;-0.83;78,00;7.01;-16.4;5.67;0.0
9/17/2021;15:59:52;7.155;11.36;0.10;1.08;79.1;32.98;10.77;122.0;93.9;95.2;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.4;5.68;0.0
9/17/2021;16:01:52;7.146;11.35;0.10;1.08;79.1;32.96;10.76;122.0;93.9;95.1;0.06;120.0;-0.84;-0.84;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:03:52;7.133;11.35;0.18;1.37;79.0;33.00;10.78;122.0;93.9;95.1;0.06;120.0;-0.80;-0.80;78,00;7.01;-16.1;5.67;0.0
9/17/2021;16:05:52;7.121;11.36;0.17;1.31;79.0;32.93;10.75;122.0;93.9;95.1;0.06;120.0;-0.81;-0.81;78,00;7.01;-16.2;5.68;0.0
9/17/2021;16:07:52;7.146;11.36;0.15;1.24;79.0;32.98;10.77;121.9;93.9;95.2;0.06;119.9;-0.89;-0.89;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:09:52;7.134;11.35;0.11;1.13;79.0;32.99;10.77;122.0;93.9;95.1;0.06;120.0;-0.81;-0.81;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:11:52;7.121;11.36;0.35;1.94;79.0;32.97;10.76;122.0;93.9;95.1;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:13:52;7.111;11.35;0.16;1.29;79.0;32.95;10.76;122.0;93.8;95.1;0.06;120.0;-0.73;-0.73;78,00;7.01;-16.3;5.67;0.0
9/17/2021;16:15:52;7.120;11.35;0.17;1.33;79.0;32.89;10.74;122.0;93.8;95.1;0.06;119.9;-0.87;-0.87;78,00;7.01;-16.3;5.67;0.0
9/17/2021;16:17:52;7.114;11.36;0.13;1.19;79.0;33.04;10.79;121.9;93.9;95.1;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:19:52;7.107;11.36;0.15;1.28;79.0;33.01;10.78;122.0;93.8;95.1;0.06;120.0;-0.85;-0.85;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:21:52;7.111;11.36;0.11;1.11;79.0;33.03;10.78;121.9;93.9;95.1;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:23:52;7.117;11.35;0.21;1.47;79.0;32.99;10.77;121.9;93.8;95.1;0.06;119.9;-0.85;-0.85;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:25:52;7.120;11.36;0.19;1.39;79.0;32.96;10.76;121.9;93.9;95.1;0.06;119.9;-0.77;-0.77;78,00;7.01;-16.0;5.67;0.0
9/17/2021;16:27:52;7.117;11.36;0.20;1.44;79.0;33.00;10.77;121.9;93.9;95.1;0.06;119.9;-0.89;-0.89;78,00;7.01;-16.1;5.67;0.0
9/17/2021;16:29:52;7.113;11.35;0.13;1.18;79.0;32.95;10.76;121.9;93.8;95.1;0.06;119.9;-0.89;-0.89;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:31:52;7.114;11.35;0.15;1.27;79.0;33.07;10.80;121.9;93.8;95.1;0.06;119.9;-0.81;-0.81;78,00;7.01;-16.2;5.67;0.0
9/17/2021;16:33:52;7.112;11.36;0.19;1.38;79.0;33.02;10.78;122.0;93.9;95.1;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:35:52;7.112;11.35;0.13;1.19;79.0;33.01;10.78;122.0;93.8;95.1;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:37:52;7.113;11.36;0.11;1.11;79.0;33.04;10.79;121.9;93.9;95.1;0.06;119.9;-0.87;-0.87;78,00;7.01;-16.3;5.67;0.0
9/17/2021;16:39:52;7.111;11.36;0.21;1.46;79.0;33.10;10.81;122.0;93.8;95.1;0.06;119.9;-0.93;-0.93;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:41:52;7.115;11.36;0.14;1.24;79.0;32.95;10.76;121.9;93.9;95.1;0.06;119.9;-0.78;-0.78;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:43:52;7.118;11.37;0.11;1.12;79.0;32.94;10.75;121.9;93.9;95.2;0.06;119.9;-0.86;-0.86;78,00;7.01;-16.4;5.67;0.0
9/17/2021;16:45:52;7.118;11.37;0.19;1.39;79.0;33.01;10.78;121.9;94.0;95.2;0.06;119.9;-0.92;-0.92;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:47:52;7.125;11.37;0.20;1.42;79.0;33.10;10.81;121.9;93.9;95.2;0.06;119.9;-0.88;-0.88;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:49:52;7.132;11.37;0.19;1.41;79.0;32.96;10.76;121.9;94.0;95.2;0.06;119.9;-0.80;-0.80;78,00;7.01;-16.3;5.67;0.0
9/17/2021;16:51:52;7.139;11.37;0.17;1.32;79.0;32.99;10.77;121.9;94.0;95.2;0.06;119.9;-0.87;-0.87;78,00;7.02;-16.6;5.66;0.0
9/17/2021;16:53:52;7.138;11.36;0.16;1.30;79.1;33.06;10.79;122.0;94.0;95.2;0.06;120.0;-0.90;-0.90;78,00;7.02;-16.5;5.67;0.0
9/17/2021;16:55:52;7.144;11.37;0.23;1.55;79.1;32.95;10.76;122.0;94.0;95.3;0.06;120.0;-0.89;-0.89;78,00;7.02;-16.7;5.67;0.0
9/17/2021;16:57:52;7.163;11.37;0.21;1.46;79.1;33.05;10.79;121.9;94.1;95.3;0.06;119.9;-0.84;-0.84;78,00;7.02;-16.6;5.66;0.0
9/17/2021;16:59:52;7.176;11.37;0.20;1.42;79.1;32.92;10.75;121.9;94.1;95.3;0.06;119.9;-0.88;-0.88;78,00;7.02;-16.6;5.67;0.0
9/17/2021;17:01:52;7.163;11.36;0.10;1.09;79.1;32.90;10.74;122.0;94.0;95.2;0.06;120.0;-0.85;-0.85;78,00;7.02;-16.5;5.67;0.0
9/17/2021;17:03:52;7.153;11.38;0.24;1.57;79.1;32.87;10.73;122.0;94.1;95.4;0.06;120.0;-0.83;-0.83;78,00;7.01;-16.4;5.67;0.0
9/17/2021;17:05:52;7.174;11.37;0.22;1.49;79.1;33.00;10.77;121.9;94.1;95.3;0.06;119.9;-0.86;-0.86;78,00;7.01;-16.3;5.67;0.0
9/17/2021;17:07:52;7.165;11.36;0.25;1.61;79.1;33.00;10.77;122.0;94.0;95.3;0.06;120.0;-0.77;-0.77;78,00;7.01;-16.1;5.67;0.0
9/17/2021;17:09:52;7.152;11.37;0.09;1.05;79.1;32.99;10.77;122.0;94.0;95.3;0.06;120.0;-0.82;-0.82;78,00;7.02;-16.7;5.66;0.0
9/17/2021;17:11:52;7.155;11.36;0.15;1.26;79.1;33.04;10.79;122.0;94.0;95.2;0.06;120.0;-0.82;-0.82;78,00;7.01;-16.3;5.67;0.0
9/17/2021;17:13:52;7.153;11.37;0.16;1.29;79.1;33.02;10.78;122.0;94.0;95.3;0.06;120.0;-0.80;-0.80;78,00;7.02;-16.7;5.66;0.0
9/17/2021;17:15:52;7.151;11.38;0.15;1.27;79.1;32.87;10.73;122.0;94.1;95.4;0.06;120.0;-0.85;-0.85;78,00;7.02;-16.6;5.66;0.0
9/17/2021;17:17:52;7.152;11.37;0.19;1.40;79.1;32.93;10.75;122.0;94.0;95.3;0.06;120.0;-0.76;-0.76;78,00;7.01;-16.3;5.66;0.0
9/17/2021;17:19:52;7.142;11.38;0.16;1.30;79.1;32.97;10.76;122.0;94.1;95.3;0.06;120.0;-0.83;-0.83;78,00;7.02;-16.5;5.66;0.0
9/17/2021;17:21:52;7.147;11.38;0.14;1.24;79.0;32.92;10.75;122.0;94.1;95.3;0.06;120.0;-0.85;-0.85;78,00;7.01;-16.4;5.66;0.0
9/17/2021;17:23:52;7.155;11.36;0.13;1.18;79.1;32.99;10.77;122.0;94.0;95.2;0.06;119.9;-0.82;-0.82;78,00;7.01;-16.2;5.66;0.0
9/17/2021;17:25:52;7.163;11.36;0.12;1.15;79.1;33.01;10.78;121.9;94.0;95.3;0.06;119.9;-0.85;-0.85;78,00;7.01;-16.3;5.66;0.0
9/17/2021;17:27:52;7.161;11.37;0.18;1.36;79.1;32.96;10.76;121.9;94.1;95.3;0.06;119.9;-0.85;-0.85;78,00;7.00;-15.9;5.66;0.0
9/17/2021;17:29:52;7.166;11.37;0.16;1.31;79.1;32.93;10.75;122.0;94.1;95.4;0.06;119.9;-0.78;-0.78;78,00;7.01;-16.3;5.66;0.0
9/17/2021;17:31:52;7.173;11.37;0.18;1.35;79.1;32.97;10.76;121.9;94.1;95.4;0.06;119.9;-0.78;-0.78;78,00;7.00;-15.3;5.66;0.0
9/17/2021;17:33:52;7.157;11.38;0.25;1.61;79.1;33.04;10.79;122.0;94.2;95.4;0.06;120.0;-0.91;-0.91;78,00;7.02;-16.9;5.66;0.0
9/17/2021;17:35:52;7.163;11.38;0.08;1.02;79.1;32.96;10.76;121.9;94.1;95.4;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.6;5.66;0.0
9/17/2021;17:37:52;7.170;11.37;0.15;1.26;79.1;32.92;10.75;122.0;94.1;95.4;0.06;119.9;-0.87;-0.87;78,00;7.02;-17.0;5.66;0.0
9/17/2021;17:39:52;7.152;11.38;0.16;1.28;79.1;32.98;10.77;122.0;94.1;95.4;0.06;120.0;-0.86;-0.86;78,00;7.02;-16.8;5.66;0.0
9/17/2021;17:41:52;7.154;11.37;0.16;1.29;79.1;32.96;10.76;122.0;94.1;95.3;0.06;120.0;-0.82;-0.82;78,00;7.02;-16.6;5.66;0.0
9/17/2021;17:43:52;7.150;11.37;0.10;1.07;79.1;32.92;10.75;122.0;94.0;95.3;0.06;120.0;-0.81;-0.81;78,00;7.02;-16.8;5.66;0.0
9/17/2021;17:45:52;7.151;11.38;0.20;1.43;79.1;32.86;10.73;122.0;94.1;95.3;0.06;120.0;-0.74;-0.74;78,00;7.02;-16.7;5.66;0.0
9/17/2021;17:47:52;7.175;11.38;0.29;1.76;79.1;33.02;10.78;121.9;94.2;95.5;0.06;119.9;-0.86;-0.86;78,00;7.02;-16.5;5.66;0.0
9/17/2021;17:49:52;7.177;11.38;0.20;1.44;79.1;33.00;10.78;122.0;94.2;95.4;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.7;5.65;0.0
9/17/2021;17:51:52;7.186;11.38;0.13;1.17;79.1;32.94;10.75;121.9;94.2;95.5;0.06;119.9;-0.75;-0.75;78,00;7.02;-16.6;5.66;0.0
9/17/2021;17:53:52;7.208;11.38;0.31;1.81;79.1;32.91;10.74;121.9;94.3;95.6;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.7;5.65;0.0
9/17/2021;17:55:52;7.208;11.39;0.20;1.43;79.2;32.90;10.74;121.9;94.3;95.6;0.06;119.9;-0.85;-0.85;78,00;7.02;-16.7;5.66;0.0
9/17/2021;17:57:52;7.204;11.39;0.52;2.56;79.2;32.89;10.74;122.0;94.3;95.6;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.3;5.66;0.0
9/17/2021;17:59:52;7.209;11.39;0.25;1.62;79.2;32.95;10.76;122.0;94.3;95.6;0.06;119.9;-0.83;-0.83;78,00;7.01;-16.3;5.66;0.0
9/17/2021;18:01:52;7.194;11.39;0.19;1.40;79.2;32.65;10.66;122.0;94.3;95.5;0.06;120.0;-0.91;-0.91;78,00;7.02;-16.8;5.66;0.0
9/17/2021;18:03:52;7.177;11.38;0.16;1.30;79.2;32.87;10.73;122.0;94.2;95.5;0.06;120.0;-0.80;-0.80;78,00;7.02;-16.7;5.66;0.0
9/17/2021;18:05:52;7.145;11.39;0.14;1.22;79.1;32.92;10.75;122.1;94.2;95.4;0.06;120.1;-0.89;-0.89;78,00;7.02;-16.7;5.65;0.0
9/17/2021;18:07:52;7.131;11.37;0.19;1.40;79.1;33.05;10.79;122.0;94.0;95.3;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.4;5.65;0.0
9/17/2021;18:09:52;7.142;11.36;0.21;1.48;79.0;33.03;10.78;122.0;93.9;95.2;0.06;119.9;-0.84;-0.84;78,00;7.01;-16.3;5.65;0.0
9/17/2021;18:11:52;7.142;11.36;0.22;1.50;79.0;32.92;10.75;122.0;94.0;95.2;0.06;120.0;-0.79;-0.79;78,00;7.01;-16.3;5.66;0.0
9/17/2021;18:13:52;7.168;11.37;0.16;1.30;79.1;33.04;10.79;122.0;94.1;95.3;0.06;119.9;-0.95;-0.95;78,00;7.02;-16.7;5.65;0.0
9/17/2021;18:15:52;7.187;11.37;0.42;2.21;79.1;32.81;10.71;121.9;94.1;95.4;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.6;5.66;0.0
9/17/2021;18:17:52;7.239;11.38;0.28;1.72;79.2;32.79;10.70;121.9;94.3;95.6;0.06;119.9;-0.73;-0.73;78,00;7.02;-16.8;5.65;0.0
9/17/2021;18:19:52;7.191;11.39;0.23;1.54;79.2;33.10;10.81;122.1;94.3;95.6;0.06;120.1;-0.80;-0.80;78,00;7.02;-16.8;5.65;0.0
9/17/2021;18:21:52;7.234;11.36;0.16;1.31;79.2;32.92;10.75;122.0;94.1;95.4;0.06;119.9;-0.83;-0.83;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:23:52;7.247;11.38;0.23;1.53;79.2;32.82;10.71;121.9;94.3;95.6;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.6;5.65;0.0
9/17/2021;18:25:52;7.248;11.39;0.19;1.41;79.2;32.74;10.69;121.9;94.4;95.7;0.06;119.9;-0.89;-0.89;78,00;7.02;-16.7;5.65;0.0
9/17/2021;18:27:52;7.168;11.40;0.16;1.28;79.2;32.95;10.76;122.2;94.3;95.6;0.06;120.1;-0.83;-0.83;78,00;7.02;-16.7;5.65;0.0
9/17/2021;18:29:52;7.193;11.38;0.16;1.30;79.2;32.94;10.75;122.0;94.2;95.5;0.06;120.0;-0.84;-0.84;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:31:52;7.202;11.38;0.14;1.23;79.2;32.94;10.75;121.9;94.2;95.5;0.06;119.9;-0.87;-0.87;78,00;7.02;-16.8;5.65;0.0
9/17/2021;18:33:52;7.211;11.38;0.17;1.31;79.2;32.82;10.71;121.9;94.3;95.5;0.06;119.9;-0.64;-0.64;78,00;7.02;-16.7;5.65;0.0
9/17/2021;18:35:52;7.213;11.38;0.24;1.56;79.2;32.97;10.76;121.9;94.3;95.5;0.06;119.9;-0.84;-0.84;78,00;7.02;-16.6;5.65;0.0
9/17/2021;18:37:52;7.211;11.37;0.21;1.47;79.2;32.95;10.76;121.9;94.2;95.5;0.06;119.9;-0.90;-0.90;78,00;7.02;-16.6;5.65;0.0
9/17/2021;18:39:52;7.213;11.38;0.19;1.40;79.2;32.82;10.71;121.9;94.3;95.5;0.06;119.9;-0.82;-0.82;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:41:52;7.208;11.39;0.27;1.66;79.1;32.98;10.77;121.9;94.3;95.6;0.06;119.9;-0.87;-0.87;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:43:52;7.197;11.38;0.09;1.04;79.1;32.94;10.76;121.9;94.2;95.5;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:45:52;7.204;11.38;0.17;1.32;79.1;32.84;10.72;121.9;94.2;95.5;0.06;119.9;-0.81;-0.81;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:47:52;7.200;11.38;0.20;1.43;79.1;32.86;10.73;121.9;94.2;95.5;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:49:52;7.189;11.38;0.19;1.39;79.1;32.96;10.76;121.9;94.2;95.5;0.06;119.9;-0.78;-0.78;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:51:52;7.190;11.38;0.21;1.48;79.1;32.91;10.74;121.9;94.2;95.5;0.06;119.9;-0.79;-0.79;78,00;7.02;-16.5;5.65;0.0
9/17/2021;18:53:52;7.201;11.38;0.26;1.65;79.1;32.85;10.72;121.9;94.2;95.5;0.06;119.9;-0.84;-0.84;78,00;7.02;-16.5;5.65;0.0
