Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2022-06-23	0.815839570414389	-0.71829047134013	0.0975490990742582	0.0243946181868621	0.0243423795999187	0.0344622814257751
2022-06-24	0.487912194004916	-0.151423483781697	0.336488710223219	0.0238380395143999	0.0244604430388092	0.0341550201514349
2022-06-25	1.0202030048754	-1.04494419582632	-0.0247411909509194	0.0166649031633362	0.0163507390836616	0.0233466414292367
2022-06-26	1.04135324203034	-0.819680127936534	0.22167311409381	0.0146064017193481	0.0151319366716422	0.0210314640151742
2022-06-27	0.425800335908843	-0.209364880884042	0.216435455024801	0.0141290458237299	0.0141467012882307	0.0199939764236003
2022-06-28	0.339598627681053	-0.264485521996323	0.0751131056847296	0.0178636082616963	0.0176916873016265	0.0251416845041432
2022-06-29	0.745247170574054	-0.411842847186627	0.333404323387427	0.0124646460531483	0.0126023433156056	0.0177253055904449
2022-06-30	0.457413936735955	-0.0693184431924819	0.388095493543473	0.0208931727516775	0.0205829857360596	0.0293288930824584
2022-07-01	0.37686312613658	-0.20938633669064	0.16747678944594	0.0463141854678111	0.0468495036179985	0.0658777638114688
2022-07-02	0.229992006131442	0.142170341851241	0.372162347982683	0.0291646596157349	0.0296273428891517	0.0415735110036793
