Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2022-06-23	0.427266675127213	1.58221343844609	2.0094801135733	0.0793650717504624	0.0789225981143177	0.111926722042014
2022-06-24	-0.321944888699433	1.30182333628551	0.979878447586076	0.0696915768564123	0.0684934748130737	0.0977152596921401
2022-06-25	1.22598878557393	-0.790169986531038	0.435818799042896	0.0311597148189549	0.0276361790324684	0.0416495644528637
2022-06-26	1.57433164281807	-1.07838437147097	0.495947271347097	0.0150313687744996	0.0150273057342944	0.0212546927728198
2022-06-27	1.34622371032613	-0.453998462397063	0.89222524792907	0.080159988200961	0.0800036109129645	0.113252821013391
2022-06-28	-0.749048481752827	1.96533889881501	1.21629041706218	0.0523514349450264	0.0526727615905619	0.0742636691416436
2022-06-29	1.12733896787098	-0.582279280346444	0.545059687524532	0.0176030502598644	0.017242243608701	0.0246406644210967
2022-06-30	0.429901196437262	0.723057062509514	1.15295825894678	0.0585751693047354	0.0578049051359742	0.0822949422313267
2022-07-01	-0.264119813729255	1.29804231845847	1.03392250472921	0.0716387085929493	0.0715710309974336	0.101264589303967
2022-07-02	-0.0861453422359648	2.4315880082372	2.34544266600123	0.131695248219705	0.132184572327216	0.186591531332423
