Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2022-06-23	0.695515710592116	-0.0228483758273333	0.672667334764783	0.0278352332064141	0.0279890632777248	0.039473888468454
2022-06-24	0.562634658682983	-0.327120527067411	0.235514131615572	0.0125664781916507	0.0125141900253522	0.0177347491138684
2022-06-25	0.705879049948151	-0.622557594637807	0.0833214553103442	0.0134771178121952	0.0129405080567887	0.0186839357013345
2022-06-26	0.560434809678323	-0.0819218705158886	0.478512939162434	0.00694559803380511	0.00698122595430253	0.00984778390665762
2022-06-27	0.529430579111252	-0.0306730876701161	0.498757491441136	0.0172685970081633	0.0172855362515363	0.0244334648818689
2022-06-28	0.226140566162619	0.0311086455534733	0.257249211716092	0.0112710247023712	0.0116767997331856	0.0162290988613165
2022-06-29	0.557500643844807	-0.172917282568581	0.384583361276225	0.00840413755828811	0.00825272628208789	0.0117786679716211
2022-06-30	-0.0839190540324658	0.973770743204926	0.88985168917246	0.0311016984452108	0.0315091480819868	0.044273491606484
2022-07-01	0.632298674188667	-0.658107013645939	-0.0258083394572721	0.0369971023983759	0.0375885668771548	0.0527416907745121
2022-07-02	0.323418703508034	0.478624352703921	0.802043056211956	0.0193381697031657	0.0192523030753508	0.0272876525405466
