KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B2P4, Sept 15, 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/17/2021 12:28:40 AM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;-0.10;0.11;1.00;-0.28;5.5;0.193;1.92;0.64;8.1;96.6;96.6;10.75;0.275;0.00;8.0;-0.21;-0.21;5.27;14.75;5;19.53;0;NA;51.7;10.648;0.193;4.44;0.0
;;;STANDARD DEVIATION:;0.16;0.25;0.49;0.82;12.7;0.672;4.35;1.45;18.7;4.1;4.1;0.37;0.955;0.01;18.3;0.36;0.36;0.32;0.90;12;7.70;0;0.57;34.0;2.568;0.672;0.07;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/15/2021;18:40:00;0.0;VW-See;0.19;-0.06;1.91;-0.82;-0.1;0.014;2.45;0.82;-0.1;92.1;92.1;9.91;0.020;0.00;-0.1;0.35;0.35;5.55;15.54;0;22.60;0;5.66;55.7;12.062;0.014;4.64;0.0
9/15/2021;18:40:01;0.0;VW-See;0.08;-0.08;1.56;-0.88;-0.1;0.014;2.46;0.82;-0.1;91.9;91.9;9.88;0.020;0.00;-0.1;0.30;0.30;5.73;16.05;0;22.79;0;5.67;55.1;12.044;0.014;4.62;0.0
9/15/2021;18:40:02;0.0;VW-See;-0.14;-0.05;0.88;-0.81;-0.1;0.014;2.35;0.78;-0.1;91.6;91.6;9.86;0.020;0.00;-0.1;0.10;0.10;5.42;15.18;0;22.73;0;5.67;55.0;12.010;0.014;4.62;0.0
9/15/2021;18:40:03;0.0;VW-See;-0.06;0.02;1.13;-0.55;-0.1;0.014;2.14;0.71;-0.1;91.8;91.8;9.89;0.020;0.00;-0.1;0.00;0.00;5.19;14.52;0;22.73;0;5.66;55.3;11.979;0.014;4.62;0.0
9/15/2021;18:40:04;0.0;VW-See;-0.04;0.03;1.19;-0.54;-0.1;0.014;2.76;0.92;-0.1;92.2;92.2;9.94;0.020;0.00;-0.1;0.09;0.09;5.13;14.36;0;22.57;0;5.66;55.4;11.982;0.014;4.62;0.0
9/15/2021;18:40:05;0.0;VW-See;-0.02;-0.02;1.24;-0.69;-0.1;0.014;2.67;0.89;-0.1;92.3;92.3;9.95;0.020;0.00;-0.1;0.15;0.15;5.20;14.56;0;22.62;0;5.67;55.0;11.997;0.014;4.62;0.0
9/15/2021;18:40:06;0.0;VW-See;-0.01;0.08;1.27;-0.38;-0.1;0.014;2.48;0.83;-0.1;92.1;92.1;9.92;0.019;0.00;-0.1;0.07;0.07;5.33;14.92;0;22.74;0;5.69;53.6;11.994;0.014;4.62;0.0
9/15/2021;18:40:07;0.0;VW-See;-0.03;0.08;1.20;-0.38;-0.1;0.014;2.36;0.79;-0.1;91.9;91.9;9.90;0.019;0.00;-0.1;-0.02;-0.02;5.30;14.85;0;22.73;0;5.67;55.1;11.968;0.014;4.62;0.0
9/15/2021;18:40:08;0.0;VW-See;0.03;0.03;1.40;-0.52;-0.1;0.014;2.41;0.80;-0.1;91.9;91.9;9.91;0.020;0.00;-0.1;0.22;0.22;4.87;13.62;0;22.83;0;5.65;56.3;11.954;0.014;4.62;0.0
9/15/2021;18:40:09;0.0;VW-See;0.06;-0.01;1.48;-0.66;-0.1;0.015;2.43;0.81;-0.1;91.7;91.7;9.90;0.021;0.00;-0.1;0.41;0.41;4.75;13.31;0;22.87;0;5.66;55.4;11.958;0.015;4.62;0.0
9/15/2021;18:40:10;0.0;VW-See;0.03;-0.07;1.40;-0.86;-0.1;0.014;2.34;0.78;-0.1;90.9;90.9;9.81;0.021;0.00;-0.1;0.39;0.39;5.50;15.40;0;22.85;0;5.68;54.1;11.943;0.015;4.62;0.0
9/15/2021;18:40:11;0.0;VW-See;0.00;-0.08;1.32;-0.90;-0.1;0.014;2.13;0.71;-0.1;90.7;90.7;9.79;0.019;0.00;-0.1;0.25;0.25;5.52;15.46;0;22.76;0;5.67;54.8;11.897;0.013;4.62;0.0
9/15/2021;18:40:12;0.0;VW-See;0.10;0.04;1.61;-0.52;-0.1;0.013;2.41;0.80;-0.1;91.2;91.2;9.86;0.019;0.00;-0.1;0.22;0.22;5.23;14.65;0;22.52;0;5.66;55.6;11.894;0.014;4.62;0.0
9/15/2021;18:40:13;0.0;VW-See;0.15;0.09;1.76;-0.33;-0.1;0.014;2.59;0.86;-0.1;91.9;91.9;9.93;0.020;0.00;-0.1;0.19;0.19;5.09;14.26;0;22.56;0;5.64;56.8;11.934;0.014;4.62;0.0
9/15/2021;18:40:14;0.0;VW-See;0.14;0.13;1.73;-0.22;-0.1;0.014;2.43;0.81;-0.1;92.0;92.0;9.93;0.020;0.00;-0.1;0.09;0.09;5.10;14.27;0;22.60;0;5.63;57.1;11.954;0.014;4.62;0.0
9/15/2021;18:40:15;0.0;VW-See;0.14;0.12;1.75;-0.23;-0.1;0.013;2.53;0.84;-0.1;91.9;91.9;9.92;0.019;0.00;-0.1;0.18;0.18;5.41;15.15;0;22.50;0;5.64;56.8;11.960;0.013;4.62;0.0
9/15/2021;18:40:16;0.0;VW-See;0.01;0.10;1.35;-0.30;-0.1;0.013;2.58;0.86;-0.1;91.8;91.8;9.90;0.019;0.00;-0.1;0.11;0.11;5.54;15.51;0;22.50;0;5.65;56.1;11.955;0.013;4.62;0.0
9/15/2021;18:40:17;0.0;VW-See;-0.04;0.08;1.18;-0.38;-0.1;0.014;2.38;0.79;-0.1;91.9;91.9;9.92;0.019;0.00;-0.1;0.18;0.18;5.30;14.84;0;22.65;0;5.64;56.6;11.936;0.014;4.62;0.0
9/15/2021;18:40:18;0.0;VW-See;-0.09;-0.01;1.02;-0.67;-0.1;0.013;2.26;0.75;-0.1;92.0;92.0;9.93;0.019;0.00;-0.1;0.31;0.31;5.48;15.36;0;22.72;0;5.63;57.2;11.919;0.014;4.62;0.0
9/15/2021;18:40:19;0.0;VW-See;-0.07;0.08;1.08;-0.38;-0.1;0.014;2.58;0.86;-0.1;92.1;92.1;9.94;0.019;0.00;-0.1;0.31;0.31;5.93;16.60;0;22.48;0;5.63;57.0;11.908;0.014;4.62;0.0
9/15/2021;18:40:20;0.0;VW-See;-0.07;0.29;1.08;0.31;-0.1;0.014;2.66;0.89;-0.1;92.2;92.2;9.96;0.020;0.00;-0.1;0.24;0.24;5.85;16.37;0;22.54;0;5.63;57.0;11.897;0.014;4.62;0.0
9/15/2021;18:40:21;0.0;VW-See;-0.18;0.14;0.75;-0.16;-0.1;0.014;2.47;0.82;-0.1;92.5;92.5;9.99;0.020;0.00;-0.1;0.07;0.07;5.43;15.21;0;22.64;0;5.62;57.7;11.898;0.014;4.62;0.0
9/15/2021;18:40:22;0.0;VW-See;-0.18;0.11;0.74;-0.29;-0.1;0.013;2.33;0.78;-0.1;92.8;92.8;10.03;0.018;0.00;-0.1;0.02;0.02;5.08;14.23;0;22.60;0;5.59;59.7;11.924;0.012;4.62;0.0
9/15/2021;18:40:23;0.0;VW-See;-0.27;0.21;0.47;0.04;-0.1;0.013;2.24;0.75;-0.1;93.0;93.0;10.05;0.018;0.00;-0.1;0.01;0.01;4.15;11.63;0;22.49;0;5.56;61.3;11.969;0.013;4.62;0.0
9/15/2021;18:40:24;0.0;VW-See;-0.17;0.18;0.76;-0.05;-0.1;0.014;2.11;0.70;-0.1;93.0;93.0;10.03;0.019;0.00;-0.1;0.14;0.14;4.45;12.45;0;22.57;0;5.72;52.0;12.015;0.014;4.62;0.0
9/15/2021;18:40:25;0.0;VW-See;0.00;0.14;1.31;-0.17;-0.1;0.014;2.36;0.79;-0.1;92.8;92.8;10.00;0.020;0.00;-0.1;0.17;0.17;5.65;15.82;0;22.55;0;5.49;65.9;12.032;0.014;4.62;0.0
9/15/2021;18:40:26;0.0;VW-See;0.05;0.12;1.47;-0.26;0.0;0.014;2.60;0.87;-0.1;92.9;92.9;10.00;0.020;0.00;-0.1;0.19;0.19;5.16;14.45;0;22.36;0;5.61;58.5;12.035;0.014;4.62;0.0
