KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/13/2021 11:34:43 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;-0.07;0.08;1.10;-0.38;5.3;0.019;2.68;0.89;8.4;92.8;92.8;11.72;0.027;0.00;8.3;0.14;0.14;5.26;14.72;5;31.70;0;NA;68.8;5.452;0.019;4.25;0.0
;;;STANDARD DEVIATION:;0.14;0.14;0.43;0.47;13.3;0.367;0.85;0.28;20.6;1.1;1.1;0.30;0.521;0.01;20.3;0.33;0.33;0.26;0.72;13;14.09;0;0.53;31.2;0.791;0.366;0.04;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/13/2021;16:18:14;0.0;VW-See;-0.12;0.09;0.95;-0.34;0.8;-0.064;0.82;0.27;1.3;90.0;90.0;10.89;-0.092;0.00;1.3;0.22;0.22;5.18;14.52;1;34.13;0;5.74;49.5;7.110;-0.065;4.36;0.0
9/13/2021;16:18:15;0.0;VW-See;-0.10;0.11;0.98;-0.28;0.8;-0.064;0.74;0.25;1.3;89.9;89.9;10.88;-0.092;0.00;1.3;0.35;0.35;5.26;14.74;1;34.08;0;5.74;49.5;7.105;-0.065;4.36;0.0
9/13/2021;16:18:16;0.0;VW-See;-0.04;0.13;1.17;-0.20;0.8;-0.064;0.71;0.24;1.3;89.9;89.9;10.88;-0.092;0.00;1.3;0.40;0.40;5.35;14.99;1;34.08;0;5.74;49.4;7.099;-0.065;4.36;0.0
9/13/2021;16:18:17;0.0;VW-See;-0.07;0.14;1.08;-0.16;0.8;-0.065;0.72;0.24;1.3;89.8;89.8;10.87;-0.092;0.00;1.3;0.15;0.15;5.37;15.04;1;34.07;0;5.73;50.2;7.084;-0.064;4.36;0.0
9/13/2021;16:18:18;0.0;VW-See;-0.11;0.09;0.97;-0.34;0.8;-0.064;0.77;0.26;1.3;89.7;89.7;10.86;-0.091;0.00;1.3;0.06;0.06;5.41;15.15;1;34.01;0;5.72;50.5;7.070;-0.064;4.36;0.0
