KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERL 33 Sept19 2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/19/2021 5:43:32 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.02;0.07;1.38;-0.40;7.2;0.244;2.65;0.88;10.8;84.9;84.9;10.13;0.346;0.00;10.6;0.21;0.21;5.13;14.37;7;31.01;0;NA;2.8;7.675;0.250;3.87;0.3
;;;STANDARD DEVIATION:;0.86;0.13;2.68;0.43;22.0;0.528;2.62;0.87;33.0;14.3;14.3;1.65;0.751;0.02;32.4;0.44;0.44;1.82;5.10;21;48.71;0;0.48;28.2;0.684;0.550;0.23;1.7
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/19/2021;14:47:29;0.0;;0.55;0.13;3.03;-0.20;0.6;0.132;1.83;0.61;0.9;66.7;66.7;8.06;0.187;0.00;0.9;1.65;1.65;5.88;16.48;1;104.09;0;6.02;32.8;7.209;0.132;5.10;11.5
9/19/2021;14:47:31;0.0;;0.51;0.13;2.91;-0.19;0.6;0.132;1.82;0.61;0.9;66.7;66.7;8.06;0.187;0.00;0.9;1.65;1.65;5.88;16.47;1;104.06;0;6.02;32.8;7.212;0.131;5.10;11.5
9/19/2021;14:47:33;0.0;;0.56;0.13;3.06;-0.20;0.6;0.132;1.82;0.61;0.9;66.8;66.8;8.06;0.187;0.00;0.9;1.72;1.72;5.90;16.51;1;104.05;0;6.02;32.8;7.218;0.131;5.10;11.5
9/19/2021;14:47:35;0.0;;0.49;0.14;2.85;-0.19;0.6;0.132;1.83;0.61;0.9;66.8;66.8;8.06;0.187;0.00;0.9;1.60;1.60;5.89;16.50;1;104.04;0;6.02;32.8;7.232;0.131;5.10;11.5
9/19/2021;14:47:37;0.0;;0.52;0.14;2.93;-0.17;0.6;0.132;1.83;0.61;0.9;66.8;66.8;8.06;0.187;0.00;0.9;1.63;1.63;5.89;16.49;1;104.05;0;6.02;32.7;7.250;0.132;5.11;11.5
9/19/2021;14:47:39;0.0;;0.52;0.15;2.92;-0.15;0.6;0.132;1.83;0.61;0.9;66.8;66.8;8.05;0.187;0.00;0.9;1.64;1.64;5.88;16.47;1;104.12;0;6.02;32.7;7.271;0.132;5.11;11.5
9/19/2021;14:47:41;0.0;;0.51;0.14;2.91;-0.18;0.6;0.132;1.84;0.61;0.9;66.8;66.8;8.05;0.187;0.00;0.9;1.65;1.65;5.90;16.51;1;104.19;0;6.02;32.7;7.294;0.132;5.11;11.5
9/19/2021;14:47:43;0.0;;0.44;0.13;2.67;-0.21;0.6;0.132;1.83;0.61;0.9;66.8;66.8;8.05;0.187;0.00;0.9;1.55;1.55;5.91;16.55;1;104.25;0;6.02;32.7;7.316;0.133;5.11;11.5
9/19/2021;14:47:45;0.0;;0.48;0.12;2.82;-0.25;0.6;0.132;1.84;0.61;0.9;66.8;66.8;8.04;0.187;0.00;0.9;1.62;1.62;5.91;16.56;1;104.35;0;6.02;32.7;7.339;0.132;5.11;11.5
9/19/2021;14:47:47;0.0;;0.48;0.11;2.80;-0.27;0.6;0.132;1.84;0.61;0.9;66.8;66.8;8.04;0.187;0.00;0.9;1.58;1.58;5.91;16.54;1;104.44;0;6.02;32.7;7.359;0.132;5.11;11.5
9/19/2021;14:47:49;0.0;;0.43;0.11;2.66;-0.26;0.6;0.132;1.83;0.61;0.9;66.8;66.8;8.03;0.187;0.00;0.9;1.63;1.63;5.92;16.58;1;104.54;0;6.02;32.6;7.374;0.132;5.11;11.5
9/19/2021;14:47:51;0.0;;0.42;0.11;2.63;-0.27;0.6;0.132;1.84;0.61;0.9;66.8;66.8;8.03;0.187;0.00;0.9;1.59;1.59;5.94;16.62;1;104.62;0;6.02;32.6;7.385;0.132;5.11;11.5
9/19/2021;14:47:53;0.0;;0.48;0.12;2.81;-0.25;0.6;0.132;1.86;0.62;0.9;66.7;66.7;8.03;0.188;0.00;0.9;1.59;1.59;5.92;16.58;1;104.67;0;6.02;32.6;7.395;0.133;5.11;11.5
