KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/13/2021 11:31:45 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;0.20;0.07;1.92;-0.40;3.6;-0.017;4.01;1.34;6.0;93.5;93.5;11.51;-0.023;0.00;5.9;0.19;0.19;5.18;14.51;4;29.27;0;NA;42.0;6.590;-0.016;4.40;0.0
;;;STANDARD DEVIATION:;3.52;0.16;11.03;0.54;11.3;0.144;6.71;2.24;19.2;2.1;2.1;0.70;0.205;0.01;18.9;1.30;1.30;1.02;2.84;12;29.04;0;0.69;41.1;3.011;0.144;0.08;0.0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/13/2021;15:27:24;0.0;VW-See;0.01;0.21;1.34;0.04;0.1;-0.049;2.09;0.70;0.1;91.0;91.0;9.69;-0.069;0.00;0.1;0.27;0.27;5.12;14.34;0;30.81;0;6.27;18.7;12.545;-0.048;4.62;0.0
9/13/2021;15:27:25;0.0;VW-See;0.08;0.24;1.54;0.14;0.0;-0.049;2.09;0.70;0.1;91.0;91.0;9.69;-0.069;0.00;0.1;0.15;0.15;5.35;14.97;0;30.98;0;6.27;18.7;12.569;-0.048;4.62;0.0
9/13/2021;15:27:26;0.0;VW-See;0.11;0.06;1.66;-0.44;0.0;-0.048;2.54;0.85;0.0;91.0;91.0;9.68;-0.069;0.00;0.0;0.20;0.20;5.59;15.66;0;30.89;0;6.29;17.8;12.586;-0.049;4.62;0.0
9/13/2021;15:27:27;0.0;VW-See;0.06;-0.03;1.48;-0.72;0.0;-0.048;2.33;0.78;0.1;90.9;90.9;9.67;-0.069;0.00;0.1;0.32;0.32;5.47;15.33;0;30.60;0;6.30;16.9;12.594;-0.049;4.65;0.0
9/13/2021;15:27:28;0.0;VW-See;0.04;0.12;1.44;-0.24;0.1;-0.048;2.36;0.79;0.1;90.9;90.9;9.67;-0.068;0.00;0.1;0.31;0.31;5.54;15.52;0;30.50;0;6.32;16.0;12.612;-0.048;4.65;0.0
9/13/2021;15:27:29;0.0;VW-See;0.00;0.02;1.30;-0.56;0.0;-0.049;2.37;0.79;0.1;90.9;90.9;9.66;-0.069;0.00;0.1;0.38;0.38;5.70;15.96;0;30.75;0;6.32;15.7;12.604;-0.048;4.65;0.0
9/13/2021;15:27:30;0.0;VW-See;0.06;0.01;1.48;-0.59;0.0;-0.049;2.28;0.76;0.1;90.9;90.9;9.67;-0.069;0.00;0.1;0.42;0.42;5.61;15.70;0;30.80;0;6.32;15.7;12.548;-0.049;4.65;0.0
