KorEXO MEASUREMENT DATA FILE EXPORT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILE CREATED:;9/13/2021 11:40:25 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;MEAN VALUE:;-0.14;0.08;0.87;-0.38;4.5;0.015;3.37;1.12;7.1;94.2;94.2;11.43;0.021;0;7;-0.07;-0.07;5.36;15.01;5;30.06;0;NA;72.9;7.074;0.015;4.22;0
;;;STANDARD DEVIATION:;0.26;0.08;0.81;0.26;10.6;0.284;3.55;1.18;16.8;1.4;1.4;0.44;0.404;0.01;16.6;0.56;0.56;0.38;1.06;11;7.81;0;0.51;30.2;1.879;0.284;0.07;0.7
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;SENSOR SERIAL NUMBER:;15D103675;18A104217;15D103675;18A104217;16L102034;15C104792;15D102806;15D102806;16L102034;15M103221;15M103221;15M103221;15C104792;16L102034;16L102034;15D103675;15D103675;18A104217;18A104217;16L102034;17L102782;17L102782;16L104494;16L104494;16L102034;15C104792;15D102261;15D102261
Date (MM/DD/YYYY);Time (HH:MM:SS);Time (Fract. Sec);Site Name;Chlorophyll RFU;Chlorophyll RFU;Chlorophyll ug/L;Chlorophyll ug/L;Cond µS/cm;Depth m;fDOM QSU;fDOM RFU;nLF Cond µS/cm;ODO % sat;ODO % local;ODO mg/L;Pressure psi a;Sal psu;SpCond µS/cm;BGA PC RFU;BGA PC ug/L;BGA PE RFU;BGA PE ug/L;TDS mg/L;Turbidity FNU;TSS mg/L;pH;pH mV;Temp °C;Vertical Position m;Battery V;Cable Pwr V
9/13/2021;17:24:52;0;VW-See;-0.11;0.1;0.95;-0.32;0.4;-0.04;1.95;0.65;0.5;94.3;94.3;10.73;-0.056;0;0.5;0.2;0.2;5.27;14.77;0;34.43;0;5.33;74.3;9.658;-0.039;4.42;0
9/13/2021;17:24:53;0;VW-See;-0.11;0.1;0.95;-0.32;0.4;-0.04;1.95;0.65;0.5;94.3;94.3;10.73;-0.056;0;0.5;0.2;0.2;5.27;14.77;0;34.43;0;5.33;74.3;9.658;-0.039;4.42;0
9/13/2021;17:24:54;0;VW-See;-0.18;0.12;0.75;-0.23;0.4;-0.039;1.93;0.64;0.5;94.3;94.3;10.73;-0.055;0;0.5;0.13;0.13;5.25;14.69;0;34.36;0;5.34;73.9;9.655;-0.039;4.42;0
9/13/2021;17:24:55;0;VW-See;-0.13;0.14;0.91;-0.17;0.4;-0.039;1.93;0.64;0.5;94.3;94.3;10.73;-0.055;0;0.5;0.11;0.11;5.35;14.99;0;34.44;0;5.34;73.9;9.66;-0.039;4.44;0
9/13/2021;17:24:56;0;VW-See;-0.11;0.11;0.95;-0.27;0.4;-0.039;2.03;0.68;0.5;94.2;94.2;10.73;-0.055;0;0.5;0.05;0.05;5.47;15.3;0;34.47;0;5.34;74.2;9.669;-0.039;4.44;0
