Date_time	Pond	Day	Depth_m	Chlorophyll_RFU	Cond_uScm	SpCond_uScm	fDOM_RFU	ODO_mgL	ODO_sat	pH	Temp_C
2023-07-05T13:45:35Z	ERL84	Juli 05	6.226	-0.31	108.3	156.8	0.07	14.03	120.9	8.69	8.81
2023-07-05T13:45:37Z	ERL84	Juli 05	6.263	-0.3	108.4	157	0.08	14.05	121	8.69	8.783
2023-07-05T13:45:39Z	ERL84	Juli 05	6.3	-0.31	108.4	157.2	0.08	14.05	120.9	8.69	8.743
2023-07-05T13:45:41Z	ERL84	Juli 05	6.343	-0.29	108.5	157.4	0.08	14.04	120.7	8.69	8.726
2023-07-05T13:45:43Z	ERL84	Juli 05	6.381	-0.28	108.5	157.6	0.08	14.03	120.6	8.69	8.696
2023-07-05T13:45:45Z	ERL84	Juli 05	6.424	-0.26	108.6	157.8	0.08	14.01	120.3	8.68	8.653
2023-07-05T13:45:47Z	ERL84	Juli 05	6.466	-0.26	108.6	158.1	0.09	14	120.1	8.68	8.61
2023-07-05T13:45:49Z	ERL84	Juli 05	6.51	-0.25	108.6	158.3	0.09	13.98	119.8	8.68	8.555
2023-07-05T13:45:51Z	ERL84	Juli 05	6.551	-0.25	108.6	158.6	0.1	13.98	119.7	8.67	8.505
2023-07-05T13:45:53Z	ERL84	Juli 05	6.596	-0.25	108.7	158.8	0.11	13.98	119.5	8.67	8.463
2023-07-05T13:45:55Z	ERL84	Juli 05	6.637	-0.25	108.7	159	0.11	13.97	119.3	8.67	8.418
2023-07-05T13:45:57Z	ERL84	Juli 05	6.679	-0.25	108.7	159.1	0.12	13.96	119.1	8.66	8.389
2023-07-05T13:45:59Z	ERL84	Juli 05	6.724	-0.24	108.6	159.2	0.13	13.94	118.8	8.66	8.368
2023-07-05T13:46:01Z	ERL84	Juli 05	6.764	-0.25	108.5	159.3	0.14	13.92	118.6	8.66	8.326
2023-07-05T13:46:03Z	ERL84	Juli 05	6.811	-0.25	108.4	159.2	0.14	13.9	118.3	8.66	8.276
2023-07-05T13:46:05Z	ERL84	Juli 05	6.853	-0.24	108.2	159.2	0.15	13.88	118	8.65	8.224
2023-07-05T13:46:07Z	ERL84	Juli 05	6.899	-0.22	108	159.1	0.16	13.87	117.7	8.65	8.173
2023-07-05T13:46:09Z	ERL84	Juli 05	6.941	-0.23	107.7	159	0.17	13.87	117.5	8.65	8.112
2023-07-05T13:46:11Z	ERL84	Juli 05	6.987	-0.23	107.5	158.9	0.18	13.86	117.3	8.65	8.061
2023-07-05T13:46:13Z	ERL84	Juli 05	7.029	-0.21	107.2	158.7	0.18	13.86	117.2	8.64	8.026
2023-07-05T13:46:15Z	ERL84	Juli 05	7.076	-0.2	107.1	158.6	0.19	13.86	117.1	8.64	8.002
2023-07-05T13:46:17Z	ERL84	Juli 05	7.117	-0.22	106.9	158.5	0.19	13.85	116.9	8.63	7.971
2023-07-05T13:46:19Z	ERL84	Juli 05	7.159	-0.21	106.8	158.5	0.2	13.84	116.8	8.63	7.939
2023-07-05T13:46:21Z	ERL84	Juli 05	7.205	-0.19	106.7	158.5	0.21	13.84	116.7	8.63	7.907
2023-07-05T13:46:23Z	ERL84	Juli 05	7.246	-0.2	106.7	158.5	0.21	13.84	116.6	8.63	7.881
2023-07-05T13:46:25Z	ERL84	Juli 05	7.289	-0.19	106.7	158.6	0.22	13.83	116.5	8.63	7.855
2023-07-05T13:46:27Z	ERL84	Juli 05	7.34	-0.18	106.7	158.7	0.22	13.82	116.3	8.63	7.828
2023-07-05T13:46:29Z	ERL84	Juli 05	7.372	-0.18	106.7	158.8	0.22	13.81	116.2	8.63	7.808
2023-07-05T13:46:31Z	ERL84	Juli 05	7.422	-0.19	106.7	159	0.23	13.8	116	8.63	7.794
2023-07-05T13:46:33Z	ERL84	Juli 05	7.453	-0.17	106.8	159.1	0.24	13.78	115.8	8.63	7.774
2023-07-05T13:46:35Z	ERL84	Juli 05	7.494	-0.17	106.8	159.3	0.24	13.77	115.7	8.64	7.752
2023-07-05T13:46:37Z	ERL84	Juli 05	7.535	-0.16	106.9	159.5	0.25	13.77	115.5	8.64	7.718
2023-07-05T13:46:39Z	ERL84	Juli 05	7.581	-0.15	106.9	159.7	0.25	13.76	115.4	8.64	7.677
2023-07-05T13:46:41Z	ERL84	Juli 05	7.634	-0.16	106.9	159.9	0.26	13.77	115.3	8.65	7.639
2023-07-05T13:46:43Z	ERL84	Juli 05	7.666	-0.16	106.9	160.1	0.26	13.77	115.3	8.65	7.597
2023-07-05T13:46:45Z	ERL84	Juli 05	7.719	-0.14	106.8	160.2	0.26	13.78	115.2	8.65	7.558
2023-07-05T13:46:47Z	ERL84	Juli 05	7.753	-0.16	106.8	160.3	0.27	13.79	115.2	8.65	7.514
2023-07-05T13:46:49Z	ERL84	Juli 05	7.809	-0.15	106.7	160.4	0.27	13.8	115.2	8.65	7.473
2023-07-05T13:46:51Z	ERL84	Juli 05	7.843	-0.15	106.7	160.5	0.27	13.8	115	8.64	7.434
2023-07-05T13:46:53Z	ERL84	Juli 05	7.9	-0.15	106.6	160.6	0.27	13.8	114.9	8.64	7.394
2023-07-05T13:46:55Z	ERL84	Juli 05	7.943	-0.15	106.5	160.7	0.28	13.79	114.7	8.63	7.355
2023-07-05T13:46:57Z	ERL84	Juli 05	7.991	-0.16	106.5	160.8	0.29	13.78	114.5	8.62	7.31
2023-07-05T13:46:59Z	ERL84	Juli 05	8.034	-0.14	106.5	161	0.29	13.77	114.3	8.61	7.266
2023-07-05T13:47:01Z	ERL84	Juli 05	8.081	-0.14	106.5	161.2	0.3	13.74	113.9	8.6	7.227
2023-07-05T13:47:03Z	ERL84	Juli 05	8.126	-0.12	106.5	161.4	0.3	13.71	113.6	8.59	7.189
2023-07-05T13:47:05Z	ERL84	Juli 05	8.169	-0.12	106.4	161.5	0.31	13.69	113.3	8.57	7.158
2023-07-05T13:47:07Z	ERL84	Juli 05	8.215	-0.11	106.4	161.5	0.32	13.67	113.1	8.56	7.132
2023-07-05T13:47:09Z	ERL84	Juli 05	8.254	-0.11	106.4	161.6	0.32	13.65	112.8	8.55	7.118
2023-07-05T13:47:11Z	ERL84	Juli 05	8.295	-0.1	106.4	161.6	0.33	13.62	112.6	8.53	7.101
2023-07-05T13:47:13Z	ERL84	Juli 05	8.333	-0.1	106.3	161.6	0.33	13.61	112.4	8.52	7.077
2023-07-05T13:47:15Z	ERL84	Juli 05	8.374	-0.11	106.2	161.7	0.33	13.59	112.2	8.51	7.053
2023-07-05T13:47:17Z	ERL84	Juli 05	8.411	-0.1	106.2	161.7	0.33	13.57	111.9	8.5	7.026
2023-07-05T13:47:19Z	ERL84	Juli 05	8.452	-0.1	106.2	161.8	0.34	13.54	111.6	8.49	6.999
2023-07-05T13:47:21Z	ERL84	Juli 05	8.489	-0.11	106.1	161.8	0.34	13.51	111.3	8.47	6.974
2023-07-05T13:47:23Z	ERL84	Juli 05	8.528	-0.11	106.1	161.9	0.33	13.48	110.9	8.46	6.945
2023-07-05T13:47:25Z	ERL84	Juli 05	8.562	-0.11	106	161.9	0.34	13.43	110.5	8.45	6.932
2023-07-05T13:47:27Z	ERL84	Juli 05	8.594	-0.1	106	161.9	0.34	13.39	110.2	8.44	6.914
2023-07-05T13:47:29Z	ERL84	Juli 05	8.629	-0.1	105.8	161.8	0.34	13.35	109.8	8.43	6.888
2023-07-05T13:47:31Z	ERL84	Juli 05	8.66	-0.09	105.7	161.7	0.35	13.31	109.4	8.42	6.864
2023-07-05T13:47:33Z	ERL84	Juli 05	8.694	-0.07	105.6	161.7	0.35	13.27	109	8.41	6.831
2023-07-05T13:47:35Z	ERL84	Juli 05	8.726	-0.05	105.4	161.6	0.35	13.24	108.6	8.39	6.8
2023-07-05T13:47:37Z	ERL84	Juli 05	8.761	-0.05	105.2	161.4	0.36	13.2	108.2	8.38	6.77
2023-07-05T13:47:39Z	ERL84	Juli 05	8.793	-0.03	105.1	161.4	0.36	13.16	107.8	8.37	6.732
2023-07-05T13:47:41Z	ERL84	Juli 05	8.826	-0.03	105	161.4	0.37	13.13	107.4	8.36	6.707
2023-07-05T13:47:43Z	ERL84	Juli 05	8.859	-0.03	104.9	161.3	0.38	13.09	107.1	8.35	6.689
2023-07-05T13:47:45Z	ERL84	Juli 05	8.896	-0.04	104.8	161.3	0.38	13.06	106.8	8.34	6.665
2023-07-05T13:47:47Z	ERL84	Juli 05	8.932	-0.03	104.8	161.3	0.39	13.04	106.5	8.33	6.653
2023-07-05T13:47:49Z	ERL84	Juli 05	8.972	-0.04	104.8	161.4	0.39	13.01	106.3	8.33	6.64
2023-07-05T13:47:51Z	ERL84	Juli 05	9.007	-0.03	104.8	161.4	0.39	12.99	106.1	8.32	6.63
2023-07-05T13:47:53Z	ERL84	Juli 05	9.041	0	104.9	161.6	0.39	12.98	106	8.32	6.619
2023-07-05T13:47:55Z	ERL84	Juli 05	9.078	0.01	105	162	0.38	12.96	105.8	8.32	6.603
2023-07-05T13:47:57Z	ERL84	Juli 05	9.112	0.02	105.2	162.3	0.38	12.95	105.6	8.33	6.593
2023-07-05T13:47:59Z	ERL84	Juli 05	9.148	0.04	105.5	162.7	0.37	12.94	105.5	8.33	6.581
2023-07-05T13:48:01Z	ERL84	Juli 05	9.18	0.04	105.8	163.2	0.36	12.93	105.4	8.34	6.566
2023-07-05T13:48:03Z	ERL84	Juli 05	9.217	0.04	106.1	163.9	0.36	12.92	105.3	8.34	6.545
2023-07-05T13:48:05Z	ERL84	Juli 05	9.253	0.03	106.5	164.5	0.35	12.92	105.3	8.35	6.528
2023-07-05T13:48:07Z	ERL84	Juli 05	9.291	0.03	106.8	165.1	0.35	12.92	105.2	8.36	6.514
2023-07-05T13:48:09Z	ERL84	Juli 05	9.326	0.06	107.2	165.7	0.34	12.92	105.2	8.37	6.5
2023-07-05T13:48:11Z	ERL84	Juli 05	9.361	0.06	107.5	166.3	0.34	12.92	105.2	8.37	6.485
2023-07-05T13:48:13Z	ERL84	Juli 05	9.4	0.07	107.7	166.8	0.33	12.92	105.1	8.38	6.464
2023-07-05T13:48:15Z	ERL84	Juli 05	9.434	0.11	107.9	167.2	0.33	12.93	105.1	8.38	6.447
2023-07-05T13:48:17Z	ERL84	Juli 05	9.474	0.11	108.1	167.5	0.33	12.92	105	8.38	6.431
2023-07-05T13:48:19Z	ERL84	Juli 05	9.511	0.09	108.2	167.9	0.34	12.92	104.9	8.38	6.404
2023-07-05T13:48:21Z	ERL84	Juli 05	9.553	0.07	108.3	168.1	0.34	12.92	104.9	8.38	6.385
2023-07-05T13:48:23Z	ERL84	Juli 05	9.591	0.09	108.4	168.3	0.34	12.91	104.7	8.37	6.366
2023-07-05T13:48:25Z	ERL84	Juli 05	9.633	0.09	108.5	168.5	0.34	12.9	104.6	8.36	6.349
2023-07-05T13:48:27Z	ERL84	Juli 05	9.67	0.08	108.5	168.6	0.34	12.88	104.4	8.35	6.332
2023-07-05T13:48:29Z	ERL84	Juli 05	9.712	0.09	108.6	168.8	0.34	12.86	104.2	8.35	6.308
2023-07-05T13:48:31Z	ERL84	Juli 05	9.757	0.11	108.7	169.2	0.35	12.84	103.9	8.34	6.28
2023-07-05T13:48:33Z	ERL84	Juli 05	9.801	0.13	108.8	169.5	0.35	12.81	103.7	8.33	6.263
2023-07-05T13:48:35Z	ERL84	Juli 05	9.85	0.11	109	169.9	0.36	12.79	103.4	8.32	6.234
2023-07-05T13:48:37Z	ERL84	Juli 05	9.901	0.11	109.1	170.2	0.36	12.77	103.2	8.3	6.206
2023-07-05T13:48:39Z	ERL84	Juli 05	9.95	0.13	109.3	170.6	0.36	12.75	103	8.29	6.18
2023-07-05T13:48:41Z	ERL84	Juli 05	9.997	0.16	109.4	170.9	0.36	12.73	102.7	8.28	6.157
2023-07-05T13:48:43Z	ERL84	Juli 05	10.05	0.19	109.4	171	0.37	12.71	102.5	8.27	6.142
2023-07-05T13:48:45Z	ERL84	Juli 05	10.098	0.21	109.4	171.1	0.37	12.69	102.3	8.26	6.126
2023-07-05T13:48:47Z	ERL84	Juli 05	10.152	0.25	109.5	171.2	0.37	12.67	102.1	8.25	6.113
2023-07-05T13:48:49Z	ERL84	Juli 05	10.201	0.26	109.5	171.4	0.38	12.64	101.9	8.24	6.102
2023-07-05T13:48:51Z	ERL84	Juli 05	10.255	0.23	109.5	171.4	0.38	12.62	101.7	8.23	6.089
2023-07-05T13:48:53Z	ERL84	Juli 05	10.304	0.23	109.5	171.5	0.38	12.6	101.4	8.22	6.072
2023-07-05T13:48:55Z	ERL84	Juli 05	10.357	0.26	109.5	171.6	0.39	12.57	101.2	8.21	6.054
2023-07-05T13:48:57Z	ERL84	Juli 05	10.404	0.3	109.6	171.8	0.39	12.55	101	8.2	6.038
2023-07-05T13:48:59Z	ERL84	Juli 05	10.449	0.32	109.6	171.9	0.4	12.53	100.8	8.19	6.028
2023-07-05T13:49:01Z	ERL84	Juli 05	10.498	0.35	109.6	172	0.4	12.51	100.6	8.18	6.014
2023-07-05T13:49:03Z	ERL84	Juli 05	10.544	0.41	109.7	172.2	0.41	12.48	100.3	8.18	5.998
2023-07-05T13:49:05Z	ERL84	Juli 05	10.596	0.43	109.8	172.4	0.41	12.47	100.2	8.17	5.984
2023-07-05T13:49:07Z	ERL84	Juli 05	10.642	0.42	109.8	172.5	0.42	12.45	100	8.16	5.972
2023-07-05T13:49:09Z	ERL84	Juli 05	10.687	0.48	109.9	172.7	0.43	12.43	99.8	8.16	5.962
2023-07-05T13:49:11Z	ERL84	Juli 05	10.729	0.51	110	172.8	0.43	12.41	99.7	8.15	5.959
2023-07-05T13:49:13Z	ERL84	Juli 05	10.771	0.52	110.1	173	0.44	12.39	99.5	8.15	5.954
2023-07-05T13:49:15Z	ERL84	Juli 05	10.809	0.53	110.2	173.2	0.44	12.37	99.3	8.14	5.946
2023-07-05T13:49:17Z	ERL84	Juli 05	10.85	0.52	110.3	173.4	0.44	12.35	99.1	8.13	5.935
2023-07-05T13:49:19Z	ERL84	Juli 05	10.886	0.56	110.4	173.6	0.44	12.33	98.9	8.13	5.93
2023-07-05T13:49:21Z	ERL84	Juli 05	10.92	0.57	110.5	173.8	0.44	12.3	98.7	8.12	5.926
2023-07-05T13:49:23Z	ERL84	Juli 05	10.955	0.59	110.6	174	0.44	12.28	98.5	8.12	5.918
2023-07-05T13:49:25Z	ERL84	Juli 05	10.985	0.58	110.6	174.2	0.44	12.26	98.3	8.11	5.9
2023-07-05T13:49:27Z	ERL84	Juli 05	11.019	0.6	110.7	174.4	0.44	12.23	98	8.11	5.88
2023-07-05T13:49:29Z	ERL84	Juli 05	11.05	0.6	110.8	174.5	0.44	12.21	97.8	8.1	5.871
2023-07-05T13:49:31Z	ERL84	Juli 05	11.084	0.56	110.8	174.7	0.44	12.19	97.6	8.09	5.857
2023-07-05T13:49:33Z	ERL84	Juli 05	11.116	0.55	110.9	174.8	0.45	12.17	97.4	8.09	5.842
2023-07-05T13:49:35Z	ERL84	Juli 05	11.151	0.57	110.9	175	0.45	12.14	97.2	8.08	5.83
2023-07-05T13:49:37Z	ERL84	Juli 05	11.187	0.63	111	175.2	0.46	12.12	96.9	8.07	5.817
2023-07-05T13:49:39Z	ERL84	Juli 05	11.225	0.66	111	175.3	0.46	12.09	96.7	8.07	5.807
2023-07-05T13:49:41Z	ERL84	Juli 05	11.259	0.7	111.1	175.4	0.47	12.06	96.5	8.06	5.796
2023-07-05T13:49:43Z	ERL84	Juli 05	11.293	0.76	111.1	175.5	0.47	12.03	96.2	8.05	5.793
2023-07-05T13:49:45Z	ERL84	Juli 05	11.332	0.77	111.2	175.7	0.47	11.99	95.9	8.04	5.79
2023-07-05T13:49:47Z	ERL84	Juli 05	11.367	0.82	111.3	175.8	0.47	11.95	95.5	8.04	5.786
2023-07-05T13:49:49Z	ERL84	Juli 05	11.405	0.84	111.3	175.9	0.47	11.92	95.2	8.03	5.772
2023-07-05T13:49:51Z	ERL84	Juli 05	11.443	0.87	111.3	176	0.47	11.89	95	8.02	5.759
2023-07-05T13:49:53Z	ERL84	Juli 05	11.486	0.88	111.4	176.2	0.47	11.85	94.7	8.01	5.745
2023-07-05T13:49:55Z	ERL84	Juli 05	11.526	0.89	111.4	176.3	0.47	11.82	94.4	8	5.73
2023-07-05T13:49:57Z	ERL84	Juli 05	11.572	0.89	111.5	176.5	0.47	11.8	94.1	7.99	5.713
2023-07-05T13:49:59Z	ERL84	Juli 05	11.619	0.88	111.5	176.7	0.47	11.77	93.9	7.98	5.692
2023-07-05T13:50:01Z	ERL84	Juli 05	11.676	1.06	111.6	176.9	0.47	11.73	93.6	7.97	5.676
2023-07-05T13:50:03Z	ERL84	Juli 05	11.728	1.1	111.7	177.1	0.47	11.7	93.2	7.96	5.666
2023-07-05T13:50:05Z	ERL84	Juli 05	11.782	1.12	111.8	177.3	0.48	11.66	92.9	7.95	5.661
2023-07-05T13:50:07Z	ERL84	Juli 05	11.826	1.13	111.9	177.4	0.49	11.62	92.6	7.94	5.659
2023-07-05T13:50:09Z	ERL84	Juli 05	11.832	1.04	111.9	177.5	0.49	11.58	92.2	7.93	5.661
