Date_time	Pond	Day	Depth_m	Chlorophyll_RFU	Cond_uScm	SpCond_uScm	fDOM_RFU	ODO_mgL	ODO_sat	pH	Temp_C
2023-07-10T16:05:31Z	ERL60	Juli 10	2.359	-0.2	107.3	134.3	6.35	13.79	135.3	8.5	14.471
2023-07-10T16:05:33Z	ERL60	Juli 10	2.408	-0.18	106.9	134.3	6.43	13.88	135.8	8.49	14.331
2023-07-10T16:05:35Z	ERL60	Juli 10	2.459	-0.15	106.6	134.3	6.51	13.95	136.2	8.49	14.202
2023-07-10T16:05:37Z	ERL60	Juli 10	2.482	-0.15	106.4	134.2	6.55	14.55	141.7	8.67	14.139
2023-07-07T10:05:58Z	ERL65	Juli 07	0.53	-0.34	47.8	56.6	5.32	10.21	105.2	7.59	16.805
2023-07-07T10:06:00Z	ERL65	Juli 07	0.566	-0.32	47.7	56.6	5.33	10.21	105.2	7.59	16.8
2023-07-07T10:06:02Z	ERL65	Juli 07	0.607	-0.32	47.7	56.6	5.35	10.2	105.1	7.58	16.784
2023-07-07T10:06:04Z	ERL65	Juli 07	0.647	-0.32	47.7	56.6	5.36	10.2	105	7.58	16.778
2023-07-07T10:06:06Z	ERL65	Juli 07	0.694	-0.33	47.7	56.6	5.38	10.19	105	7.58	16.764
2023-07-07T10:06:08Z	ERL65	Juli 07	0.738	-0.34	47.7	56.6	5.39	10.19	104.9	7.57	16.759
2023-07-07T10:06:10Z	ERL65	Juli 07	0.788	-0.34	47.7	56.7	5.41	10.18	104.8	7.57	16.749
2023-07-07T10:06:12Z	ERL65	Juli 07	0.836	-0.34	47.7	56.7	5.42	10.18	104.8	7.57	16.735
2023-07-07T10:06:14Z	ERL65	Juli 07	0.89	-0.34	47.7	56.7	5.44	10.18	104.7	7.56	16.718
2023-07-07T10:06:16Z	ERL65	Juli 07	0.941	-0.33	47.7	56.7	5.45	10.17	104.6	7.56	16.708
2023-07-07T10:06:18Z	ERL65	Juli 07	1	-0.33	47.8	56.8	5.45	10.17	104.6	7.56	16.695
2023-07-07T10:06:20Z	ERL65	Juli 07	1.052	-0.34	47.8	56.8	5.46	10.17	104.6	7.56	16.68
2023-07-07T10:06:22Z	ERL65	Juli 07	1.102	-0.33	47.7	56.8	5.47	10.17	104.5	7.55	16.666
2023-07-07T10:06:24Z	ERL65	Juli 07	1.155	-0.32	47.7	56.8	5.48	10.17	104.5	7.55	16.654
2023-07-07T10:06:26Z	ERL65	Juli 07	1.198	-0.32	47.8	56.8	5.49	10.17	104.5	7.55	16.642
2023-07-07T10:06:28Z	ERL65	Juli 07	1.242	-0.31	47.8	56.9	5.49	10.17	104.4	7.55	16.627
2023-07-07T10:06:30Z	ERL65	Juli 07	1.282	-0.3	47.8	56.9	5.49	10.17	104.4	7.54	16.601
2023-07-07T10:06:32Z	ERL65	Juli 07	1.325	-0.27	47.7	56.9	5.5	10.17	104.3	7.54	16.58
2023-07-07T10:06:34Z	ERL65	Juli 07	1.362	-0.29	47.7	56.9	5.5	10.16	104.2	7.54	16.56
2023-07-07T10:06:36Z	ERL65	Juli 07	1.401	-0.28	47.7	56.9	5.51	10.16	104.2	7.54	16.542
2023-07-07T10:06:38Z	ERL65	Juli 07	1.435	-0.28	47.7	56.9	5.51	10.16	104.1	7.54	16.526
2023-07-07T10:06:40Z	ERL65	Juli 07	1.474	-0.28	47.7	56.9	5.51	10.16	104.1	7.54	16.518
2023-07-07T10:06:42Z	ERL65	Juli 07	1.507	-0.3	47.7	56.9	5.52	10.16	104	7.54	16.512
2023-07-07T10:06:44Z	ERL65	Juli 07	1.54	-0.31	47.7	56.9	5.52	10.15	104	7.53	16.513
2023-07-07T10:06:46Z	ERL65	Juli 07	1.577	-0.31	47.6	56.8	5.52	10.15	103.9	7.53	16.51
2023-07-07T10:06:48Z	ERL65	Juli 07	1.61	-0.31	47.6	56.8	5.53	10.14	103.9	7.53	16.506
2023-07-07T10:06:50Z	ERL65	Juli 07	1.647	-0.31	47.6	56.8	5.54	10.14	103.8	7.53	16.504
2023-07-07T10:06:52Z	ERL65	Juli 07	1.68	-0.3	47.6	56.8	5.54	10.13	103.8	7.53	16.501
2023-07-07T10:06:54Z	ERL65	Juli 07	1.717	-0.29	47.5	56.8	5.54	10.13	103.7	7.52	16.491
2023-07-07T10:06:56Z	ERL65	Juli 07	1.751	-0.29	47.5	56.7	5.55	10.13	103.7	7.52	16.481
2023-07-07T10:06:58Z	ERL65	Juli 07	1.787	-0.28	47.5	56.8	5.55	10.13	103.7	7.52	16.465
2023-07-07T10:07:00Z	ERL65	Juli 07	1.819	-0.28	47.5	56.8	5.56	10.12	103.6	7.52	16.45
2023-07-07T10:07:02Z	ERL65	Juli 07	1.85	-0.28	47.5	56.8	5.57	10.12	103.5	7.51	16.437
2023-07-07T10:07:04Z	ERL65	Juli 07	1.885	-0.29	47.5	56.8	5.58	10.12	103.4	7.51	16.413
2023-07-07T10:07:06Z	ERL65	Juli 07	1.917	-0.29	47.5	56.8	5.58	10.11	103.3	7.5	16.385
2023-07-07T10:07:08Z	ERL65	Juli 07	1.953	-0.29	47.4	56.8	5.6	10.11	103.3	7.5	16.368
2023-07-07T10:07:10Z	ERL65	Juli 07	1.987	-0.29	47.4	56.8	5.6	10.11	103.2	7.5	16.348
2023-07-07T10:07:12Z	ERL65	Juli 07	2.026	-0.27	47.4	56.8	5.61	10.11	103.2	7.49	16.325
2023-07-07T10:07:14Z	ERL65	Juli 07	2.063	-0.27	47.3	56.8	5.62	10.1	103	7.49	16.303
2023-07-07T10:07:16Z	ERL65	Juli 07	2.107	-0.27	47.3	56.7	5.63	10.1	102.9	7.48	16.282
2023-07-07T10:07:18Z	ERL65	Juli 07	2.149	-0.28	47.3	56.7	5.64	10.09	102.8	7.48	16.268
2023-07-07T10:07:20Z	ERL65	Juli 07	2.194	-0.27	47.2	56.7	5.65	10.08	102.7	7.47	16.251
2023-07-07T10:07:22Z	ERL65	Juli 07	2.21	-0.28	47.2	56.7	5.65	10.07	102.6	7.47	16.244
2023-07-01T15:39:29Z	ERL67	Juli 01	0.546	-0.34	42.1	51.2	5.98	10.62	106.9	7.53	15.698
2023-07-01T15:39:31Z	ERL67	Juli 01	1.346	-0.34	42.1	51.2	6.02	10.61	106.8	7.53	15.65
2023-07-01T15:39:33Z	ERL67	Juli 01	1.474	-0.35	42	51.2	6.06	10.6	106.5	7.53	15.583
2023-07-01T15:39:35Z	ERL67	Juli 01	1.495	-0.35	42	51.3	6.13	10.58	106.1	7.53	15.485
2023-07-01T15:39:37Z	ERL67	Juli 01	1.545	-0.34	41.9	51.4	6.21	10.55	105.6	7.53	15.366
2023-07-01T15:39:39Z	ERL67	Juli 01	1.596	-0.34	41.8	51.4	6.32	10.53	105.1	7.53	15.216
2023-07-01T15:39:41Z	ERL67	Juli 01	1.65	-0.33	41.7	51.4	6.43	10.52	104.6	7.53	15.056
2023-07-01T15:39:43Z	ERL67	Juli 01	1.695	-0.32	41.5	51.4	6.54	10.51	104.2	7.52	14.908
2023-07-01T15:39:45Z	ERL67	Juli 01	1.738	-0.32	41.4	51.4	6.65	10.5	103.8	7.52	14.773
2023-07-01T15:39:47Z	ERL67	Juli 01	1.784	-0.31	41.3	51.4	6.76	10.52	103.6	7.52	14.655
2023-07-01T15:39:49Z	ERL67	Juli 01	1.827	-0.3	41.2	51.4	6.86	10.53	103.5	7.52	14.547
2023-07-01T15:39:51Z	ERL67	Juli 01	1.874	-0.3	41.1	51.4	6.96	10.55	103.5	7.51	14.458
2023-07-01T15:39:53Z	ERL67	Juli 01	1.914	-0.3	41	51.4	7.06	10.56	103.4	7.51	14.39
2023-07-01T15:39:55Z	ERL67	Juli 01	1.959	-0.3	40.9	51.4	7.17	10.57	103.3	7.51	14.317
2023-07-01T15:39:57Z	ERL67	Juli 01	1.999	-0.29	40.9	51.5	7.31	10.57	103.2	7.51	14.235
2023-07-01T15:39:59Z	ERL67	Juli 01	2.042	-0.3	40.8	51.5	7.5	10.56	102.9	7.5	14.128
2023-07-01T15:40:01Z	ERL67	Juli 01	2.08	-0.28	40.7	51.5	7.68	10.55	102.6	7.5	14.002
2023-07-01T15:40:03Z	ERL67	Juli 01	2.124	-0.26	40.5	51.5	7.91	10.55	102.3	7.49	13.875
2023-07-01T15:40:05Z	ERL67	Juli 01	2.848	-0.26	40.4	51.4	8.2	10.55	102	7.49	13.74
2023-07-01T15:40:07Z	ERL67	Juli 01	2.924	-0.25	40.2	51.3	8.59	10.55	101.6	7.49	13.606
2023-07-01T15:40:09Z	ERL67	Juli 01	2.972	-0.24	40	51.3	9.15	10.55	101.3	7.48	13.423
2023-07-01T15:40:11Z	ERL67	Juli 01	3.01	-0.22	39.7	51.2	9.7	10.58	101.2	7.47	13.261
2023-07-01T15:40:13Z	ERL67	Juli 01	3.05	-0.22	39.5	51	10.24	10.61	101.2	7.47	13.11
2023-07-01T15:40:15Z	ERL67	Juli 01	3.082	-0.22	39.1	50.8	10.75	10.64	101.1	7.46	12.961
2023-07-01T15:40:17Z	ERL67	Juli 01	3.121	-0.22	38.8	50.7	11.31	10.67	101	7.45	12.775
2023-07-01T15:40:19Z	ERL67	Juli 01	3.156	-0.2	38.4	50.4	11.87	10.73	101.1	7.44	12.547
2023-07-01T15:40:21Z	ERL67	Juli 01	3.195	-0.21	37.9	50	12.43	10.82	101.4	7.44	12.335
2023-07-01T15:40:23Z	ERL67	Juli 01	3.23	-0.21	37.4	49.6	12.91	11.19	104.5	7.43	12.162
2023-07-01T15:40:25Z	ERL67	Juli 01	3.268	-0.19	37	49.2	13.33	11.26	104.7	7.42	11.994
2023-07-01T15:40:27Z	ERL67	Juli 01	3.302	-0.18	36.6	48.9	13.59	11.34	105	7.42	11.829
2023-07-01T15:40:29Z	ERL67	Juli 01	3.335	-0.16	36.3	48.7	13.73	11.4	105.2	7.41	11.65
2023-07-01T15:40:31Z	ERL67	Juli 01	3.37	-0.15	36	48.5	13.9	11.46	105.4	7.4	11.534
2023-07-01T15:40:33Z	ERL67	Juli 01	3.405	-0.13	35.9	48.4	14.09	11.52	105.6	7.4	11.412
2023-07-01T15:40:35Z	ERL67	Juli 01	3.437	-0.12	35.7	48.4	14.14	11.56	105.7	7.39	11.284
2023-07-01T15:40:37Z	ERL67	Juli 01	3.472	-0.11	35.6	48.4	14.11	11.61	105.8	7.39	11.131
2023-07-01T15:40:39Z	ERL67	Juli 01	3.503	-0.08	35.4	48.4	14.07	11.67	105.9	7.39	10.98
2023-07-01T15:40:41Z	ERL67	Juli 01	3.534	-0.07	35.3	48.4	14.02	11.72	106.1	7.38	10.864
2023-07-01T15:40:43Z	ERL67	Juli 01	3.569	-0.05	35.2	48.4	13.96	11.76	106.2	7.38	10.736
2023-07-01T15:40:45Z	ERL67	Juli 01	3.6	-0.04	35.1	48.4	13.89	11.79	106.1	7.37	10.609
2023-07-01T15:40:47Z	ERL67	Juli 01	3.651	-0.02	35	48.5	13.78	11.83	106.1	7.37	10.416
2023-07-01T15:40:49Z	ERL67	Juli 01	3.716	0	34.9	48.6	13.62	11.86	105.8	7.36	10.229
2023-07-01T15:40:51Z	ERL67	Juli 01	3.788	0.03	34.8	48.8	13.46	11.87	105.5	7.35	10.054
2023-07-01T15:40:53Z	ERL67	Juli 01	4.476	0.07	34.8	48.9	13.29	11.89	105.2	7.35	9.84
2023-07-05T13:41:15Z	ERL84	Juli 05	0.533	-0.42	129.9	158.2	-0.16	10.97	110.3	8.35	15.64
2023-07-05T13:41:17Z	ERL84	Juli 05	0.572	-0.43	129.9	158.2	-0.17	10.97	110.3	8.35	15.63
2023-07-05T13:41:19Z	ERL84	Juli 05	0.613	-0.42	129.9	158.3	-0.17	10.97	110.3	8.35	15.61
2023-07-05T13:41:21Z	ERL84	Juli 05	0.66	-0.41	129.9	158.4	-0.17	10.98	110.3	8.36	15.575
2023-07-05T13:41:23Z	ERL84	Juli 05	0.707	-0.42	129.9	158.6	-0.16	10.98	110.2	8.36	15.523
2023-07-05T13:41:25Z	ERL84	Juli 05	0.76	-0.42	129.8	158.7	-0.16	10.98	110.1	8.37	15.473
2023-07-05T13:41:27Z	ERL84	Juli 05	1.591	-0.43	129.7	158.8	-0.17	10.97	109.9	8.37	15.413
2023-07-05T13:41:29Z	ERL84	Juli 05	1.631	-0.42	129.5	159	-0.17	10.96	109.6	8.37	15.287
2023-07-05T13:41:31Z	ERL84	Juli 05	1.69	-0.43	129.3	159.2	-0.18	10.97	109.3	8.38	15.154
2023-07-05T13:41:33Z	ERL84	Juli 05	1.718	-0.43	128.9	159.2	-0.18	10.98	109.1	8.38	15.026
2023-07-05T13:41:35Z	ERL84	Juli 05	1.742	-0.41	128.5	159.1	-0.18	10.99	108.9	8.38	14.924
2023-07-05T13:41:37Z	ERL84	Juli 05	1.761	-0.4	128.1	159	-0.18	11	108.9	8.39	14.83
2023-07-05T13:41:39Z	ERL84	Juli 05	1.78	-0.4	127.7	158.9	-0.18	11.02	108.8	8.39	14.727
2023-07-05T13:41:41Z	ERL84	Juli 05	1.796	-0.4	127.5	158.7	-0.18	11.05	108.9	8.39	14.681
2023-07-05T13:41:43Z	ERL84	Juli 05	1.814	-0.39	127.3	158.5	-0.18	11.07	109	8.4	14.669
2023-07-05T13:41:45Z	ERL84	Juli 05	1.83	-0.39	127.1	158.4	-0.18	11.07	109.1	8.4	14.658
2023-07-05T13:41:47Z	ERL84	Juli 05	1.849	-0.4	127	158.4	-0.18	11.08	109.1	8.4	14.638
2023-07-05T13:41:49Z	ERL84	Juli 05	1.868	-0.4	127	158.5	-0.18	11.09	109.1	8.4	14.597
2023-07-05T13:41:51Z	ERL84	Juli 05	1.886	-0.4	126.9	158.5	-0.18	11.09	109	8.4	14.565
2023-07-05T13:41:53Z	ERL84	Juli 05	1.908	-0.4	126.9	158.6	-0.18	11.09	109	8.4	14.522
2023-07-05T13:41:55Z	ERL84	Juli 05	1.929	-0.4	126.8	158.7	-0.19	11.1	108.9	8.4	14.469
2023-07-05T13:41:57Z	ERL84	Juli 05	1.952	-0.39	126.6	158.7	-0.18	11.11	108.9	8.4	14.422
2023-07-05T13:41:59Z	ERL84	Juli 05	1.973	-0.4	126.5	158.7	-0.18	11.11	108.8	8.4	14.384
2023-07-05T13:42:01Z	ERL84	Juli 05	1.997	-0.39	126.3	158.6	-0.19	11.11	108.7	8.4	14.352
2023-07-05T13:42:03Z	ERL84	Juli 05	2.02	-0.39	126.2	158.6	-0.19	11.12	108.7	8.4	14.324
2023-07-05T13:42:05Z	ERL84	Juli 05	2.044	-0.38	126.1	158.5	-0.19	11.13	108.7	8.4	14.288
2023-07-05T13:42:07Z	ERL84	Juli 05	2.067	-0.39	126	158.5	-0.19	11.13	108.7	8.4	14.258
2023-07-05T13:42:09Z	ERL84	Juli 05	2.113	-0.4	125.9	158.5	-0.19	11.14	108.7	8.4	14.235
2023-07-05T13:42:11Z	ERL84	Juli 05	2.157	-0.4	125.8	158.5	-0.18	11.14	108.7	8.4	14.206
2023-07-05T13:42:13Z	ERL84	Juli 05	2.206	-0.41	125.8	158.5	-0.19	11.15	108.7	8.4	14.179
2023-07-05T13:42:15Z	ERL84	Juli 05	2.252	-0.41	125.8	158.7	-0.19	11.16	108.7	8.4	14.14
2023-07-05T13:42:17Z	ERL84	Juli 05	2.3	-0.41	125.7	158.8	-0.19	11.17	108.7	8.39	14.105
2023-07-05T13:42:19Z	ERL84	Juli 05	2.353	-0.4	125.7	158.9	-0.19	11.18	108.7	8.39	14.064
2023-07-05T13:42:21Z	ERL84	Juli 05	2.403	-0.4	125.7	159.1	-0.2	11.2	108.8	8.39	14.016
2023-07-05T13:42:23Z	ERL84	Juli 05	2.459	-0.39	125.7	159.2	-0.2	11.21	108.8	8.39	13.974
2023-07-05T13:42:25Z	ERL84	Juli 05	2.51	-0.39	125.7	159.4	-0.21	11.23	108.9	8.4	13.92
2023-07-05T13:42:27Z	ERL84	Juli 05	2.567	-0.38	125.6	159.6	-0.22	11.26	109.1	8.4	13.866
2023-07-05T13:42:29Z	ERL84	Juli 05	2.618	-0.39	125.5	159.6	-0.22	11.31	109.4	8.4	13.816
2023-07-05T13:42:31Z	ERL84	Juli 05	2.673	-0.39	125.4	159.6	-0.23	11.36	109.7	8.41	13.766
2023-07-05T13:42:33Z	ERL84	Juli 05	2.721	-0.39	125.2	159.6	-0.22	11.41	110.2	8.41	13.728
2023-07-05T13:42:35Z	ERL84	Juli 05	2.769	-0.4	125.1	159.5	-0.22	11.48	110.8	8.42	13.7
2023-07-05T13:42:37Z	ERL84	Juli 05	2.821	-0.4	124.8	159.4	-0.22	11.56	111.4	8.43	13.65
2023-07-05T13:42:39Z	ERL84	Juli 05	2.867	-0.41	124.6	159.2	-0.22	11.64	112.1	8.43	13.608
2023-07-05T13:42:41Z	ERL84	Juli 05	2.917	-0.42	124.3	159	-0.22	11.71	112.6	8.44	13.565
2023-07-05T13:42:43Z	ERL84	Juli 05	2.961	-0.41	124.1	158.8	-0.22	11.76	113	8.45	13.534
2023-07-05T13:42:45Z	ERL84	Juli 05	3.01	-0.42	123.8	158.7	-0.22	11.81	113.4	8.45	13.499
2023-07-05T13:42:47Z	ERL84	Juli 05	3.053	-0.42	123.6	158.6	-0.22	11.84	113.7	8.46	13.451
2023-07-05T13:42:49Z	ERL84	Juli 05	3.099	-0.41	123.4	158.5	-0.23	11.89	113.9	8.46	13.403
2023-07-05T13:42:51Z	ERL84	Juli 05	3.139	-0.42	123.2	158.4	-0.23	11.92	114.1	8.47	13.375
2023-07-05T13:42:53Z	ERL84	Juli 05	3.181	-0.42	123	158.3	-0.23	11.95	114.4	8.47	13.344
2023-07-05T13:42:55Z	ERL84	Juli 05	3.217	-0.42	122.9	158.2	-0.24	12	114.7	8.48	13.315
2023-07-05T13:42:57Z	ERL84	Juli 05	3.257	-0.42	122.8	158.2	-0.24	12.05	115.1	8.48	13.263
2023-07-05T13:42:59Z	ERL84	Juli 05	3.292	-0.42	122.7	158.3	-0.25	12.1	115.5	8.49	13.21
2023-07-05T13:43:01Z	ERL84	Juli 05	3.326	-0.41	122.6	158.4	-0.25	12.14	115.8	8.5	13.168
2023-07-05T13:43:03Z	ERL84	Juli 05	3.362	-0.4	122.6	158.6	-0.25	12.18	116	8.5	13.118
2023-07-05T13:43:05Z	ERL84	Juli 05	3.393	-0.4	122.6	158.8	-0.25	12.22	116.2	8.51	13.058
2023-07-05T13:43:07Z	ERL84	Juli 05	3.428	-0.41	122.5	159	-0.25	12.26	116.4	8.51	12.997
2023-07-05T13:43:09Z	ERL84	Juli 05	3.46	-0.4	122.5	159.1	-0.25	12.28	116.6	8.51	12.952
2023-07-05T13:43:11Z	ERL84	Juli 05	3.495	-0.39	122.3	159	-0.25	12.3	116.6	8.51	12.912
2023-07-05T13:43:13Z	ERL84	Juli 05	3.528	-0.4	121.9	158.8	-0.25	12.34	116.8	8.52	12.847
2023-07-05T13:43:15Z	ERL84	Juli 05	3.565	-0.4	121.5	158.5	-0.25	12.37	116.9	8.52	12.76
2023-07-05T13:43:17Z	ERL84	Juli 05	3.599	-0.39	120.9	158.2	-0.25	12.41	117	8.53	12.648
2023-07-05T13:43:19Z	ERL84	Juli 05	3.634	-0.39	120.2	157.7	-0.24	12.47	117.3	8.53	12.54
2023-07-05T13:43:21Z	ERL84	Juli 05	3.671	-0.4	119.3	157	-0.24	12.52	117.5	8.54	12.439
2023-07-05T13:43:23Z	ERL84	Juli 05	3.705	-0.4	118.5	156.4	-0.24	12.58	117.8	8.55	12.317
2023-07-05T13:43:25Z	ERL84	Juli 05	3.742	-0.4	117.8	155.9	-0.23	12.64	118	8.55	12.204
2023-07-05T13:43:27Z	ERL84	Juli 05	3.776	-0.4	117.2	155.6	-0.24	12.72	118.4	8.55	12.082
2023-07-05T13:43:29Z	ERL84	Juli 05	3.814	-0.4	116.6	155.1	-0.23	12.78	118.7	8.55	11.998
2023-07-05T13:43:31Z	ERL84	Juli 05	3.85	-0.4	116.1	154.7	-0.23	12.82	118.9	8.55	11.941
2023-07-05T13:43:33Z	ERL84	Juli 05	3.889	-0.39	115.7	154.4	-0.23	12.84	119	8.56	11.877
2023-07-05T13:43:35Z	ERL84	Juli 05	3.925	-0.39	115.4	154.2	-0.22	12.86	119	8.56	11.825
2023-07-05T13:43:37Z	ERL84	Juli 05	3.964	-0.39	115.1	154	-0.22	12.88	119	8.57	11.787
2023-07-05T13:43:39Z	ERL84	Juli 05	4.002	-0.37	114.8	153.7	-0.22	12.88	119	8.57	11.748
2023-07-05T13:43:41Z	ERL84	Juli 05	4.043	-0.36	114.6	153.6	-0.22	12.89	118.9	8.57	11.704
2023-07-05T13:43:43Z	ERL84	Juli 05	4.08	-0.36	114.3	153.5	-0.22	12.91	119	8.57	11.639
2023-07-05T13:43:45Z	ERL84	Juli 05	4.118	-0.35	114.1	153.6	-0.22	12.94	119	8.57	11.545
2023-07-05T13:43:47Z	ERL84	Juli 05	4.159	-0.36	114	153.7	-0.22	12.98	119.1	8.58	11.444
2023-07-05T13:43:49Z	ERL84	Juli 05	4.197	-0.36	113.8	153.9	-0.21	13.02	119.2	8.58	11.35
2023-07-05T13:43:51Z	ERL84	Juli 05	4.237	-0.36	113.7	154.1	-0.21	13.05	119.2	8.59	11.277
2023-07-05T13:43:53Z	ERL84	Juli 05	4.274	-0.36	113.7	154.3	-0.2	13.07	119.2	8.6	11.219
2023-07-05T13:43:55Z	ERL84	Juli 05	4.314	-0.36	113.6	154.4	-0.2	13.08	119.2	8.6	11.175
2023-07-05T13:43:57Z	ERL84	Juli 05	4.351	-0.37	113.6	154.5	-0.2	13.09	119.2	8.61	11.138
2023-07-05T13:43:59Z	ERL84	Juli 05	4.391	-0.36	113.6	154.6	-0.19	13.1	119.2	8.61	11.111
2023-07-05T13:44:01Z	ERL84	Juli 05	4.43	-0.37	113.6	154.7	-0.19	13.11	119.2	8.62	11.069
2023-07-05T13:44:03Z	ERL84	Juli 05	4.468	-0.38	113.5	154.9	-0.19	13.12	119.2	8.63	11.025
2023-07-05T13:44:05Z	ERL84	Juli 05	4.509	-0.38	113.5	154.9	-0.18	13.15	119.3	8.64	11.004
2023-07-05T13:44:07Z	ERL84	Juli 05	4.547	-0.38	113.5	155.1	-0.18	13.17	119.5	8.64	10.954
2023-07-05T13:44:09Z	ERL84	Juli 05	4.588	-0.38	113.4	155.3	-0.18	13.22	119.7	8.65	10.877
2023-07-05T13:44:11Z	ERL84	Juli 05	4.626	-0.38	113.4	155.6	-0.17	13.26	119.9	8.65	10.8
2023-07-05T13:44:13Z	ERL84	Juli 05	4.667	-0.37	113.3	155.7	-0.17	13.31	120.1	8.66	10.752
2023-07-05T13:44:15Z	ERL84	Juli 05	4.704	-0.37	113.3	155.7	-0.17	13.34	120.3	8.66	10.727
2023-07-05T13:44:17Z	ERL84	Juli 05	4.744	-0.36	113.2	155.8	-0.17	13.37	120.4	8.67	10.683
2023-07-05T13:44:19Z	ERL84	Juli 05	4.78	-0.36	113.1	155.9	-0.16	13.4	120.6	8.67	10.627
2023-07-05T13:44:21Z	ERL84	Juli 05	4.819	-0.36	113	155.9	-0.16	13.43	120.8	8.67	10.591
2023-07-05T13:44:23Z	ERL84	Juli 05	4.855	-0.36	112.9	155.8	-0.15	13.46	120.9	8.67	10.579
2023-07-05T13:44:25Z	ERL84	Juli 05	4.889	-0.36	112.8	155.9	-0.15	13.47	121	8.67	10.549
2023-07-05T13:44:27Z	ERL84	Juli 05	4.929	-0.36	112.6	155.9	-0.15	13.48	120.9	8.67	10.485
2023-07-05T13:44:29Z	ERL84	Juli 05	4.965	-0.36	112.4	155.9	-0.15	13.5	120.9	8.67	10.409
2023-07-05T13:44:31Z	ERL84	Juli 05	5.005	-0.36	112.2	155.9	-0.14	13.51	120.7	8.66	10.334
2023-07-05T13:44:33Z	ERL84	Juli 05	5.042	-0.35	112	155.9	-0.14	13.5	120.5	8.66	10.256
2023-07-05T13:44:35Z	ERL84	Juli 05	5.082	-0.37	111.7	155.9	-0.14	13.5	120.2	8.66	10.162
2023-07-05T13:44:37Z	ERL84	Juli 05	5.119	-0.37	111.3	155.8	-0.13	13.49	119.9	8.66	10.059
2023-07-05T13:44:39Z	ERL84	Juli 05	5.158	-0.36	111	155.6	-0.13	13.5	119.7	8.65	9.997
2023-07-05T13:44:41Z	ERL84	Juli 05	5.195	-0.37	110.7	155.4	-0.12	13.49	119.5	8.65	9.937
2023-07-05T13:44:43Z	ERL84	Juli 05	5.235	-0.36	110.4	155.3	-0.12	13.49	119.2	8.65	9.86
2023-07-05T13:44:45Z	ERL84	Juli 05	5.271	-0.35	110.1	155.1	-0.11	13.49	119.1	8.64	9.806
2023-07-05T13:44:47Z	ERL84	Juli 05	5.31	-0.35	109.8	154.8	-0.1	13.48	118.9	8.64	9.771
2023-07-05T13:44:49Z	ERL84	Juli 05	5.346	-0.35	109.5	154.6	-0.08	13.47	118.6	8.64	9.734
2023-07-05T13:44:51Z	ERL84	Juli 05	5.382	-0.36	109.1	154.3	-0.08	13.45	118.3	8.63	9.667
2023-07-05T13:44:53Z	ERL84	Juli 05	5.422	-0.36	108.9	154.2	-0.07	13.42	118	8.63	9.624
2023-07-05T13:44:55Z	ERL84	Juli 05	5.459	-0.36	108.7	153.9	-0.06	13.38	117.5	8.63	9.615
2023-07-05T13:44:57Z	ERL84	Juli 05	5.499	-0.37	108.4	153.6	-0.06	13.35	117.3	8.63	9.598
2023-07-05T13:44:59Z	ERL84	Juli 05	5.536	-0.37	108.3	153.6	-0.05	13.33	117	8.62	9.554
2023-07-05T13:45:01Z	ERL84	Juli 05	5.577	-0.37	108.1	153.6	-0.04	13.32	116.7	8.62	9.494
2023-07-05T13:45:03Z	ERL84	Juli 05	5.615	-0.37	108.1	153.7	-0.03	13.31	116.5	8.62	9.465
2023-07-05T13:45:05Z	ERL84	Juli 05	5.656	-0.37	108.2	154	-0.02	13.31	116.5	8.63	9.419
2023-07-05T13:45:07Z	ERL84	Juli 05	5.692	-0.36	108.2	154.2	-0.02	13.33	116.5	8.63	9.37
2023-07-05T13:45:09Z	ERL84	Juli 05	5.728	-0.34	108.2	154.6	-0.02	13.36	116.6	8.63	9.279
2023-07-05T13:45:11Z	ERL84	Juli 05	5.767	-0.33	108.2	154.8	0	13.41	116.8	8.64	9.229
2023-07-05T13:45:13Z	ERL84	Juli 05	5.803	-0.33	108.2	155	0.01	13.46	117	8.64	9.193
2023-07-05T13:45:15Z	ERL84	Juli 05	5.842	-0.33	108.2	155.3	0.02	13.5	117.3	8.65	9.14
2023-07-05T13:45:17Z	ERL84	Juli 05	5.878	-0.32	108.2	155.4	0.03	13.56	117.7	8.66	9.105
2023-07-05T13:45:19Z	ERL84	Juli 05	5.917	-0.31	108.2	155.6	0.04	13.63	118.2	8.66	9.046
2023-07-05T13:45:21Z	ERL84	Juli 05	5.954	-0.3	108.2	155.8	0.04	13.69	118.6	8.67	9.006
2023-07-05T13:45:23Z	ERL84	Juli 05	5.993	-0.29	108.2	156	0.05	13.74	118.9	8.68	8.949
2023-07-05T13:45:25Z	ERL84	Juli 05	6.029	-0.28	108.2	156.1	0.06	13.8	119.3	8.68	8.939
2023-07-05T13:45:27Z	ERL84	Juli 05	6.07	-0.26	108.2	156.3	0.06	13.86	119.7	8.69	8.898
2023-07-05T13:45:29Z	ERL84	Juli 05	6.107	-0.28	108.2	156.4	0.07	13.93	120.2	8.69	8.869
2023-07-05T13:45:31Z	ERL84	Juli 05	6.144	-0.3	108.2	156.5	0.07	13.96	120.4	8.69	8.845
2023-07-05T13:45:33Z	ERL84	Juli 05	6.185	-0.31	108.3	156.7	0.07	14.01	120.7	8.69	8.827
