KorEXO MEASUREMENT DATA FILE EXPORT																							
																							
FILE CREATED:	07.03.2022 19:53																						
																							
			MEAN VALUE:	-0.04	3.07	39	4.2	1.4	53.5	98.6	104.1	10.75	0.02	52.6	-0.64	-0.64	34	1.198	NA	9.9	11.503	4.34	0
			STANDARD DEVIATION:	0.09	0.28	1.5	0.69	0.23	1.7	1.6	1.6	0.16	0	1.7	0.04	0.04	1	0.004	0.19	10.8	0.881	0.29	0
																							
			SENSOR SERIAL NUMBER:	16A101233	16A101233	15E101957	15M102834	15M102834	15E101957	15D102216	15D102216	15D102216	15E101957	15E101957	16A101233	16A101233	15E101957	15M103180	16A102314	16A102314	15E101957	15D102259	15D102259
Date (MM/DD/YYYY)	Time (HH:MM:SS)	Time (Fract. Sec)	Site Name	Chlorophyll RFU	Chlorophyll ug/L	Cond uS/cm	fDOM QSU	fDOM RFU	nLF Cond uS/cm	ODO % sat	ODO % local	ODO mg/L	Sal psu	SpCond uS/cm	BGA PC RFU	BGA PC ug/L	TDS mg/L	Wiper Position volt	pH	pH mV	TempC	Battery V	Cable Pwr V
6/22/2022	14:05:18	0	greeenland	0.26	4.05	0	1.35	0.45	0.1	97.5	103	8.7	0	0.1	0.16	0.16	0	1.198	-3.78	605.2	21.031	5.06	0
6/22/2022	14:07:18	0	greeenland	0.32	4.23	0.1	1.36	0.45	0.1	98.4	103.9	8.88	0	0.1	0.02	0.02	0	1.207	17.37	-606.2	20.331	5.09	0
6/22/2022	14:09:18	0	greeenland	0.46	4.68	0	1.12	0.37	0	98.3	103.8	8.7	0	0	-0.06	-0.06	0	1.193	10.95	-239.5	21.426	5.11	0
6/22/2022	14:11:18	0	greeenland	0.29	4.15	0	1.28	0.43	0	98.6	104.1	8.67	0	0	0.04	0.04	0	1.194	11.03	-244.5	21.708	5.11	0
6/22/2022	14:13:18	0	greeenland	0.43	4.59	0.1	1.24	0.41	0.1	98.8	104.3	8.54	0	0.1	0.01	0.01	0	1.198	10.48	-213.2	22.595	5.12	0
6/22/2022	14:15:18	0	greeenland	-0.19	2.57	38.3	3.4	1.13	52.2	98.4	103.9	10.67	0.02	51.3	-0.67	-0.67	33	1.193	6.19	32.6	11.743	5	0
6/22/2022	14:17:18	0	greeenland	-0.22	2.47	39	3.32	1.11	53.3	97.7	103.1	10.61	0.02	52.4	-0.66	-0.66	34	1.199	6.36	22.7	11.665	5	0
6/22/2022	14:19:18	0	greeenland	-0.13	2.77	39.3	3.46	1.15	53.5	97.8	103.2	10.61	0.02	52.6	-0.68	-0.68	34	1.2	6.44	18.4	11.713	4.98	0
6/22/2022	14:21:18	0	greeenland	-0.1	2.85	39.5	3.55	1.18	53.9	97.6	103	10.59	0.02	53	-0.68	-0.68	34	1.199	6.47	16.8	11.71	4.99	0
