KorEXO MEASUREMENT DATA FILE EXPORT																							
																							
FILE CREATED:	07.03.2022 13:19																						
																							
			MEAN VALUE:	-0.06	5.01	86.7	8.72	2.91	112.6	107.6	109	11.18	0.05	110.8	-0.73	-0.73	72	1.189	NA	-168	13.599	4.56	0
			STANDARD DEVIATION:	0.61	1.89	12.6	1.03	0.34	16	4.2	4.3	0.31	0.01	15.8	0.09	0.09	10	0.006	0.57	31.2	0.959	0.16	0
																							
			SENSOR SERIAL NUMBER:	15D103675	15D103675	15E101954	15D102807	15D102807	15E101954	15M103218	15M103218	15M103218	15E101954	15E101954	15D103675	15D103675	15E101954	20D103355	15E101240	15E101240	15E101954	16A102290	16A102290
Date (MM/DD/YYYY)	Time (HH:MM:SS)	Time (Fract. Sec)	Site Name	Chlorophyll RFU	Chlorophyll ug/L	Cond uS/cm	fDOM QSU	fDOM RFU	nLF Cond uS/cm	ODO % sat	ODO % local	ODO mg/L	Sal psu	SpCond uS/cm	BGA PC RFU	BGA PC ug/L	TDS mg/L	Wiper Position volt	pH	pH mV	TempC	Battery V	Cable Pwr V
6/22/2022	10:24:03	0	greeenland	0.01	5.25	0.1	2.47	0.82	0.1	97.9	99.2	10.03	0	0.1	-0.26	-0.26	0	1.19	5.83	47.6	14.281	4.88	0
6/22/2022	10:26:03	0	greeenland	-0.25	4.43	92.4	8.12	2.71	117.7	101.1	102.5	10.32	0.05	115.9	-0.7	-0.7	75	1.2	9.11	-133.7	14.391	4.87	0
6/22/2022	10:28:03	0	greeenland	-0.15	4.73	100.1	8.75	2.92	128.4	106.4	107.8	10.94	0.06	126.4	-0.71	-0.71	82	1.191	9.59	-159.7	14.106	4.9	0
6/22/2022	10:30:03	0	greeenland	-0.07	4.99	92.7	8.82	2.94	118.8	106.8	108.3	10.98	0.05	117	-0.72	-0.72	76	1.189	9.64	-162.3	14.116	4.92	0
6/22/2022	10:32:03	0	greeenland	-0.3	4.26	91.3	8.76	2.92	117	107	108.4	10.99	0.05	115.2	-0.74	-0.74	75	1.189	9.62	-161.7	14.132	4.94	0
6/22/2022	10:34:03	0	greeenland	-0.24	4.46	90.6	8.72	2.91	116.2	107.3	108.8	11.03	0.05	114.4	-0.77	-0.77	74	1.185	9.63	-162.2	14.123	4.94	0
6/22/2022	10:36:03	0	greeenland	-0.2	4.59	89.3	8.77	2.92	114.5	107.3	108.7	11.02	0.05	112.7	-0.67	-0.67	73	1.182	9.64	-162.4	14.129	4.95	0
6/22/2022	10:38:03	0	greeenland	4.86	20.4	88.8	8.78	2.93	113.8	107.6	109	11.05	0.05	112.1	-0.51	-0.51	73	1.193	9.64	-162.4	14.139	4.94	0
6/22/2022	10:40:03	0	greeenland	-0.27	4.37	88.7	8.91	2.97	113.8	107.2	108.7	11.02	0.05	112	-0.74	-0.74	73	1.189	9.64	-162.8	14.106	4.94	0
6/22/2022	10:42:03	0	greeenland	-0.28	4.32	88.7	8.83	2.94	113.7	107.7	109.1	11.06	0.05	111.9	-0.7	-0.7	73	1.19	9.64	-162.5	14.159	4.96	0
6/22/2022	10:44:03	0	greeenland	-0.27	4.35	88.6	9	3	113.8	107.5	109	11.06	0.05	112	-0.73	-0.73	73	1.189	9.64	-162.5	14.083	4.94	0
6/22/2022	10:46:03	0	greeenland	-0.3	4.25	88.5	9.15	3.05	113.5	106.9	108.3	10.98	0.05	111.7	-0.83	-0.83	73	1.188	9.61	-161	14.122	4.95	0
6/22/2022	10:48:03	0	greeenland	-0.33	4.18	88.5	9.2	3.07	113.4	106.5	108	10.94	0.05	111.7	-0.75	-0.75	73	1.189	9.6	-160.5	14.148	4.94	0
6/22/2022	10:50:03	0	greeenland	-0.27	4.34	88.6	9.19	3.06	113.5	106.6	108.1	10.95	0.05	111.7	-0.78	-0.78	73	1.189	9.59	-160.1	14.158	4.95	0
6/22/2022	10:52:03	0	greeenland	0	5.19	88.6	9.13	3.04	113.4	106.8	108.2	10.96	0.05	111.7	-0.79	-0.79	73	1.189	9.59	-160.1	14.17	4.96	0
6/22/2022	10:54:03	0	greeenland	-0.22	4.5	88.6	9.14	3.05	113.4	106.7	108.1	10.95	0.05	111.6	-0.78	-0.78	73	1.188	9.58	-159.2	14.183	4.95	0
6/22/2022	10:56:03	0	greeenland	-0.24	4.46	88.6	9.02	3.01	113.4	106.7	108.1	10.94	0.05	111.7	-0.71	-0.71	73	1.196	9.58	-159.5	14.201	4.95	0
6/22/2022	10:58:03	0	greeenland	-0.27	4.37	88.7	9.11	3.04	113.5	106.9	108.3	10.96	0.05	111.7	-0.68	-0.68	73	1.19	9.59	-159.7	14.207	4.94	0
6/22/2022	11:00:03	0	greeenland	1.73	10.6	88.7	8.69	2.9	113.4	106.5	107.9	10.92	0.05	111.7	-0.62	-0.62	73	1.188	9.58	-159.5	14.215	4.95	0
6/22/2022	11:02:03	0	greeenland	-0.29	4.29	88.7	8.7	2.9	113.4	106.5	108	10.92	0.05	111.6	-0.78	-0.78	73	1.187	9.58	-159.6	14.228	4.96	0
6/22/2022	11:04:03	0	greeenland	-0.26	4.38	88.7	8.79	2.93	113.4	106.7	108.2	10.94	0.05	111.6	-0.68	-0.68	73	1.188	9.59	-159.7	14.237	4.93	0
6/22/2022	11:06:03	0	greeenland	0.11	5.53	88.7	8.73	2.91	113.4	106.8	108.2	10.94	0.05	111.6	-0.77	-0.77	73	1.187	9.59	-159.7	14.257	4.95	0
6/22/2022	11:08:03	0	greeenland	-0.24	4.45	88.7	8.56	2.85	113.4	106.7	108.1	10.93	0.05	111.6	-0.8	-0.8	73	1.187	9.58	-159.3	14.259	4.94	0
6/22/2022	11:10:03	0	greeenland	-0.28	4.33	88.7	8.75	2.92	113.5	106.5	107.9	10.92	0.05	111.7	-0.82	-0.82	73	1.185	9.58	-159.3	14.236	4.95	0
6/22/2022	11:12:03	0	greeenland	-0.31	4.24	88.7	8.94	2.98	113.4	106.4	107.8	10.9	0.05	111.6	-0.82	-0.82	73	1.191	9.58	-159.1	14.238	4.95	0
6/22/2022	11:14:03	0	greeenland	-0.25	4.43	88.7	8.93	2.98	113.4	106.4	107.8	10.91	0.05	111.7	-0.75	-0.75	73	1.2	9.58	-159.2	14.22	4.94	0
6/22/2022	11:16:03	0	greeenland	-0.27	4.37	88.6	8.9	2.97	113.4	106.4	107.8	10.91	0.05	111.7	-0.72	-0.72	73	1.193	9.58	-159.2	14.198	4.95	0
6/22/2022	11:18:03	0	greeenland	-0.19	4.61	88.7	8.99	3	113.4	106.4	107.8	10.91	0.05	111.6	-0.82	-0.82	73	1.184	9.58	-159.1	14.225	4.94	0
6/22/2022	11:20:03	0	greeenland	-0.3	4.25	88.7	8.89	2.96	113.4	106.5	107.9	10.91	0.05	111.7	-0.71	-0.71	73	1.189	9.58	-159.3	14.25	4.94	0
6/22/2022	11:22:03	0	greeenland	-0.2	4.58	88.7	8.99	3	113.4	106.5	107.9	10.91	0.05	111.7	-0.81	-0.81	73	1.186	9.58	-159.4	14.253	4.95	0
6/22/2022	11:24:03	0	greeenland	-0.29	4.28	88.8	8.85	2.95	113.5	106.6	108	10.92	0.05	111.7	-0.79	-0.79	73	1.186	9.58	-159.4	14.252	4.93	0
6/22/2022	11:26:03	0	greeenland	-0.13	4.79	88.8	8.91	2.97	113.5	106.6	108	10.93	0.05	111.7	-0.69	-0.69	73	1.182	9.58	-159.4	14.237	4.93	0
6/22/2022	11:28:03	0	greeenland	-0.28	4.34	88.8	8.93	2.98	113.5	106.7	108.1	10.93	0.05	111.7	-0.67	-0.67	73	1.186	9.58	-159.5	14.244	4.92	0
6/22/2022	11:30:03	0	greeenland	-0.27	4.35	88.7	8.97	2.99	113.4	106.7	108.1	10.94	0.05	111.7	-0.76	-0.76	73	1.19	9.59	-159.8	14.253	4.93	0
6/22/2022	11:32:03	0	greeenland	-0.3	4.26	88.7	8.8	2.93	113.4	106.8	108.3	10.95	0.05	111.7	-0.81	-0.81	73	1.197	9.59	-159.9	14.245	4.99	0
6/22/2022	11:34:03	0	greeenland	-0.3	4.27	88.7	8.85	2.95	113.4	106.9	108.3	10.96	0.05	111.7	-0.78	-0.78	73	1.19	9.59	-159.9	14.238	4.92	0
6/22/2022	11:36:03	0	greeenland	-0.09	4.93	88.7	8.95	2.98	113.4	106.9	108.3	10.95	0.05	111.7	-0.67	-0.67	73	1.185	9.59	-159.9	14.252	4.97	0
6/22/2022	11:38:03	0	greeenland	-0.28	4.33	88.7	8.84	2.95	113.4	107.2	108.7	10.99	0.05	111.6	-0.73	-0.73	73	1.181	9.6	-160.2	14.261	4.91	0
6/22/2022	11:40:03	0	greeenland	1.96	11.33	88.8	8.68	2.89	113.5	107	108.4	10.95	0.05	111.7	-0.49	-0.49	73	1.186	9.59	-159.9	14.271	4.92	0
