KorEXO MEASUREMENT DATA FILE EXPORT																							
																							
FILE CREATED:	9/24/2021 12:03:20 PM																						
																							
			MEAN VALUE:	0.01	0.94	103.1	6.04	2.01	155.9	90.1	91.3	10.7	0.07	153.2	0.14	0.14	100	1.203	NA	-101.5	7.874	5.21	0
			STANDARD DEVIATION:	0.08	0.21	7	0.32	0.11	10.5	1.8	1.9	0.28	0	10.3	0.15	0.15	7	0.028	0.08	4.6	0.364	0.37	0
																							
			SENSOR SERIAL NUMBER:	20D103574	20D103574	19G100352	16L101040	16L101040	19G100352	16L103892	16L103892	16L103892	19G100352	19G100352	20D103574	20D103574	19G100352	15M103179	16A102314	16A102314	19G100352	16A102286	16A102286
Date (MM/DD/YYYY)	Time (HH:MM:SS)	Time (Fract. Sec)	Site Name	Chlorophyll RFU	Chlorophyll ug/L	Cond uS/cm	fDOM QSU	fDOM RFU	nLF Cond uS/cm	ODO % sat	ODO % local	ODO mg/L	Sal psu	SpCond uS/cm	BGA PC RFU	BGA PC ug/L	TDS mg/L	Wiper Position volt	pH	pH mV	TempC	Battery V	Cable Pwr V
9/16/2021	12:11:48	0	greeenland	-0.06	0.75	103.9	6.52	2.17	156.1	88.2	89.4	10.42	0.07	153.5	-0.03	-0.03	100	1.207	8.51	-100.7	8.076	6.11	0
9/16/2021	12:13:48	0	greeenland	-0.02	0.86	103.8	6.39	2.13	156.1	88.1	89.2	10.41	0.07	153.4	0.14	0.14	100	1.215	8.51	-100.6	8.081	6.13	0
9/16/2021	12:15:48	0	greeenland	0.02	0.95	103.9	6.28	2.09	156.1	88	89.2	10.4	0.07	153.4	0.04	0.04	100	1.207	8.51	-100.5	8.086	6.14	0
9/16/2021	12:17:48	0	greeenland	-0.11	0.6	103.9	6.2	2.07	156.1	88	89.1	10.39	0.07	153.4	0.14	0.14	100	1.201	8.51	-100.3	8.088	6.12	0
9/16/2021	12:19:48	0	greeenland	-0.02	0.85	103.8	6.38	2.13	156.1	87.9	89	10.38	0.07	153.4	0.04	0.04	100	1.208	8.5	-100.1	8.082	6.14	0
9/16/2021	12:21:48	0	greeenland	-0.1	0.62	103.9	6.21	2.07	156.1	87.8	89	10.37	0.07	153.4	0.1	0.1	100	1.205	8.5	-100	8.089	6.12	0
9/16/2021	12:23:48	0	greeenland	-0.05	0.78	103.9	6.33	2.11	156.1	87.8	89	10.37	0.07	153.4	0.07	0.07	100	1.206	8.5	-100	8.086	6.13	0
9/16/2021	12:25:48	0	greeenland	-0.04	0.79	103.9	6.28	2.09	156.2	87.6	88.8	10.35	0.07	153.5	0.08	0.08	100	1.207	8.49	-99.1	8.083	6.14	0
9/16/2021	12:27:48	0	greeenland	0.01	0.92	103.9	6.18	2.06	156.1	87.7	88.8	10.36	0.07	153.5	0.03	0.03	100	1.209	8.49	-99.4	8.087	6.13	0
