Date	GPP	R	NEP	GPPsd	Rsd	NEPsd
2023-06-23	0.923835041192205	-0.480194380780028	0.443640660412177	0.0225567686059559	0.0222416987419319	0.0316780834784792
2023-06-24	0.977348081340515	-0.376102228812786	0.601245852527729	0.055225654021148	0.0552533484950843	0.0781204543124448
2023-06-25	1.10297910130583	-0.765480079471566	0.337499021834261	0.08209370506017	0.0823612890783434	0.116287395487012
2023-06-26	1.37767516185486	-1.4429517741171	-0.0652766122622417	0.0504430880496939	0.0507799124631332	0.0715758663360259
2023-06-27	0.731349142785588	-0.304887568231097	0.42646157455449	0.019659812493254	0.0197337988424426	0.0278555388392308
2023-06-28	0.730295328836313	-0.0264267287813569	0.703868600054956	0.019121639755418	0.018013631875348	0.0262702881650836
2023-06-29	0.597158627825941	-0.199337506895601	0.39782112093034	0.0260731309574108	0.0252796676335706	0.0363162464137759
2023-06-30	0.978367900142805	-0.0978280631855284	0.880539836957277	0.0475718140078182	0.0478718447391419	0.0674891917770761
2023-07-01	0.827169604642175	-0.129235006128288	0.697934598513887	0.0352247646025939	0.0349241020771916	0.0496031949294221
2023-07-02	0.68670031687464	-0.420439244131232	0.266261072743408	0.0478050192050656	0.0470945371911579	0.0671060004354755
2023-07-03	0.698012829281805	-0.335951119925977	0.362061709355828	0.0181527109021364	0.0171299042990479	0.0249590571615012
2023-07-04	1.59144647787761	-0.660457304328561	0.930989173549045	0.0481367686224668	0.0477154010169519	0.0677783740408505
2023-07-05	1.10781093262567	-0.275573386890392	0.832237545735282	0.0959980285743362	0.0955087077539189	0.135416153936606
2023-07-06	1.44179417982661	-1.07184440969736	0.369949770129251	0.0942521977248929	0.0939378845594721	0.133070668937527
2023-07-07	1.36631477048983	-0.84267197975214	0.523642790737691	0.0541195180725859	0.0538383666083991	0.0763380112098117
2023-07-08	1.12429574801439	-0.305255974935662	0.819039773078727	0.0781202105875708	0.076146142939128	0.109091715481757
2023-07-09	1.18425765175027	-0.681894277843531	0.502363373906737	0.0754590463699431	0.075949890540154	0.107062848608295
2023-07-10	1.26023625343181	-0.075539471005413	1.1846967824264	0.113816726497151	0.115340616994128	0.162042294352781
2023-07-11	1.27668256173683	-0.242323813269938	1.0343587484669	0.0917747244327986	0.090881326686807	0.129158877298737
2023-07-12	2.74625185356071	-2.51315312159412	0.233098731966595	0.0853477876920905	0.0860790499175828	0.121218182211448
2023-07-13	1.02495937105882	-0.437410873052177	0.587548498006647	0.0227730976546623	0.0220840303662706	0.0317225215581477
2023-07-14	1.15175691862501	-0.551565228152133	0.600191690472879	0.0210911810261386	0.0201563740555249	0.0291739152693564
2023-07-15	1.11049769324799	-0.510017128898868	0.600480564349118	0.0260454156217182	0.0255679111686381	0.0364976952208685
2023-07-16	1.28368040518713	-1.11717929036195	0.166501114825184	0.0170113158719968	0.0164248379462843	0.0236465678113876
