Date_time	dsr_cor	wspd_ms
2022-06-23T00:00:00Z	14.1096	6.7212
2022-06-23T01:00:00Z	0	4.2508
2022-06-23T02:00:00Z	0	7.1
2022-06-23T03:00:00Z	0	8.3975
2022-06-23T04:00:00Z	0	9.0915
2022-06-23T05:00:00Z	6.6988	11.665
2022-06-23T06:00:00Z	39.0793	12.7383
2022-06-23T07:00:00Z	120.3352	14.335
2022-06-23T08:00:00Z	235.3169	11.0317
2022-06-23T09:00:00Z	371.4284	6.84
2022-06-23T10:00:00Z	518.7556	6.4617
2022-06-23T11:00:00Z	653.7643	5.1458
2022-06-23T12:00:00Z	755.6078	3.6957
2022-06-23T13:00:00Z	757.9542	3.7318
2022-06-23T14:00:00Z	933.4084	4.6735
2022-06-23T15:00:00Z	648.9147	5.227
2022-06-23T16:00:00Z	811.6181	5.3427
2022-06-23T17:00:00Z	474.7185	5.2255
2022-06-23T18:00:00Z	500.1707	5.1363
2022-06-23T19:00:00Z	515.0536	4.745
2022-06-23T20:00:00Z	394.862	4.296
2022-06-23T21:00:00Z	267.5459	3.9695
2022-06-23T22:00:00Z	105.5518	4.3717
2022-06-23T23:00:00Z	49.8739	4.0955
2022-06-24T00:00:00Z	10.5212	3.5247
2022-06-24T01:00:00Z	1.8236	3.4377
2022-06-24T02:00:00Z	0	3.2722
2022-06-24T03:00:00Z	1.8831	3.6805
2022-06-24T04:00:00Z	1.1966	4.5763
2022-06-24T05:00:00Z	0.8638	2.7732
2022-06-24T06:00:00Z	14.9043	3.9072
2022-06-24T07:00:00Z	39.7222	3.6823
2022-06-24T08:00:00Z	64.6717	4.0685
2022-06-24T09:00:00Z	159.1639	2.8813
2022-06-24T10:00:00Z	120.6	3.6717
2022-06-24T11:00:00Z	220.0236	4.4813
2022-06-24T12:00:00Z	243.8177	4.7517
2022-06-24T13:00:00Z	387.6481	4.9747
2022-06-24T14:00:00Z	439.0163	3.779
2022-06-24T15:00:00Z	652.6486	4.1488
2022-06-24T16:00:00Z	562.6736	3.348
2022-06-24T17:00:00Z	399.1879	2.608
2022-06-24T18:00:00Z	282.2848	1.1915
2022-06-24T19:00:00Z	277.1192	2.0083
2022-06-24T20:00:00Z	171.9256	1.6257
2022-06-24T21:00:00Z	100.639	1.3957
2022-06-24T22:00:00Z	66.178	1.499
2022-06-24T23:00:00Z	30.6357	1.7868
2022-06-25T00:00:00Z	2.5629	0.7993
2022-06-25T01:00:00Z	0.5112	0.9377
2022-06-25T02:00:00Z	0.7612	1.0955
2022-06-25T03:00:00Z	1.0106	1.254
2022-06-25T04:00:00Z	0	4.1718
2022-06-25T05:00:00Z	1.3769	3.916
2022-06-25T06:00:00Z	15.2216	2.9695
2022-06-25T07:00:00Z	39.2807	4.7172
2022-06-25T08:00:00Z	135.3637	3.6075
2022-06-25T09:00:00Z	217.9949	4.0998
2022-06-25T10:00:00Z	211.4362	2.0275
2022-06-25T11:00:00Z	188.8124	2.0325
2022-06-25T12:00:00Z	164.2152	3.8697
2022-06-25T13:00:00Z	145.7514	4.8682
2022-06-25T14:00:00Z	233.1522	5.2455
2022-06-25T15:00:00Z	211.5625	5.093
2022-06-25T16:00:00Z	150.1286	5.1192
2022-06-25T17:00:00Z	151.2866	7.9205
2022-06-25T18:00:00Z	120.8239	9.6083
2022-06-25T19:00:00Z	108.5814	9.3275
2022-06-25T20:00:00Z	87.1326	9.7917
2022-06-25T21:00:00Z	61.7741	8.4923
2022-06-25T22:00:00Z	32.5616	9.0217
2022-06-25T23:00:00Z	12.6586	7.7053
2022-06-26T00:00:00Z	5.8888	10.7333
2022-06-26T01:00:00Z	1.5257	11.38
2022-06-26T02:00:00Z	0	12.4283
2022-06-26T03:00:00Z	0	13.455
2022-06-26T04:00:00Z	1.1923	13.0383
2022-06-26T05:00:00Z	0	12.0533
2022-06-26T06:00:00Z	14.6652	11.4383
2022-06-26T07:00:00Z	18.6711	10.5067
2022-06-26T08:00:00Z	20.9464	9.7583
2022-06-26T09:00:00Z	42.6011	8.9683
2022-06-26T10:00:00Z	92.2357	5.5455
2022-06-26T11:00:00Z	183.2144	2.3668
2022-06-26T12:00:00Z	190.9124	3.6125
2022-06-26T13:00:00Z	199.6153	1.5657
2022-06-26T14:00:00Z	273.2589	0.4443
2022-06-26T15:00:00Z	240.3941	0.5958
2022-06-26T16:00:00Z	241.159	0.859
2022-06-26T17:00:00Z	196.5818	1.1015
2022-06-26T18:00:00Z	191.3351	1.5803
2022-06-26T19:00:00Z	181.0266	1.0768
2022-06-26T20:00:00Z	187.3956	1.073
2022-06-26T21:00:00Z	73.9681	1.1073
2022-06-26T22:00:00Z	53.4182	3.0245
2022-06-26T23:00:00Z	23.1913	3.5502
2022-06-27T00:00:00Z	6.8491	2.7602
2022-06-27T01:00:00Z	0.8951	0.9692
2022-06-27T02:00:00Z	0	3.2997
2022-06-27T03:00:00Z	1.1994	3.2017
2022-06-27T04:00:00Z	1.2006	2.8487
2022-06-27T05:00:00Z	2.7888	2.3517
2022-06-27T06:00:00Z	6.3299	1.4797
2022-06-27T07:00:00Z	33.5147	1.8765
2022-06-27T08:00:00Z	96.1968	2.1697
2022-06-27T09:00:00Z	242.7375	2.094
2022-06-27T10:00:00Z	282.3566	2.5707
2022-06-27T11:00:00Z	405.2281	3.2435
2022-06-27T12:00:00Z	551.0368	2.7308
2022-06-27T13:00:00Z	572.7338	3.5345
2022-06-27T14:00:00Z	731.9263	3.7753
2022-06-27T15:00:00Z	875.5786	3.852
2022-06-27T16:00:00Z	853.644	4.1917
2022-06-27T17:00:00Z	798.4988	4.3983
2022-06-27T18:00:00Z	707.3779	4.1852
2022-06-27T19:00:00Z	596.1002	4.2012
