Date_time	Pond	Day	Depth_m	Chlorophyll_RFU	Cond_uScm	SpCond_uScm	fDOM_RFU	ODO_mgL	ODO_sat	BGAPC_RFU	pH	Temp_C
2022-06-19T14:54:11Z	B2P2	June 19	1.423	0.58	45	57.2	1.06	10.19	98.5	-0.3	7.51	13.851
2022-06-19T14:54:13Z	B2P2	June 19	1.489	0.6	44.9	57.1	1.04	10.22	98.9	-0.21	7.51	13.851
2022-06-19T14:54:15Z	B2P2	June 19	1.528	0.65	44.9	57	1.05	10.26	99.2	-0.21	7.51	13.85
2022-06-19T14:54:17Z	B2P2	June 19	1.581	0.57	45	57.1	1.03	10.29	99.5	-0.18	7.52	13.85
2022-06-19T14:54:19Z	B2P2	June 19	1.622	0.62	45	57.2	1.05	10.32	99.9	-0.22	7.52	13.85
2022-06-19T14:54:21Z	B2P2	June 19	1.657	0.63	44.9	57.1	1	10.36	100.2	-0.22	7.52	13.85
2022-06-19T14:54:23Z	B2P2	June 19	1.69	0.69	44.9	57.1	1.08	10.4	100.6	-0.27	7.52	13.85
2022-06-19T14:54:25Z	B2P2	June 19	1.722	0.66	45	57.1	1.1	10.44	100.9	-0.27	7.52	13.85
2022-06-19T14:54:27Z	B2P2	June 19	1.754	0.72	45	57.2	1.07	10.48	101.3	-0.3	7.52	13.85
2022-06-19T14:54:29Z	B2P2	June 19	1.792	0.75	44.9	57.1	1.02	10.51	101.7	-0.21	7.52	13.85
2022-06-19T14:54:31Z	B2P2	June 19	1.826	0.71	44.9	57.1	1.11	10.54	102	-0.3	7.53	13.849
2022-06-19T14:54:33Z	B2P2	June 19	1.865	0.67	45	57.1	1.08	10.58	102.4	-0.34	7.53	13.85
2022-06-19T14:54:35Z	B2P2	June 19	1.902	0.7	45	57.2	0.99	10.62	102.7	-0.26	7.53	13.849
2022-06-19T14:54:37Z	B2P2	June 19	1.932	0.76	44.9	57.1	1.04	10.66	103.1	-0.23	7.53	13.849
2022-06-19T14:54:39Z	B2P2	June 19	1.948	0.76	44.9	57.1	1.01	10.7	103.5	-0.23	7.53	13.847
2022-06-19T13:35:09Z	B2P3	June 19	0.518	0.31	39.8	50.5	0.69	10.93	105.8	-0.2	7.34	13.88
2022-06-19T13:35:11Z	B2P3	June 19	0.568	0.29	39.8	50.5	0.66	10.93	105.7	-0.22	7.34	13.88
2022-06-19T13:35:13Z	B2P3	June 19	1.367	0.34	39.7	50.4	0.69	10.93	105.8	-0.21	7.34	13.878
2022-06-19T13:35:15Z	B2P3	June 19	1.463	0.36	39.7	50.5	0.75	10.93	105.8	-0.23	7.34	13.878
2022-06-19T13:35:17Z	B2P3	June 19	1.487	0.37	39.8	50.5	0.71	10.92	105.7	-0.24	7.35	13.878
2022-06-19T13:35:19Z	B2P3	June 19	1.526	0.38	39.8	50.5	0.76	10.93	105.8	-0.16	7.35	13.879
2022-06-19T13:35:21Z	B2P3	June 19	1.572	0.3	39.8	50.6	0.65	10.93	105.7	-0.2	7.35	13.879
2022-06-19T13:35:23Z	B2P3	June 19	1.629	0.58	39.8	50.5	0.67	10.92	105.7	-0.2	7.35	13.878
2022-06-19T13:35:25Z	B2P3	June 19	1.685	0.43	39.8	50.5	0.74	10.92	105.7	-0.26	7.35	13.878
2022-06-19T13:35:27Z	B2P3	June 19	1.743	0.37	39.7	50.5	0.69	10.92	105.7	-0.21	7.35	13.875
2022-06-19T13:35:29Z	B2P3	June 19	1.789	0.48	39.8	50.5	0.75	10.92	105.7	-0.16	7.35	13.876
2022-06-19T13:35:31Z	B2P3	June 19	1.829	0.44	39.8	50.5	0.71	10.92	105.7	-0.23	7.35	13.874
2022-06-19T13:35:33Z	B2P3	June 19	1.877	0.37	39.8	50.5	0.72	10.92	105.7	-0.2	7.35	13.873
2022-06-19T13:35:35Z	B2P3	June 19	1.922	0.41	39.8	50.5	0.66	10.92	105.7	-0.22	7.35	13.871
2022-06-19T13:35:37Z	B2P3	June 19	1.972	0.44	39.8	50.5	0.74	10.92	105.6	-0.21	7.35	13.868
2022-06-19T13:35:39Z	B2P3	June 19	2.015	0.45	39.7	50.5	0.71	10.92	105.7	-0.24	7.35	13.866
2022-06-19T13:35:41Z	B2P3	June 19	2.056	0.46	39.8	50.5	0.74	10.92	105.7	-0.16	7.35	13.865
2022-06-19T13:35:43Z	B2P3	June 19	2.091	0.42	39.9	50.7	0.68	10.93	105.7	-0.13	7.35	13.867
2022-06-19T13:35:45Z	B2P3	June 19	2.131	0.45	39.8	50.6	0.72	10.92	105.7	-0.23	7.35	13.866
2022-06-19T13:35:47Z	B2P3	June 19	2.171	0.49	39.8	50.5	0.65	10.93	105.7	-0.24	7.35	13.865
2022-06-19T13:35:49Z	B2P3	June 19	2.923	0.52	39.8	50.5	0.68	10.93	105.7	-0.25	7.35	13.865
2022-06-19T13:35:51Z	B2P3	June 19	2.999	0.5	39.8	50.5	0.73	10.92	105.7	-0.21	7.35	13.865
2022-06-19T13:35:53Z	B2P3	June 19	3.036	0.61	39.8	50.5	0.7	10.93	105.7	-0.23	7.35	13.865
2022-06-19T13:35:55Z	B2P3	June 19	3.059	0.52	39.7	50.5	0.68	10.93	105.7	-0.21	7.35	13.865
2022-06-19T13:35:57Z	B2P3	June 19	3.085	0.53	39.7	50.5	0.73	10.93	105.7	-0.23	7.35	13.866
2022-06-19T13:35:59Z	B2P3	June 19	3.129	0.47	39.8	50.5	0.68	10.93	105.7	-0.24	7.35	13.866
2022-06-19T13:36:01Z	B2P3	June 19	3.144	0.45	39.8	50.6	0.67	10.92	105.7	-0.2	7.35	13.866
2022-06-19T11:05:37Z	B2P4	June 19	1.201	0.01	39.5	52.4	2.26	11.45	106.3	-0.2	7.45	12.054
2022-06-19T11:05:39Z	B2P4	June 19	1.303	0.1	39.4	52.4	2.24	11.45	106.4	-0.17	7.44	12.054
2022-06-19T11:05:41Z	B2P4	June 19	1.37	0.06	39.4	52.3	2.24	11.44	106.3	-0.11	7.44	12.053
2022-06-19T11:05:43Z	B2P4	June 19	1.428	0.05	39.3	52.2	2.28	11.44	106.3	-0.16	7.43	12.054
2022-06-19T11:05:45Z	B2P4	June 19	1.485	0.06	39.3	52.2	2.22	11.44	106.3	-0.13	7.42	12.051
2022-06-19T11:05:47Z	B2P4	June 19	1.542	0.11	39.3	52.2	2.24	11.44	106.3	-0.13	7.42	12.05
2022-06-19T11:05:49Z	B2P4	June 19	1.605	0.05	39.3	52.2	2.24	11.44	106.3	-0.23	7.42	12.05
2022-06-19T11:05:51Z	B2P4	June 19	1.661	0.07	39.2	52.1	2.27	11.44	106.2	-0.19	7.41	12.049
2022-06-19T11:05:53Z	B2P4	June 19	1.713	0.05	39.2	52.1	2.27	11.43	106.2	-0.13	7.41	12.044
2022-06-19T11:05:55Z	B2P4	June 19	1.774	0.14	39.2	52.2	2.36	11.41	106	-0.14	7.41	11.99
2022-06-19T11:05:57Z	B2P4	June 19	1.829	0.09	39.2	52.4	2.41	11.39	105.6	-0.21	7.41	11.842
2022-06-19T11:05:59Z	B2P4	June 19	1.889	0.12	39.2	52.5	2.61	11.4	105.4	-0.23	7.41	11.72
2022-06-19T11:06:01Z	B2P4	June 19	1.945	0.15	39.2	52.7	2.69	11.48	105.5	-0.15	7.4	11.552
2022-06-19T11:06:03Z	B2P4	June 19	2.003	0.11	39.1	52.7	2.77	11.51	105.8	-0.21	7.39	11.459
2022-06-19T11:06:05Z	B2P4	June 19	2.054	0.16	39	52.9	2.88	11.54	105.4	-0.17	7.38	11.177
2022-06-19T11:06:07Z	B2P4	June 19	2.857	0.17	38.9	53	2.94	11.59	105.2	-0.15	7.37	11.025
2022-06-19T11:06:09Z	B2P4	June 19	2.968	0.08	38.8	53	2.99	11.68	105.9	-0.15	7.36	10.967
2022-06-19T11:06:11Z	B2P4	June 19	3.02	0.12	38.8	53.2	2.99	11.7	105.8	-0.17	7.35	10.74
2022-06-19T11:06:13Z	B2P4	June 19	3.08	0.08	38.4	53.2	3.11	11.69	105.3	-0.12	7.34	10.451
2022-06-19T11:06:15Z	B2P4	June 19	3.134	0.07	38.4	53.2	3.35	11.83	106	-0.15	7.34	10.336
2022-06-19T11:06:17Z	B2P4	June 19	3.188	0.13	38.4	53.9	3.63	11.77	104.2	-0.19	7.33	9.909
2022-06-19T11:06:19Z	B2P4	June 19	3.241	0.15	38.2	53.9	3.88	11.88	104.8	-0.16	7.32	9.69
2022-06-19T11:06:21Z	B2P4	June 19	3.298	0.18	38	53.6	4.08	11.91	104.8	-0.16	7.3	9.742
2022-06-19T11:06:23Z	B2P4	June 19	3.347	0.14	37.9	54.3	4.24	11.71	102.7	-0.18	7.29	9.199
2022-06-19T11:06:25Z	B2P4	June 19	3.402	0.18	37.8	55.3	4.4	11.81	101.5	-0.17	7.28	8.382
2022-06-19T11:06:27Z	B2P4	June 19	3.454	0.26	37.6	56	4.51	12.14	102.6	-0.19	7.27	7.794
2022-06-19T11:06:29Z	B2P4	June 19	3.512	0.21	37.4	55.9	4.44	12.35	103.5	-0.15	7.26	7.675
2022-06-19T11:06:31Z	B2P4	June 19	3.566	0.27	37	55.3	4.51	12.38	103.8	-0.16	7.25	7.696
2022-06-19T11:06:33Z	B2P4	June 19	3.624	0.24	36.8	55.4	4.5	12.43	104	-0.19	7.23	7.427
2022-06-19T11:06:35Z	B2P4	June 19	3.677	0.3	36.7	55.4	4.54	12.54	104.1	-0.14	7.22	7.329
2022-06-19T11:06:37Z	B2P4	June 19	4.532	0.31	36.5	55.2	4.59	12.53	104.1	-0.09	7.21	7.253
2022-06-19T11:06:39Z	B2P4	June 19	4.565	0.3	36.4	55.5	4.66	12.38	102.4	-0.12	7.2	6.978
2022-06-19T11:06:41Z	B2P4	June 19	4.613	0.28	36.2	55.6	4.67	12.57	102.9	-0.08	7.19	6.748
2022-06-19T11:06:43Z	B2P4	June 19	4.677	0.33	35.8	55.4	4.71	12.55	102.6	-0.14	7.17	6.512
2022-06-19T11:06:45Z	B2P4	June 19	4.741	0.32	35.7	55.4	4.7	12.66	102.7	-0.15	7.16	6.333
2022-06-19T11:06:47Z	B2P4	June 19	4.807	0.29	35.4	55.2	4.7	12.66	102.4	-0.09	7.14	6.176
2022-06-19T11:06:49Z	B2P4	June 19	4.868	0.31	35.2	55.2	4.74	12.68	102.1	-0.11	7.13	6.06
2022-06-19T11:06:51Z	B2P4	June 19	4.922	0.37	35.3	55	4.83	12.64	101.8	-0.1	7.11	6.231
2022-06-19T11:06:53Z	B2P4	June 19	4.957	0.43	35.4	54.9	4.75	12.56	101.6	-0.13	7.09	6.388
2022-06-19T11:06:55Z	B2P4	June 19	4.96	0.31	35.2	54.6	4.82	12.54	101.9	-0.09	7.01	6.366
2022-06-20T09:57:29Z	B3P0	June 20	1.239	-0.02	61.6	78.7	1.18	10.73	103.3	-0.06	7.08	13.654
2022-06-20T09:57:31Z	B3P0	June 20	1.332	0.02	61.6	78.7	1.22	10.73	103.3	-0.18	7.08	13.652
2022-06-20T09:57:33Z	B3P0	June 20	1.378	0.02	61.6	78.7	1.21	10.72	103.3	-0.28	7.08	13.652
2022-06-20T09:57:35Z	B3P0	June 20	1.412	0.03	61.6	78.6	1.14	10.73	103.3	-0.17	7.08	13.649
2022-06-20T09:57:37Z	B3P0	June 20	1.431	0	61.6	78.7	1.21	10.73	103.3	-0.21	7.08	13.644
2022-06-20T09:57:39Z	B3P0	June 20	1.457	0.02	61.7	78.8	1.21	10.72	103.2	-0.2	7.08	13.641
2022-06-20T09:57:41Z	B3P0	June 20	1.489	-0.01	61.7	78.7	1.17	10.72	103.3	-0.22	7.08	13.633
2022-06-20T09:57:43Z	B3P0	June 20	1.514	0.02	61.6	78.7	1.17	10.72	103.2	-0.22	7.07	13.631
2022-06-20T09:57:45Z	B3P0	June 20	1.543	0.05	61.6	78.7	1.22	10.72	103.2	-0.25	7.07	13.63
2022-06-20T09:57:47Z	B3P0	June 20	1.577	0.15	61.7	78.8	1.18	10.72	103.2	-0.14	7.07	13.627
2022-06-20T09:57:49Z	B3P0	June 20	1.607	0.02	61.7	78.8	1.11	10.72	103.1	-0.16	7.07	13.624
2022-06-20T09:57:51Z	B3P0	June 20	1.64	0.03	61.7	78.9	1.18	10.72	103.2	-0.15	7.07	13.624
2022-06-20T09:57:53Z	B3P0	June 20	1.67	0.05	61.7	78.8	1.15	10.71	103.1	-0.25	7.07	13.621
2022-06-20T09:57:55Z	B3P0	June 20	1.7	0.03	61.7	78.8	1.15	10.72	103.1	-0.22	7.06	13.621
