Date_time	dsr_cor	wspd_ms
2023-06-22T22:00:00Z	111.1443	0.7352
2023-06-22T23:00:00Z	39.9379	1.5325
2023-06-23T00:00:00Z	9.4656	2.5615
2023-06-23T01:00:00Z	1.3786	3.1067
2023-06-23T02:00:00Z	3.1178	1.4993
2023-06-23T03:00:00Z	1.7408	0.7452
2023-06-23T04:00:00Z	0.699	1.8407
2023-06-23T05:00:00Z	0.6241	3.7097
2023-06-23T06:00:00Z	10.4348	3.7835
2023-06-23T07:00:00Z	44.7389	2.2997
2023-06-23T08:00:00Z	99.5427	1.5865
2023-06-23T09:00:00Z	199.5338	0.9968
2023-06-23T10:00:00Z	335.6115	0.9157
2023-06-23T11:00:00Z	510.2151	2.1707
2023-06-23T12:00:00Z	663.0622	2.7875
2023-06-23T13:00:00Z	731.1518	2.3427
2023-06-23T14:00:00Z	818.7508	3.427
2023-06-23T15:00:00Z	871.213	4.4773
2023-06-23T16:00:00Z	839.8037	4.032
2023-06-23T17:00:00Z	776.9174	4.0783
2023-06-23T18:00:00Z	689.0182	4.98
2023-06-23T19:00:00Z	575.0112	4.99
2023-06-23T20:00:00Z	437.6516	2.9887
2023-06-23T21:00:00Z	313.3472	1.7987
2023-06-23T22:00:00Z	224.2142	3.2998
2023-06-23T23:00:00Z	112.1454	5.1813
2023-06-24T00:00:00Z	12.9324	3.9702
2023-06-24T01:00:00Z	1.6654	1.8503
2023-06-24T02:00:00Z	0	0.8157
2023-06-24T03:00:00Z	0	1.3597
2023-06-24T04:00:00Z	0	2.867
2023-06-24T05:00:00Z	7.3003	3.1867
2023-06-24T06:00:00Z	47.429	0.469
2023-06-24T07:00:00Z	149.2971	0.704
2023-06-24T08:00:00Z	242.1137	1.7213
2023-06-24T09:00:00Z	332.4654	0.975
2023-06-24T10:00:00Z	463.0549	0.9947
2023-06-24T11:00:00Z	587.213	1.1035
2023-06-24T12:00:00Z	699.6119	1.8422
2023-06-24T13:00:00Z	787.0383	3.4003
2023-06-24T14:00:00Z	840.555	4.1642
2023-06-24T15:00:00Z	854.9737	4.1248
2023-06-24T16:00:00Z	833.1729	3.8732
2023-06-24T17:00:00Z	769.2275	3.0555
2023-06-24T18:00:00Z	679.1697	3.1038
2023-06-24T19:00:00Z	566.3699	3.9738
2023-06-24T20:00:00Z	430.8091	2.3565
2023-06-24T21:00:00Z	303.365	0.9195
2023-06-24T22:00:00Z	226.2895	1.065
2023-06-24T23:00:00Z	115.8871	1.1727
2023-06-25T00:00:00Z	18.7737	1.3903
2023-06-25T01:00:00Z	0	1.4397
2023-06-25T02:00:00Z	0	0.8623
2023-06-25T03:00:00Z	0	0.7048
2023-06-25T04:00:00Z	0	0.9647
2023-06-25T05:00:00Z	6.3773	0.7475
2023-06-25T06:00:00Z	39.6397	1.1015
2023-06-25T07:00:00Z	128.7463	0.797
2023-06-25T08:00:00Z	244.303	0.3202
2023-06-25T09:00:00Z	339.0045	0.4082
2023-06-25T10:00:00Z	467.3053	0.7615
2023-06-25T11:00:00Z	594.4904	0.8663
2023-06-25T12:00:00Z	707.5701	2.2388
2023-06-25T13:00:00Z	800.0814	4.241
2023-06-25T14:00:00Z	853.2418	4.299
2023-06-25T15:00:00Z	887.7393	3.6348
2023-06-25T16:00:00Z	851.735	4.0688
2023-06-25T17:00:00Z	782.9423	4.277
2023-06-25T18:00:00Z	681.0793	3.2315
2023-06-25T19:00:00Z	567.0031	3.5183
2023-06-25T20:00:00Z	430.8361	2.7203
2023-06-25T21:00:00Z	307.3015	3.9182
2023-06-25T22:00:00Z	217.0714	2.8447
2023-06-25T23:00:00Z	104.7648	0.8092
2023-06-26T00:00:00Z	19.4352	1.2308
2023-06-26T01:00:00Z	0	0.8362
2023-06-26T02:00:00Z	0	1.34
2023-06-26T03:00:00Z	0	2.2238
2023-06-26T04:00:00Z	0	2.6672
2023-06-26T05:00:00Z	6.2651	1.3538
2023-06-26T06:00:00Z	20.391	0.482
2023-06-26T07:00:00Z	70.7889	0.5137
2023-06-26T08:00:00Z	179.609	2.4537
2023-06-26T09:00:00Z	306.5842	1.7857
2023-06-26T10:00:00Z	381.6663	1.2702
2023-06-26T11:00:00Z	560.834	0.6437
2023-06-26T12:00:00Z	466.9169	1.4867
2023-06-26T13:00:00Z	659.9188	1.93
2023-06-26T14:00:00Z	781.452	3.2357
2023-06-26T15:00:00Z	706.2424	3.7278
2023-06-26T16:00:00Z	794.0992	3.8533
2023-06-26T17:00:00Z	754.3979	2.1493
2023-06-26T18:00:00Z	603.8488	2.216
2023-06-26T19:00:00Z	469.067	2.3052
2023-06-26T20:00:00Z	292.3654	1.6345
2023-06-26T21:00:00Z	108.261	1.3682
2023-06-26T22:00:00Z	42.3397	2.5878
2023-06-26T23:00:00Z	66.7881	5.0938
2023-06-27T00:00:00Z	18.748	3.3862
2023-06-27T01:00:00Z	2.4712	1.4565
2023-06-27T02:00:00Z	0.3516	3.7905
2023-06-27T03:00:00Z	0	4.4482
2023-06-27T04:00:00Z	0.348	2.793
2023-06-27T05:00:00Z	3.7342	2.6625
2023-06-27T06:00:00Z	28.8943	2.3035
2023-06-27T07:00:00Z	102.7106	1.2803
2023-06-27T08:00:00Z	98.7779	1.3743
2023-06-27T09:00:00Z	84.4248	1.505
2023-06-27T10:00:00Z	83.6235	1.5657
2023-06-27T11:00:00Z	177.2315	2.3765
2023-06-27T12:00:00Z	501.7896	3.333
2023-06-27T13:00:00Z	400.1232	3.2357
2023-06-27T14:00:00Z	234.8968	3.6293
2023-06-27T15:00:00Z	476.0688	5.3288
2023-06-27T16:00:00Z	558.8438	5.0197
2023-06-27T17:00:00Z	224.7173	5.2293
2023-06-27T18:00:00Z	156.5438	4.3873
2023-06-27T19:00:00Z	74.3912	4.9402
2023-06-27T20:00:00Z	37.6424	5.55
2023-06-27T21:00:00Z	77.6988	5.604
2023-06-27T22:00:00Z	97.3222	6.4535
2023-06-27T23:00:00Z	30.511	6.334
2023-06-28T00:00:00Z	9.2126	6.6582
2023-06-28T01:00:00Z	2.1224	5.5453
2023-06-28T02:00:00Z	0	5.4667
2023-06-28T03:00:00Z	0.7063	5.8778
2023-06-28T04:00:00Z	0	5.8198
2023-06-28T05:00:00Z	4.8115	5.4297
2023-06-28T06:00:00Z	3.1641	4.1752
2023-06-28T07:00:00Z	27.741	3.9652
2023-06-28T08:00:00Z	56.8266	2.9378
2023-06-28T09:00:00Z	76.0704	3.3808
2023-06-28T10:00:00Z	122.2542	3.2787
2023-06-28T11:00:00Z	183.4779	0.7842
2023-06-28T12:00:00Z	308.7925	2.5773
2023-06-28T13:00:00Z	237.1046	3.535
2023-06-28T14:00:00Z	193.847	4.5243
2023-06-28T15:00:00Z	283.2599	3.6108
2023-06-28T16:00:00Z	225.2109	3.6103
2023-06-28T17:00:00Z	399.9268	1.3115
2023-06-28T18:00:00Z	492.4745	0.775
2023-06-28T19:00:00Z	391.7571	1.6813
2023-06-28T20:00:00Z	284.6258	2.4815
2023-06-28T21:00:00Z	164.9904	3.4542
2023-06-28T22:00:00Z	83.0948	2.8437
2023-06-28T23:00:00Z	28.2711	3.4498
2023-06-29T00:00:00Z	3.7329	3.793
2023-06-29T01:00:00Z	0.3774	3.43
2023-06-29T02:00:00Z	1.2775	2.9213
2023-06-29T03:00:00Z	0.9778	3.272
2023-06-29T04:00:00Z	0	2.7227
2023-06-29T05:00:00Z	1.1942	2.6632
2023-06-29T06:00:00Z	4.3642	2.5095
2023-06-29T07:00:00Z	16.2818	2.2788
2023-06-29T08:00:00Z	57.5824	1.7315
2023-06-29T09:00:00Z	80.5519	1.4745
2023-06-29T10:00:00Z	212.1165	1.5295
2023-06-29T11:00:00Z	195.5412	2.8073
2023-06-29T12:00:00Z	352.6344	1.8322
2023-06-29T13:00:00Z	562.8109	1.912
2023-06-29T14:00:00Z	757.9408	2.4003
2023-06-29T15:00:00Z	788.161	2.2682
2023-06-29T16:00:00Z	815.083	5.2185
2023-06-29T17:00:00Z	679.6869	4.9923
2023-06-29T18:00:00Z	582.4254	4.4103
2023-06-29T19:00:00Z	296.0446	5.9707
2023-06-29T20:00:00Z	265.5106	6.1245
2023-06-29T21:00:00Z	321.5542	7.2972
2023-06-29T22:00:00Z	221.3037	8.8383
2023-06-29T23:00:00Z	110.8914	9.7517
2023-06-30T00:00:00Z	11.9102	9.4783
2023-06-30T01:00:00Z	2.1005	7.063
2023-06-30T02:00:00Z	0	6.3463
2023-06-30T03:00:00Z	0	6.0822
2023-06-30T04:00:00Z	0	5.3633
2023-06-30T05:00:00Z	6.2559	5.8012
2023-06-30T06:00:00Z	39.1195	5.3735
2023-06-30T07:00:00Z	153.8001	6.4373
2023-06-30T08:00:00Z	247.0866	5.3678
2023-06-30T09:00:00Z	355.7909	6.4197
2023-06-30T10:00:00Z	488.1686	5.2767
2023-06-30T11:00:00Z	611.0809	3.8807
2023-06-30T12:00:00Z	717.0275	3.1743
2023-06-30T13:00:00Z	798.7852	3.0002
2023-06-30T14:00:00Z	851.7507	3.9875
2023-06-30T15:00:00Z	861.5473	3.7938
2023-06-30T16:00:00Z	835.2813	5.3373
2023-06-30T17:00:00Z	772.6744	6.6112
2023-06-30T18:00:00Z	681.5909	7.0228
2023-06-30T19:00:00Z	564.8806	7.1732
2023-06-30T20:00:00Z	426.7969	6.815
2023-06-30T21:00:00Z	297.0152	7.6297
2023-06-30T22:00:00Z	211.9151	7.5692
2023-06-30T23:00:00Z	115.2968	7.8425
2023-07-01T00:00:00Z	13.6089	9.6133
2023-07-01T01:00:00Z	3.4349	9.9117
2023-07-01T02:00:00Z	0	9.9533
2023-07-01T03:00:00Z	0	9.6333
2023-07-01T04:00:00Z	0	9.9283
2023-07-01T05:00:00Z	8.4983	4.7683
2023-07-01T06:00:00Z	24.4935	1.2998
2023-07-01T07:00:00Z	55.227	2.9102
2023-07-01T08:00:00Z	116.6005	2.979
2023-07-01T09:00:00Z	244.5244	1.4437
2023-07-01T10:00:00Z	322.5662	1.24
2023-07-01T11:00:00Z	362.5866	2.5503
2023-07-01T12:00:00Z	375.8989	2.5648
2023-07-01T13:00:00Z	551.4732	2.406
2023-07-01T14:00:00Z	854.0332	2.0157
2023-07-01T15:00:00Z	851.359	3.3433
2023-07-01T16:00:00Z	833.2991	4.3747
2023-07-01T17:00:00Z	658.5169	4.2782
2023-07-01T18:00:00Z	537.0858	3.2202
2023-07-01T19:00:00Z	428.7177	4.0403
2023-07-01T20:00:00Z	227.9278	1.3888
2023-07-01T21:00:00Z	162.0802	1.268
2023-07-01T22:00:00Z	85.9751	1.8208
2023-07-01T23:00:00Z	28.9194	2.9337
2023-07-02T00:00:00Z	17.4626	3.5188
2023-07-02T01:00:00Z	2.4801	2.8143
2023-07-02T02:00:00Z	0	3.9727
2023-07-02T03:00:00Z	0.677	5.535
2023-07-02T04:00:00Z	0.3372	4.7332
2023-07-02T05:00:00Z	1.5395	4.6667
2023-07-02T06:00:00Z	2.032	4.4282
2023-07-02T07:00:00Z	26.0852	4.6172
2023-07-02T08:00:00Z	78.1155	4.6363
2023-07-02T09:00:00Z	99.5034	4.4828
2023-07-02T10:00:00Z	113.3216	4.1113
2023-07-02T11:00:00Z	193.0953	3.692
2023-07-02T12:00:00Z	284.46	3.7298
2023-07-02T13:00:00Z	430.8292	3.8507
2023-07-02T14:00:00Z	581.0962	4.3513
2023-07-02T15:00:00Z	746.3965	4.2373
2023-07-02T16:00:00Z	614.11	3.9917
2023-07-02T17:00:00Z	556.5473	3.8755
2023-07-02T18:00:00Z	448.5809	4.5208
2023-07-02T19:00:00Z	396.4171	5.3563
2023-07-02T20:00:00Z	227.4398	5.2678
2023-07-02T21:00:00Z	89.5359	5.1943
2023-07-02T22:00:00Z	31.2876	5.0898
2023-07-02T23:00:00Z	7.7582	4.0187
2023-07-03T00:00:00Z	3.0461	2.6453
2023-07-03T01:00:00Z	0.6787	2.3783
2023-07-03T02:00:00Z	0.3404	2.3205
2023-07-03T03:00:00Z	0	0.8897
2023-07-03T04:00:00Z	1.3703	1.2363
2023-07-03T05:00:00Z	0.8689	1.0483
2023-07-03T06:00:00Z	2.4496	1.4297
2023-07-03T07:00:00Z	16.2301	2.779
2023-07-03T08:00:00Z	75.1327	3.4043
2023-07-03T09:00:00Z	153.4025	3.2453
2023-07-03T10:00:00Z	242.3989	3.2753
2023-07-03T11:00:00Z	288.6655	1.0042
2023-07-03T12:00:00Z	362.4312	0.9898
2023-07-03T13:00:00Z	495.559	1.3155
2023-07-03T14:00:00Z	529.587	2.9258
2023-07-03T15:00:00Z	682.8332	2.029
2023-07-03T16:00:00Z	624.5338	3.9935
2023-07-03T17:00:00Z	439.47	4.2188
2023-07-03T18:00:00Z	367.5747	3.339
2023-07-03T19:00:00Z	182.8954	3.2798
2023-07-03T20:00:00Z	109.423	2.5175
2023-07-03T21:00:00Z	84.3916	2.8605
2023-07-03T22:00:00Z	45.3225	1.9355
2023-07-03T23:00:00Z	21.4853	1.6867
2023-07-04T00:00:00Z	5.0815	1.0763
2023-07-04T01:00:00Z	2.3934	1.2478
2023-07-04T02:00:00Z	1.0331	2.9083
2023-07-04T03:00:00Z	0	3.5045
2023-07-04T04:00:00Z	1.6838	3.587
2023-07-04T05:00:00Z	2.3827	4.9198
2023-07-04T06:00:00Z	10.1804	5.5258
2023-07-04T07:00:00Z	19.5092	2.7228
2023-07-04T08:00:00Z	68.9068	0.5462
2023-07-04T09:00:00Z	104.0756	0.6935
2023-07-04T10:00:00Z	147.5655	0.3392
2023-07-04T11:00:00Z	351.2646	0.3938
2023-07-04T12:00:00Z	655.3893	0.6032
2023-07-04T13:00:00Z	719.2737	2.9433
2023-07-04T14:00:00Z	755.8828	5.4178
2023-07-04T15:00:00Z	786.5093	5.4352
2023-07-04T16:00:00Z	814.8273	4.9735
2023-07-04T17:00:00Z	750.0085	5.9318
2023-07-04T18:00:00Z	629.1839	6.1347
2023-07-04T19:00:00Z	539.7425	5.7087
2023-07-04T20:00:00Z	416.2207	4.8825
2023-07-04T21:00:00Z	289.7907	2.8608
2023-07-04T22:00:00Z	203.0801	2.2397
2023-07-04T23:00:00Z	94.0978	2.9177
2023-07-05T00:00:00Z	11.4823	2.9575
2023-07-05T01:00:00Z	1.2463	3.7563
2023-07-05T02:00:00Z	0	4.3587
2023-07-05T03:00:00Z	0	4.7098
2023-07-05T04:00:00Z	0	4.5103
2023-07-05T05:00:00Z	5.5676	4.2795
2023-07-05T06:00:00Z	34.1268	3.909
2023-07-05T07:00:00Z	113.28	3.0727
2023-07-05T08:00:00Z	152.4531	1.8482
2023-07-05T09:00:00Z	315.0057	2.0212
2023-07-05T10:00:00Z	440.9514	3.6338
2023-07-05T11:00:00Z	547.9216	3.9523
2023-07-05T12:00:00Z	642.2615	3.393
2023-07-05T13:00:00Z	721.8637	3.535
2023-07-05T14:00:00Z	767.6452	3.7152
2023-07-05T15:00:00Z	827.3182	3.9805
2023-07-05T16:00:00Z	792.6645	5.4363
2023-07-05T17:00:00Z	754.6638	6.1777
2023-07-05T18:00:00Z	653.4418	5.6697
2023-07-05T19:00:00Z	530.2746	5.8028
2023-07-05T20:00:00Z	398.7578	5.6645
2023-07-05T21:00:00Z	236.2028	2.4453
2023-07-05T22:00:00Z	166.538	2.806
2023-07-05T23:00:00Z	42.6275	5.0027
2023-07-06T00:00:00Z	11.8569	3.873
2023-07-06T01:00:00Z	1.9823	2.8968
2023-07-06T02:00:00Z	0	4.1072
2023-07-06T03:00:00Z	0	4.682
2023-07-06T04:00:00Z	2.3492	4.425
2023-07-06T05:00:00Z	5.333	4.6733
2023-07-06T06:00:00Z	15.6655	3.9617
2023-07-06T07:00:00Z	47.2802	3.7852
2023-07-06T08:00:00Z	71.4108	4.0867
2023-07-06T09:00:00Z	159.7843	4.686
2023-07-06T10:00:00Z	358.103	4.8825
2023-07-06T11:00:00Z	481.6393	3.5473
2023-07-06T12:00:00Z	578.8486	2.37
2023-07-06T13:00:00Z	628.2153	2.977
2023-07-06T14:00:00Z	666.1806	4.994
2023-07-06T15:00:00Z	682.5603	5.1133
2023-07-06T16:00:00Z	643.6202	5.051
2023-07-06T17:00:00Z	600.9964	5.1993
2023-07-06T18:00:00Z	523.3035	5.5025
